"","customer_no","invoice_no","amount","shipper_no","shipper_date","confirm_exception","confirm_response","confirm_pct"
"98628","c00151","i98614",25,"s99052",2022-01-11,0,"Confirmed, Balance OK",1
"98629","c00275","i98558",44,"s99053",2022-01-11,1,"Customer claims to have returned the goods",0.59021923141554
"98630","c00852","i98479",186,"s99054",2022-01-11,0,"Confirmed, Balance OK",1
"98631","c00027","i98491",90,"s99055",2022-01-11,0,"Confirmed, Balance OK",1
"98632","c00555","i98633",156,"s99056",2022-01-11,0,"Confirmed, Balance OK",1
"98633","c00516","i98583",272,"s99057",2022-01-11,0,"Confirmed, Balance OK",1
"98635","c00069","i98610",216,"s99138",2022-01-12,0,"Confirmed, Balance OK",1
"98636","c00896","i98497",69,"s99139",2022-01-12,0,"Confirmed, Balance OK",1
"98637","c00035","i98426",138,"s99140",2022-01-12,0,"Confirmed, Balance OK",1
"98638","c00409","i98645",54,"s99211",2022-01-13,0,"Confirmed, Balance OK",1
"98640","c00368","i98607",252,"s99284",2022-01-14,0,"Confirmed, Balance OK",1
"98641","c00598","i98515",258,"s99285",2022-01-14,1,"Customer rejects charge",0.935126381246373
"98642","c00205","i98510",270,"s99286",2022-01-14,0,"Confirmed, Balance OK",1
"98644","c00034","i98446",128,"s99370",2022-01-15,0,"Confirmed, Balance OK",1
"98645","c00703","i98440",234,"s99371",2022-01-15,0,"Confirmed, Balance OK",1
"98646","c00885","i98439",207,"s99431",2022-01-16,0,"Confirmed, Balance OK",1
"98647","c00399","i98445",256,"s99432",2022-01-16,0,"Confirmed, Balance OK",1
"98648","c00533","i98449",176,"s99433",2022-01-16,0,"Confirmed, Balance OK",1
"98651","c00297","i98604",306,"s99477",2022-01-17,0,"Confirmed, Balance OK",1
"98652","c00609","i98408",28,"s99478",2022-01-17,0,"Confirmed, Balance OK",1
"98653","c00784","i98526",0,"s99479",2022-01-17,0,"Confirmed, Balance OK",1
"98654","c00536","i98619",48,"s99480",2022-01-17,1,"Customer claims to have returned the goods",0.863686686917208
"98655","c00772","i98415",180,"s99481",2022-01-17,0,"Confirmed, Balance OK",1
"98656","c00477","i98485",0,"s99482",2022-01-17,1,"Unable to confirm balance",0.765587791295256
"98657","c00899","i98625",312,"s99524",2022-01-18,0,"Confirmed, Balance OK",1
"98658","c00954","i98413",234,"s99525",2022-01-18,0,"Confirmed, Balance OK",1
"98659","c00908","i98587",240,"s99563",2022-01-19,0,"Confirmed, Balance OK",1
"98661","c00024","i98513",128,"s99605",2022-01-20,0,"Confirmed, Balance OK",1
"98662","c00307","i98547",160,"s99606",2022-01-20,0,"Confirmed, Balance OK",1
"98663","c00203","i98548",204,"s99607",2022-01-20,0,"Confirmed, Balance OK",1
"98667","c00847","i98656",232,"s99677",2022-01-22,0,"Confirmed, Balance OK",1
"98668","c00563","i98433",96,"s99678",2022-01-22,0,"Confirmed, Balance OK",1
"98669","c00739","i98452",174,"s99708",2022-01-23,0,"Confirmed, Balance OK",1
"98670","c00969","i98482",138,"s99731",2022-01-24,0,"Confirmed, Balance OK",1
"98671","c00021","i98434",336,"s99732",2022-01-24,0,"Confirmed, Balance OK",1
"98672","c00625","i98641",0,"s99757",2022-01-25,0,"Confirmed, Balance OK",1
"98674","c00370","i98603",36,"s99801",2022-01-27,0,"Confirmed, Balance OK",1
"98675","c00561","i98419",0,"s99819",2022-01-28,0,"Confirmed, Balance OK",1
"98676","c00431","i98486",90,"s99862",2022-01-31,0,"Confirmed, Balance OK",1
"98677","c00866","i98555",75,"s99877",2022-02-01,0,"Confirmed, Balance OK",1
"98678","c00589","i98631",0,"s99899",2022-02-03,0,"Confirmed, Balance OK",1
"98679","c00010","i98612",108,"s99917",2022-02-05,0,"Confirmed, Balance OK",1
"98680","c00201","i98454",48,"s99944",2022-02-08,0,"Confirmed, Balance OK",1
"98681","c00460","i98533",68,"s99958",2022-02-11,0,"Confirmed, Balance OK",1
"98685","c00099","i98830",0,"s96166",2021-12-27,0,"Confirmed, Balance OK",1
"98686","c00368","i98919",66,"s96167",2021-12-27,0,"Confirmed, Balance OK",1
"98687","c00189","i98879",360,"s96168",2021-12-27,0,"Confirmed, Balance OK",1
"98688","c00614","i98786",62,"s96169",2021-12-27,0,"Confirmed, Balance OK",1
"98689","c00380","i98801",162,"s96170",2021-12-27,0,"Confirmed, Balance OK",1
"98690","c00061","i98704",92,"s96171",2021-12-27,0,"Confirmed, Balance OK",1
"98691","c00212","i98709",64,"s96172",2021-12-27,0,"Confirmed, Balance OK",1
"98692","c00843","i98847",216,"s96173",2021-12-27,0,"Confirmed, Balance OK",1
"98693","c00816","i98953",0,"s96174",2021-12-27,0,"Confirmed, Balance OK",1
"98694","c00292","i98694",680,"s96175",2021-12-27,0,"Confirmed, Balance OK",1
"98700","c00169","i98880",256,"s96419",2021-12-28,0,"Confirmed, Balance OK",1
"98701","c00729","i98705",100,"s96420",2021-12-28,0,"Confirmed, Balance OK",1
"98702","c00265","i98808",124,"s96421",2021-12-28,0,"Confirmed, Balance OK",1
"98703","c00073","i98858",132,"s96422",2021-12-28,0,"Confirmed, Balance OK",1
"98704","c00190","i98946",93,"s96423",2021-12-28,0,"Confirmed, Balance OK",1
"98705","c00500","i98726",224,"s96424",2021-12-28,0,"Confirmed, Balance OK",1
"98706","c00569","i98771",324,"s96425",2021-12-28,0,"Confirmed, Balance OK",1
"98707","c00332","i98918",0,"s96426",2021-12-28,0,"Confirmed, Balance OK",1
"98708","c00763","i98886",58,"s96427",2021-12-28,0,"Confirmed, Balance OK",1
"98709","c00293","i98701",156,"s96428",2021-12-28,1,"Customer cannot pay",0.916478969359305
"98710","c00555","i98721",198,"s96429",2021-12-28,0,"Confirmed, Balance OK",1
"98711","c00781","i98733",360,"s96430",2021-12-28,0,"Confirmed, Balance OK",1
"98713","c00759","i98785",0,"s96432",2021-12-28,0,"Confirmed, Balance OK",1
"98714","c00940","i98686",64,"s96433",2021-12-28,0,"Confirmed, Balance OK",1
"98715","c00409","i98690",0,"s96434",2021-12-28,0,"Confirmed, Balance OK",1
"98723","c00695","i98750",464,"s96668",2021-12-29,0,"Confirmed, Balance OK",1
"98724","c00772","i98781",0,"s96669",2021-12-29,0,"Confirmed, Balance OK",1
"98725","c00469","i98894",180,"s96670",2021-12-29,0,"Confirmed, Balance OK",1
"98726","c00256","i98825",272,"s96671",2021-12-29,0,"Confirmed, Balance OK",1
"98727","c00708","i98844",88,"s96672",2021-12-29,0,"Confirmed, Balance OK",1
"98728","c00726","i98756",31,"s96673",2021-12-29,0,"Confirmed, Balance OK",1
"98730","c00837","i98903",42,"s96675",2021-12-29,0,"Confirmed, Balance OK",1
"98731","c00551","i98863",0,"s96676",2021-12-29,0,"Confirmed, Balance OK",1
"98732","c00818","i98693",81,"s96677",2021-12-29,0,"Confirmed, Balance OK",1
"98734","c00295","i98861",108,"s96679",2021-12-29,0,"Confirmed, Balance OK",1
"98735","c00357","i98796",155,"s96680",2021-12-29,0,"Confirmed, Balance OK",1
"98736","c00523","i98794",312,"s96681",2021-12-29,0,"Confirmed, Balance OK",1
"98749","c00456","i98854",46,"s96939",2021-12-30,0,"Confirmed, Balance OK",1
"98750","c00650","i98708",176,"s96940",2021-12-30,0,"Confirmed, Balance OK",1
"98751","c00639","i98921",66,"s96941",2021-12-30,0,"Confirmed, Balance OK",1
"98752","c00065","i98720",0,"s96942",2021-12-30,0,"Confirmed, Balance OK",1
"98753","c00720","i98887",62,"s96943",2021-12-30,1,"Customer claims to have returned the goods",0.966032501463778
"98754","c00912","i98784",140,"s96944",2021-12-30,0,"Confirmed, Balance OK",1
"98755","c00185","i98745",64,"s96945",2021-12-30,0,"Confirmed, Balance OK",1
"98756","c00099","i98924",192,"s96946",2021-12-30,0,"Confirmed, Balance OK",1
"98757","c00918","i98931",0,"s96947",2021-12-30,0,"Confirmed, Balance OK",1
"98758","c00338","i98682",252,"s96948",2021-12-30,0,"Confirmed, Balance OK",1
"98759","c00267","i98807",66,"s96949",2021-12-30,0,"Confirmed, Balance OK",1
"98760","c00862","i98914",168,"s96950",2021-12-30,0,"Confirmed, Balance OK",1
"98761","c00052","i98838",93,"s96951",2021-12-30,0,"Confirmed, Balance OK",1
"98766","c00310","i98731",360,"s97196",2021-12-31,0,"Confirmed, Balance OK",1
"98767","c00431","i98767",351,"s97197",2021-12-31,0,"Confirmed, Balance OK",1
"98768","c00375","i98862",27,"s97198",2021-12-31,0,"Confirmed, Balance OK",1
"98769","c00625","i98752",0,"s97199",2021-12-31,0,"Confirmed, Balance OK",1
"98770","c00432","i98754",400,"s97200",2021-12-31,0,"Confirmed, Balance OK",1
"98771","c00493","i98835",0,"s97201",2021-12-31,0,"Confirmed, Balance OK",1
"98772","c00555","i98927",70,"s97202",2021-12-31,0,"Confirmed, Balance OK",1
"98773","c00517","i98837",390,"s97203",2021-12-31,0,"Confirmed, Balance OK",1
"98774","c00565","i98920",66,"s97204",2021-12-31,0,"Confirmed, Balance OK",1
"98775","c00218","i98764",186,"s97205",2021-12-31,0,"Confirmed, Balance OK",1
"98776","c00162","i98691",225,"s97206",2021-12-31,0,"Confirmed, Balance OK",1
"98777","c00195","i98803",128,"s97207",2021-12-31,0,"Confirmed, Balance OK",1
"98778","c00239","i98824",168,"s97208",2021-12-31,0,"Confirmed, Balance OK",1
"98779","c00368","i98900",81,"s97209",2021-12-31,0,"Confirmed, Balance OK",1
"98780","c00368","i98877",87,"s97210",2021-12-31,0,"Confirmed, Balance OK",1
"98781","c00141","i98747",124,"s97211",2021-12-31,0,"Confirmed, Balance OK",1
"98784","c00909","i98765",78,"s97432",2022-01-01,0,"Confirmed, Balance OK",1
"98785","c00792","i98826",0,"s97433",2022-01-01,0,"Confirmed, Balance OK",1
"98786","c00273","i98729",435,"s97434",2022-01-01,0,"Confirmed, Balance OK",1
"98787","c00205","i98950",108,"s97435",2022-01-01,0,"Confirmed, Balance OK",1
"98788","c00208","i98748",0,"s97436",2022-01-01,0,"Confirmed, Balance OK",1
"98789","c00356","i98899",116,"s97437",2022-01-01,0,"Confirmed, Balance OK",1
"98790","c00766","i98940",248,"s97438",2022-01-01,0,"Confirmed, Balance OK",1
"98791","c00624","i98763",116,"s97439",2022-01-01,0,"Confirmed, Balance OK",1
"98792","c00544","i98827",56,"s97440",2022-01-01,0,"Confirmed, Balance OK",1
"98793","c00523","i98791",0,"s97441",2022-01-01,0,"Confirmed, Balance OK",1
"98794","c00545","i98823",36,"s97442",2022-01-01,0,"Confirmed, Balance OK",1
"98795","c00412","i98845",0,"s97443",2022-01-01,0,"Confirmed, Balance OK",1
"98796","c00758","i98834",72,"s97444",2022-01-01,0,"Confirmed, Balance OK",1
"98797","c00663","i98910",168,"s97445",2022-01-01,0,"Confirmed, Balance OK",1
"98798","c00962","i98947",126,"s97446",2022-01-01,0,"Confirmed, Balance OK",1
"98799","c00031","i98758",495,"s97447",2022-01-01,1,"No Response",0.662657341032755
"98805","c00510","i98922",104,"s97706",2022-01-02,0,"Confirmed, Balance OK",1
"98806","c00639","i98878",168,"s97707",2022-01-02,0,"Confirmed, Balance OK",1
"98807","c00814","i98895",58,"s97708",2022-01-02,0,"Confirmed, Balance OK",1
"98808","c00071","i98870",174,"s97709",2022-01-02,0,"Confirmed, Balance OK",1
"98810","c00412","i98735",0,"s97711",2022-01-02,0,"Confirmed, Balance OK",1
"98811","c00683","i98795",192,"s97712",2022-01-02,0,"Confirmed, Balance OK",1
"98812","c00365","i98904",56,"s97713",2022-01-02,0,"Confirmed, Balance OK",1
"98815","c00408","i98713",360,"s97938",2022-01-03,0,"Confirmed, Balance OK",1
"98816","c00024","i98822",0,"s97939",2022-01-03,0,"Confirmed, Balance OK",1
"98817","c00571","i98856",34,"s97940",2022-01-03,0,"Confirmed, Balance OK",1
"98818","c00818","i98712",0,"s97941",2022-01-03,0,"Confirmed, Balance OK",1
"98819","c00464","i98727",630,"s97942",2022-01-03,0,"Confirmed, Balance OK",1
"98820","c00737","i98867",52,"s97943",2022-01-03,0,"Confirmed, Balance OK",1
"98821","c00536","i98775",555,"s97944",2022-01-03,0,"Confirmed, Balance OK",1
"98822","c00657","i98776",72,"s97945",2022-01-03,0,"Confirmed, Balance OK",1
"98823","c00056","i98749",54,"s97946",2022-01-03,0,"Confirmed, Balance OK",1
"98824","c00448","i98842",0,"s97947",2022-01-03,0,"Confirmed, Balance OK",1
"98825","c00703","i98799",0,"s97948",2022-01-03,0,"Confirmed, Balance OK",1
"98826","c00615","i98761",164,"s97949",2022-01-03,0,"Confirmed, Balance OK",1
"98829","c00148","i98725",0,"s98132",2022-01-04,0,"Confirmed, Balance OK",1
"98830","c00135","i98901",192,"s98133",2022-01-04,0,"Confirmed, Balance OK",1
"98831","c00742","i98818",66,"s98134",2022-01-04,0,"Confirmed, Balance OK",1
"98832","c00917","i98741",192,"s98135",2022-01-04,0,"Confirmed, Balance OK",1
"98833","c00786","i98939",0,"s98136",2022-01-04,0,"Confirmed, Balance OK",1
"98835","c00809","i98852",240,"s98138",2022-01-04,0,"Confirmed, Balance OK",1
"98836","c00154","i98876",60,"s98139",2022-01-04,0,"Confirmed, Balance OK",1
"98837","c00565","i98809",96,"s98140",2022-01-04,0,"Confirmed, Balance OK",1
"98838","c00819","i98938",104,"s98141",2022-01-04,1,"Customer claims to have returned the goods",0.801676664890256
"98839","c00348","i98783",264,"s98142",2022-01-04,0,"Confirmed, Balance OK",1
"98840","c00269","i98738",42,"s98143",2022-01-04,0,"Confirmed, Balance OK",1
"98841","c00398","i98913",0,"s98144",2022-01-04,0,"Confirmed, Balance OK",1
"98845","c00276","i98687",315,"s98300",2022-01-05,1,"No Response",0.919801267900038
"98846","c00093","i98859",96,"s98301",2022-01-05,0,"Confirmed, Balance OK",1
"98850","c00004","i98806",69,"s98444",2022-01-06,0,"Confirmed, Balance OK",1
"98851","c00674","i98819",112,"s98445",2022-01-06,0,"Confirmed, Balance OK",1
"98852","c00961","i98923",42,"s98446",2022-01-06,0,"Confirmed, Balance OK",1
"98853","c00887","i98792",92,"s98447",2022-01-06,0,"Confirmed, Balance OK",1
"98856","c00452","i98778",0,"s98577",2022-01-07,0,"Confirmed, Balance OK",1
"98858","c00126","i98828",432,"s98579",2022-01-07,0,"Confirmed, Balance OK",1
"98859","c00406","i98889",104,"s98580",2022-01-07,0,"Confirmed, Balance OK",1
"98860","c00078","i98802",384,"s98581",2022-01-07,0,"Confirmed, Balance OK",1
"98862","c00807","i98772",62,"s98583",2022-01-07,0,"Confirmed, Balance OK",1
"98863","c00636","i98896",0,"s98584",2022-01-07,0,"Confirmed, Balance OK",1
"98866","c00571","i98893",396,"s98700",2022-01-08,0,"Confirmed, Balance OK",1
"98867","c00438","i98848",192,"s98701",2022-01-08,0,"Confirmed, Balance OK",1
"98868","c00015","i98730",270,"s98702",2022-01-08,0,"Confirmed, Balance OK",1
"98869","c00040","i98864",76,"s98703",2022-01-08,0,"Confirmed, Balance OK",1
"98870","c00778","i98805",84,"s98704",2022-01-08,0,"Confirmed, Balance OK",1
"98871","c00239","i98760",42,"s98705",2022-01-08,0,"Confirmed, Balance OK",1
"98872","c00410","i98935",228,"s98706",2022-01-08,0,"Confirmed, Balance OK",1
"98873","c00220","i98769",216,"s98707",2022-01-08,0,"Confirmed, Balance OK",1
"98876","c00487","i98881",40,"s98852",2022-01-09,0,"Confirmed, Balance OK",1
"98877","c00600","i98865",93,"s98853",2022-01-09,0,"Confirmed, Balance OK",1
"98878","c00959","i98853",58,"s98854",2022-01-09,0,"Confirmed, Balance OK",1
"98879","c00860","i98929",88,"s98855",2022-01-09,0,"Confirmed, Balance OK",1
"98880","c00283","i98768",60,"s98856",2022-01-09,0,"Confirmed, Balance OK",1
"98881","c00550","i98943",0,"s98857",2022-01-09,0,"Confirmed, Balance OK",1
"98882","c00273","i98699",408,"s98858",2022-01-09,1,"Customer rejects charge",0.790227664851118
"98883","c00544","i98933",58,"s98859",2022-01-09,0,"Confirmed, Balance OK",1
"98885","c00025","i98770",68,"s98959",2022-01-10,0,"Confirmed, Balance OK",1
"98886","c00019","i98885",66,"s98960",2022-01-10,0,"Confirmed, Balance OK",1
"98887","c00099","i98697",117,"s98961",2022-01-10,0,"Confirmed, Balance OK",1
"98888","c00444","i98832",240,"s98962",2022-01-10,1,"Customer rejects charge",0.803134110996034
"98889","c00724","i98703",144,"s98963",2022-01-10,0,"Confirmed, Balance OK",1
"98890","c00309","i98945",104,"s98964",2022-01-10,0,"Confirmed, Balance OK",1
"98891","c00744","i98782",108,"s99058",2022-01-11,0,"Confirmed, Balance OK",1
"98892","c00717","i98685",72,"s99059",2022-01-11,0,"Confirmed, Balance OK",1
"98893","c00494","i98851",0,"s99060",2022-01-11,0,"Confirmed, Balance OK",1
"98894","c00413","i98751",29,"s99061",2022-01-11,0,"Confirmed, Balance OK",1
"98895","c00613","i98737",136,"s99141",2022-01-12,0,"Confirmed, Balance OK",1
"98896","c00340","i98683",224,"s99142",2022-01-12,0,"Confirmed, Balance OK",1
"98897","c00323","i98871",138,"s99143",2022-01-12,0,"Confirmed, Balance OK",1
"98900","c00659","i98821",116,"s99214",2022-01-13,0,"Confirmed, Balance OK",1
"98901","c00742","i98915",156,"s99215",2022-01-13,0,"Confirmed, Balance OK",1
"98902","c00511","i98774",279,"s99216",2022-01-13,1,"Customer claims to have returned the goods",0.786158195044845
"98903","c00790","i98728",0,"s99217",2022-01-13,0,"Confirmed, Balance OK",1
"98904","c00077","i98925",128,"s99218",2022-01-13,0,"Confirmed, Balance OK",1
"98905","c00619","i98911",138,"s99219",2022-01-13,0,"Confirmed, Balance OK",1
"98906","c00267","i98715",50,"s99220",2022-01-13,0,"Confirmed, Balance OK",1
"98907","c00572","i98891",232,"s99221",2022-01-13,0,"Confirmed, Balance OK",1
"98910","c00486","i98820",48,"s99289",2022-01-14,0,"Confirmed, Balance OK",1
"98912","c00328","i98706",44,"s99373",2022-01-15,0,"Confirmed, Balance OK",1
"98913","c00127","i98797",416,"s99434",2022-01-16,0,"Confirmed, Balance OK",1
"98914","c00673","i98780",64,"s99483",2022-01-17,0,"Confirmed, Balance OK",1
"98916","c00144","i98860",192,"s99527",2022-01-18,0,"Confirmed, Balance OK",1
"98918","c00158","i98757",0,"s99565",2022-01-19,0,"Confirmed, Balance OK",1
"98919","c00334","i98829",92,"s99566",2022-01-19,0,"Confirmed, Balance OK",1
"98921","c00252","i98866",0,"s99609",2022-01-20,0,"Confirmed, Balance OK",1
"98922","c00987","i98787",192,"s99610",2022-01-20,1,"Customer cannot pay",0.961841141432524
"98923","c00417","i98717",184,"s99611",2022-01-20,0,"Confirmed, Balance OK",1
"98924","c00673","i98800",140,"s99612",2022-01-20,0,"Confirmed, Balance OK",1
"98926","c00358","i98744",270,"s99679",2022-01-22,0,"Confirmed, Balance OK",1
"98927","c00416","i98702",444,"s99680",2022-01-22,0,"Confirmed, Balance OK",1
"98928","c00235","i98777",252,"s99709",2022-01-23,0,"Confirmed, Balance OK",1
"98931","c00034","i98696",0,"s99735",2022-01-24,0,"Confirmed, Balance OK",1
"98933","c00120","i98746",360,"s99759",2022-01-25,0,"Confirmed, Balance OK",1
"98934","c00172","i98869",104,"s99780",2022-01-26,0,"Confirmed, Balance OK",1
"98935","c00706","i98817",148,"s99781",2022-01-26,0,"Confirmed, Balance OK",1
"98936","c00721","i98814",70,"s99802",2022-01-27,0,"Confirmed, Balance OK",1
"98937","c01000","i98742",0,"s99803",2022-01-27,0,"Confirmed, Balance OK",1
"98939","c00217","i98779",136,"s99821",2022-01-28,0,"Confirmed, Balance OK",1
"98940","c00778","i98868",0,"s99854",2022-01-30,1,"Unable to confirm balance",0.793812941492069
"98942","c00343","i98926",306,"s99864",2022-01-31,0,"Confirmed, Balance OK",1
"98943","c00258","i98917",270,"s99878",2022-02-01,0,"Confirmed, Balance OK",1
"98945","c00677","i98755",232,"s99911",2022-02-04,0,"Confirmed, Balance OK",1
"98946","c00727","i98872",480,"s99922",2022-02-06,0,"Confirmed, Balance OK",1
"98948","c00249","i98836",0,"s99933",2022-02-07,0,"Confirmed, Balance OK",1
"98950","c00666","i98841",156,"s99949",2022-02-09,0,"Confirmed, Balance OK",1
"98951","c00354","i98951",93,"s99962",2022-02-13,0,"Confirmed, Balance OK",1
"98953","c00304","i98759",396,"s99974",2022-02-18,0,"Confirmed, Balance OK",1
"98955","c00088","i99188",256,"s96436",2021-12-28,0,"Confirmed, Balance OK",1
"98956","c00936","i99052",130,"s96437",2021-12-28,0,"Confirmed, Balance OK",1
"98957","c00210","i98977",180,"s96438",2021-12-28,0,"Confirmed, Balance OK",1
"98958","c00087","i98965",0,"s96439",2021-12-28,0,"Confirmed, Balance OK",1
"98959","c00151","i99038",0,"s96440",2021-12-28,0,"Confirmed, Balance OK",1
"98960","c00669","i99121",72,"s96441",2021-12-28,0,"Confirmed, Balance OK",1
"98961","c00629","i99198",0,"s96442",2021-12-28,0,"Confirmed, Balance OK",1
"98962","c00695","i99118",240,"s96443",2021-12-28,0,"Confirmed, Balance OK",1
"98963","c00668","i99171",76,"s96444",2021-12-28,0,"Confirmed, Balance OK",1
"98964","c00189","i99229",200,"s96445",2021-12-28,0,"Confirmed, Balance OK",1
"98975","c00399","i98957",66,"s96692",2021-12-29,0,"Confirmed, Balance OK",1
"98976","c00366","i99113",140,"s96693",2021-12-29,0,"Confirmed, Balance OK",1
"98977","c00132","i99076",328,"s96694",2021-12-29,0,"Confirmed, Balance OK",1
"98978","c00320","i99212",180,"s96695",2021-12-29,0,"Confirmed, Balance OK",1
"98979","c00411","i99099",56,"s96696",2021-12-29,0,"Confirmed, Balance OK",1
"98980","c00861","i99075",123,"s96697",2021-12-29,0,"Confirmed, Balance OK",1
"98981","c00209","i99111",342,"s96698",2021-12-29,1,"Customer claims fraction of the amount charged",0.647998535786755
"98982","c00510","i99041",63,"s96699",2021-12-29,0,"Confirmed, Balance OK",1
"98983","c00356","i99237",33,"s96700",2021-12-29,0,"Confirmed, Balance OK",1
"98984","c00424","i99142",126,"s96701",2021-12-29,0,"Confirmed, Balance OK",1
"98985","c00383","i99218",28,"s96702",2021-12-29,0,"Confirmed, Balance OK",1
"98986","c00229","i99164",348,"s96703",2021-12-29,0,"Confirmed, Balance OK",1
"98987","c00882","i99074",0,"s96704",2021-12-29,1,"Unable to confirm balance",0.924568012901582
"98988","c00113","i99203",0,"s96705",2021-12-29,0,"Confirmed, Balance OK",1
"98990","c00883","i99153",58,"s96707",2021-12-29,0,"Confirmed, Balance OK",1
"98991","c00709","i99063",54,"s96708",2021-12-29,0,"Confirmed, Balance OK",1
"98992","c00692","i99002",96,"s96709",2021-12-29,0,"Confirmed, Balance OK",1
"98993","c00817","i99194",108,"s96710",2021-12-29,0,"Confirmed, Balance OK",1
"98994","c00310","i99042",92,"s96711",2021-12-29,0,"Confirmed, Balance OK",1
"98995","c00779","i99197",465,"s96712",2021-12-29,0,"Confirmed, Balance OK",1
"99000","c00539","i98999",168,"s96956",2021-12-30,0,"Confirmed, Balance OK",1
"99001","c00841","i98971",87,"s96957",2021-12-30,0,"Confirmed, Balance OK",1
"99002","c00730","i99190",21,"s96958",2021-12-30,1,"Customer claims fraction of the amount charged",0.533091452091467
"99003","c00403","i99148",162,"s96959",2021-12-30,0,"Confirmed, Balance OK",1
"99004","c00586","i99119",128,"s96960",2021-12-30,0,"Confirmed, Balance OK",1
"99005","c00818","i99032",176,"s96961",2021-12-30,0,"Confirmed, Balance OK",1
"99006","c00666","i99071",180,"s96962",2021-12-30,0,"Confirmed, Balance OK",1
"99007","c00511","i99169",44,"s96963",2021-12-30,0,"Confirmed, Balance OK",1
"99008","c00091","i99045",48,"s96964",2021-12-30,0,"Confirmed, Balance OK",1
"99009","c00338","i99069",87,"s96965",2021-12-30,0,"Confirmed, Balance OK",1
"99010","c00682","i99040",234,"s96966",2021-12-30,0,"Confirmed, Balance OK",1
"99011","c00304","i99081",35,"s96967",2021-12-30,0,"Confirmed, Balance OK",1
"99014","c00257","i99036",368,"s96970",2021-12-30,0,"Confirmed, Balance OK",1
"99015","c00154","i99230",136,"s96971",2021-12-30,0,"Confirmed, Balance OK",1
"99016","c00291","i99233",0,"s96972",2021-12-30,0,"Confirmed, Balance OK",1
"99021","c00455","i99208",126,"s97216",2021-12-31,0,"Confirmed, Balance OK",1
"99022","c00869","i99132",192,"s97217",2021-12-31,0,"Confirmed, Balance OK",1
"99023","c00682","i99186",288,"s97218",2021-12-31,0,"Confirmed, Balance OK",1
"99024","c00705","i99060",0,"s97219",2021-12-31,0,"Confirmed, Balance OK",1
"99025","c00720","i98960",288,"s97220",2021-12-31,0,"Confirmed, Balance OK",1
"99026","c00741","i99033",297,"s97221",2021-12-31,0,"Confirmed, Balance OK",1
"99027","c00256","i99105",384,"s97222",2021-12-31,0,"Confirmed, Balance OK",1
"99028","c00586","i99097",620,"s97223",2021-12-31,0,"Confirmed, Balance OK",1
"99029","c00330","i99091",248,"s97224",2021-12-31,0,"Confirmed, Balance OK",1
"99030","c00395","i98963",204,"s97225",2021-12-31,0,"Confirmed, Balance OK",1
"99031","c00233","i99039",210,"s97226",2021-12-31,0,"Confirmed, Balance OK",1
"99032","c00678","i99027",456,"s97227",2021-12-31,0,"Confirmed, Balance OK",1
"99033","c00096","i98978",222,"s97228",2021-12-31,0,"Confirmed, Balance OK",1
"99034","c00862","i99224",0,"s97229",2021-12-31,0,"Confirmed, Balance OK",1
"99035","c00203","i98988",0,"s97230",2021-12-31,0,"Confirmed, Balance OK",1
"99036","c00599","i99215",168,"s97231",2021-12-31,0,"Confirmed, Balance OK",1
"99037","c00078","i98976",60,"s97232",2021-12-31,0,"Confirmed, Balance OK",1
"99038","c00244","i99025",333,"s97233",2021-12-31,0,"Confirmed, Balance OK",1
"99039","c00384","i98983",0,"s97234",2021-12-31,0,"Confirmed, Balance OK",1
"99040","c00718","i99016",64,"s97235",2021-12-31,1,"Customer claims fraction of the amount charged",0.530486219648737
"99045","c00117","i99210",444,"s97452",2022-01-01,0,"Confirmed, Balance OK",1
"99047","c00180","i99124",90,"s97454",2022-01-01,0,"Confirmed, Balance OK",1
"99048","c00262","i99216",108,"s97455",2022-01-01,0,"Confirmed, Balance OK",1
"99049","c00896","i99053",96,"s97456",2022-01-01,0,"Confirmed, Balance OK",1
"99050","c00022","i99136",48,"s97457",2022-01-01,0,"Confirmed, Balance OK",1
"99051","c00102","i98955",336,"s97458",2022-01-01,0,"Confirmed, Balance OK",1
"99052","c00702","i99147",0,"s97459",2022-01-01,0,"Confirmed, Balance OK",1
"99053","c00157","i99220",74,"s97460",2022-01-01,0,"Confirmed, Balance OK",1
"99054","c00700","i98968",90,"s97461",2022-01-01,0,"Confirmed, Balance OK",1
"99055","c00481","i98995",99,"s97462",2022-01-01,0,"Confirmed, Balance OK",1
"99056","c00357","i98993",104,"s97463",2022-01-01,0,"Confirmed, Balance OK",1
"99057","c00135","i98990",0,"s97464",2022-01-01,0,"Confirmed, Balance OK",1
"99058","c00027","i99182",492,"s97465",2022-01-01,0,"Confirmed, Balance OK",1
"99059","c00891","i99117",288,"s97466",2022-01-01,0,"Confirmed, Balance OK",1
"99060","c00175","i99185",33,"s97467",2022-01-01,0,"Confirmed, Balance OK",1
"99062","c00341","i99078",100,"s97715",2022-01-02,0,"Confirmed, Balance OK",1
"99063","c00372","i99168",168,"s97716",2022-01-02,1,"No Response",0.625595446892548
"99064","c00122","i99228",200,"s97717",2022-01-02,0,"Confirmed, Balance OK",1
"99065","c00032","i99152",99,"s97718",2022-01-02,0,"Confirmed, Balance OK",1
"99066","c00389","i99177",150,"s97719",2022-01-02,1,"No Response",0.547121846091468
"99067","c00786","i99049",54,"s97720",2022-01-02,1,"Unable to confirm balance",0.921385621435475
