"","ap_no","ap_date","sku","no_units_ordered","extended_cost","receiver_no","receiver_date"
"996","ap00996",2021-07-23,"GZCBWSY",100,3000,"rec00996",2021-07-22
"997","ap00997",2021-07-07,"BWCWYBE",100,3000,"rec00997",2021-07-06
"998","ap00998",2021-07-21,"MCKIGJK",100,2700,"rec00998",2021-07-20
"999","ap00999",2021-07-10,"AIAFNYK",100,2800,"rec00999",2021-07-09
"1000","ap01000",2021-08-09,"QXMRTCL",100,2500,"rec01000",2021-08-08
"1001","ap01001",2021-07-13,"NMOVOCJ",100,3300,"rec01001",2021-07-12
"1002","ap01002",2021-07-15,"YKHCWFU",100,2600,"rec01002",2021-07-14
"1003","ap01003",2021-07-13,"YCKJQUQ",100,3300,"rec01003",2021-07-12
"1004","ap01004",2021-07-14,"YRLPJEU",100,2700,"rec01004",2021-07-13
"1005","ap01005",2021-08-04,"VXEHQDI",100,3500,"rec01005",2021-08-03
"1006","ap01006",2021-08-03,"DGYTKHS",100,2400,"rec01006",2021-08-02
"1007","ap01007",2021-07-21,"GXPRDLH",100,2300,"rec01007",2021-07-20
"1008","ap01008",2021-08-01,"ROTLPKY",100,2700,"rec01008",2021-07-31
"1009","ap01009",2021-08-27,"IEWCNSP",100,2900,"rec01009",2021-08-26
"1010","ap01010",2021-07-30,"IZFHBVE",100,3200,"rec01010",2021-07-29
"1011","ap01011",2021-07-13,"RYEOVVJ",100,2400,"rec01011",2021-07-12
"1012","ap01012",2021-08-15,"GACKUWU",100,2900,"rec01012",2021-08-14
"1013","ap01013",2021-07-23,"HKSIHTF",100,3100,"rec01013",2021-07-22
"1014","ap01014",2021-07-20,"UCAGHHN",100,3200,"rec01014",2021-07-19
"1015","ap01015",2021-07-22,"LCRDOWM",100,2100,"rec01015",2021-07-21
"1016","ap01016",2021-07-17,"FRGNNQE",100,2600,"rec01016",2021-07-16
"1017","ap01017",2021-07-14,"VZUTWKR",100,3500,"rec01017",2021-07-13
"1018","ap01018",2021-07-26,"FOWPCBN",100,2400,"rec01018",2021-07-25
"1019","ap01019",2021-07-18,"BVBHYVP",100,2100,"rec01019",2021-07-17
"1020","ap01020",2021-07-17,"EAWPQWC",100,3300,"rec01020",2021-07-16
"1021","ap01021",2021-08-03,"OGJGSMA",100,2300,"rec01021",2021-08-02
"1022","ap01022",2021-08-27,"FSNZUZG",100,2400,"rec01022",2021-08-26
"1023","ap01023",2021-07-31,"QHPAWDT",100,3300,"rec01023",2021-07-30
"1024","ap01024",2021-08-03,"QFZOBTR",100,3500,"rec01024",2021-08-02
"1025","ap01025",2021-07-20,"CXPXQVN",100,3900,"rec01025",2021-07-19
"1026","ap01026",2021-08-13,"RQEFXCH",100,2400,"rec01026",2021-08-12
"1027","ap01027",2021-08-05,"CWNGGXE",100,2300,"rec01027",2021-08-04
"1028","ap01028",2021-07-29,"BBVKGVN",100,3400,"rec01028",2021-07-28
"1029","ap01029",2021-08-06,"CAUKAWF",100,2500,"rec01029",2021-08-05
"1030","ap01030",2021-07-24,"NGUWLYY",100,2100,"rec01030",2021-07-23
"1031","ap01031",2021-07-27,"DLIDRJO",100,3100,"rec01031",2021-07-26
"1032","ap01032",2021-08-29,"NWFLJEL",100,2300,"rec01032",2021-08-28
"1033","ap01033",2021-07-25,"AUNXHDX",100,2400,"rec01033",2021-07-24
"1034","ap01034",2021-08-15,"MDIBYEZ",100,1900,"rec01034",2021-08-14
"1035","ap01035",2021-08-17,"MVAARYR",100,2500,"rec01035",2021-08-16
"1036","ap01036",2021-08-19,"FCSGCTT",100,3500,"rec01036",2021-08-18
"1037","ap01037",2021-08-05,"HPBXEHQ",100,2800,"rec01037",2021-08-04
"1038","ap01038",2021-08-14,"JPLILCW",100,3400,"rec01038",2021-08-13
"1039","ap01039",2021-07-27,"WFLLQKF",100,3000,"rec01039",2021-07-26
"1040","ap01040",2021-07-29,"TOHGWKJ",100,3100,"rec01040",2021-07-28
"1041","ap01041",2021-08-10,"TFGSIIP",100,2800,"rec01041",2021-08-09
"1042","ap01042",2021-08-17,"AAFPBGX",100,2800,"rec01042",2021-08-16
"1043","ap01043",2021-08-10,"XZNVYNB",100,2700,"rec01043",2021-08-09
"1044","ap01044",2021-07-31,"OZVFQYT",100,3100,"rec01044",2021-07-30
"1045","ap01045",2021-08-27,"YTEAFJC",100,1900,"rec01045",2021-08-26
"1046","ap01046",2021-08-10,"NFITPMM",100,2300,"rec01046",2021-08-09
"1047","ap01047",2021-09-09,"AKFLLOG",100,3100,"rec01047",2021-09-08
"1048","ap01048",2021-08-19,"AMLFWVI",100,2900,"rec01048",2021-08-18
"1049","ap01049",2021-08-09,"QQIYZNA",100,2700,"rec01049",2021-08-08
"1050","ap01050",2021-08-23,"NTSXPWQ",100,3300,"rec01050",2021-08-22
"1051","ap01051",2021-08-25,"FYROZUB",100,2800,"rec01051",2021-08-24
"1052","ap01052",2021-09-12,"KQLRBPG",100,3500,"rec01052",2021-09-11
"1053","ap01053",2021-08-16,"SPZNAGA",100,2700,"rec01053",2021-08-15
"1054","ap01054",2021-08-05,"ASIJADV",100,2300,"rec01054",2021-08-04
"1055","ap01055",2021-08-13,"KRLIBAG",100,3100,"rec01055",2021-08-12
"1056","ap01056",2021-08-14,"NVAGCBN",100,2800,"rec01056",2021-08-13
"1057","ap01057",2021-08-16,"PUDBCRY",100,2300,"rec01057",2021-08-15
"1058","ap01058",2021-08-22,"IOWZHNT",100,2800,"rec01058",2021-08-21
"1059","ap01059",2021-09-04,"DGRQBWZ",100,2700,"rec01059",2021-09-03
"1060","ap01060",2021-08-06,"UHYIEFC",100,3800,"rec01060",2021-08-05
"1061","ap01061",2021-08-05,"YZYZBCK",100,2700,"rec01061",2021-08-04
"1062","ap01062",2021-08-24,"SLOJNZH",100,3100,"rec01062",2021-08-23
"1063","ap01063",2021-08-14,"JNICTAY",100,3100,"rec01063",2021-08-13
"1064","ap01064",2021-08-08,"LQXTBPT",100,2500,"rec01064",2021-08-07
"1065","ap01065",2021-08-20,"BLLNUHU",100,3600,"rec01065",2021-08-19
"1066","ap01066",2021-08-25,"UUHIVKA",100,2400,"rec01066",2021-08-24
"1067","ap01067",2021-08-11,"TOVKPDX",100,3400,"rec01067",2021-08-10
"1068","ap01068",2021-09-05,"ZGVDTEK",100,2100,"rec01068",2021-09-04
"1069","ap01069",2021-08-13,"YRCHVMJ",100,3000,"rec01069",2021-08-12
"1070","ap01070",2021-08-27,"VPVQLMA",100,2400,"rec01070",2021-08-26
"1071","ap01071",2021-09-06,"UCFFTQU",100,2400,"rec01071",2021-09-05
"1072","ap01072",2021-08-26,"DDFGJXI",100,4100,"rec01072",2021-08-25
"1073","ap01073",2021-08-18,"YQFIDDC",100,3000,"rec01073",2021-08-17
"1074","ap01074",2021-08-19,"RNHTFLN",100,3000,"rec01074",2021-08-18
"1075","ap01075",2021-08-17,"EAYSXBJ",100,2300,"rec01075",2021-08-16
"1076","ap01076",2021-08-15,"MGIWSUV",100,2200,"rec01076",2021-08-14
"1077","ap01077",2021-08-18,"HQLCKYQ",100,2800,"rec01077",2021-08-17
"1078","ap01078",2021-08-12,"QZYWKWM",100,3200,"rec01078",2021-08-11
"1079","ap01079",2021-08-31,"KIWWRLF",100,2600,"rec01079",2021-08-30
"1080","ap01080",2021-09-07,"FFUTXPP",100,2900,"rec01080",2021-09-06
"1081","ap01081",2021-09-23,"NJFSIRL",100,2800,"rec01081",2021-09-22
"1082","ap01082",2021-08-18,"IUIJPPK",100,3000,"rec01082",2021-08-17
"1083","ap01083",2021-08-17,"DXXKKWE",100,3100,"rec01083",2021-08-16
"1084","ap01084",2021-09-08,"HWHNRLM",100,3300,"rec01084",2021-09-07
"1085","ap01085",2021-08-18,"HQRQXTL",100,3900,"rec01085",2021-08-17
"1086","ap01086",2021-09-08,"ROTJPDH",100,3500,"rec01086",2021-09-07
"1087","ap01087",2021-08-23,"QUXDQRH",100,2600,"rec01087",2021-08-22
"1088","ap01088",2021-08-31,"VDXSZXM",100,3400,"rec01088",2021-08-30
"1089","ap01089",2021-09-17,"ULBNCRK",100,3000,"rec01089",2021-09-16
"1090","ap01090",2021-08-23,"XVFHYMW",100,2800,"rec01090",2021-08-22
"1091","ap01091",2021-08-19,"SBYNXRT",100,2700,"rec01091",2021-08-18
"1092","ap01092",2021-08-23,"VGYGOLP",100,2600,"rec01092",2021-08-22
"1093","ap01093",2021-08-21,"KDVZVRR",100,3000,"rec01093",2021-08-20
"1094","ap01094",2021-08-17,"QPLYRZV",100,3700,"rec01094",2021-08-16
"1095","ap01095",2021-10-02,"AJKORUO",100,2700,"rec01095",2021-10-01
"1096","ap01096",2021-08-22,"WVSHLRI",100,2900,"rec01096",2021-08-21
"1097","ap01097",2021-08-22,"QUJTJNL",100,2800,"rec01097",2021-08-21
"1098","ap01098",2021-08-19,"AQGBUFS",100,2600,"rec01098",2021-08-18
"1099","ap01099",2021-08-21,"HGASBLF",100,2800,"rec01099",2021-08-20
"1100","ap01100",2021-09-05,"JVLQBCP",100,3100,"rec01100",2021-09-04
"1101","ap01101",2021-08-27,"BXZWUDX",100,3000,"rec01101",2021-08-26
"1102","ap01102",2021-08-21,"DMSMFUG",100,3600,"rec01102",2021-08-20
"1103","ap01103",2021-08-25,"ANMHCKF",100,3500,"rec01103",2021-08-24
"1104","ap01104",2021-09-05,"QGURYVS",100,3400,"rec01104",2021-09-04
"1105","ap01105",2021-08-30,"YAWXMBW",100,3200,"rec01105",2021-08-29
"1106","ap01106",2021-09-24,"OEMBOTA",100,3000,"rec01106",2021-09-23
"1107","ap01107",2021-09-04,"DHELEND",100,4100,"rec01107",2021-09-03
"1108","ap01108",2021-08-22,"PYLGHKK",100,3800,"rec01108",2021-08-21
"1109","ap01109",2021-08-25,"FMSQQSJ",100,2500,"rec01109",2021-08-24
"1110","ap01110",2021-10-23,"SALWCWL",100,2900,"rec01110",2021-10-22
"1111","ap01111",2021-08-26,"KCQLSNA",100,3000,"rec01111",2021-08-25
"1112","ap01112",2021-09-19,"HGUTUBT",100,2900,"rec01112",2021-09-18
"1113","ap01113",2021-08-25,"EKMTDVB",100,2900,"rec01113",2021-08-24
"1114","ap01114",2021-08-29,"YYQNULM",100,2800,"rec01114",2021-08-28
"1115","ap01115",2021-08-29,"ZJIDQTG",100,3400,"rec01115",2021-08-28
"1116","ap01116",2021-09-26,"VWMGSTZ",100,3100,"rec01116",2021-09-25
"1117","ap01117",2021-10-30,"DJXBTMZ",100,2700,"rec01117",2021-10-29
"1118","ap01118",2021-09-01,"UVIRWZC",100,3200,"rec01118",2021-08-31
"1119","ap01119",2021-08-29,"SFOBAQW",100,2000,"rec01119",2021-08-28
"1120","ap01120",2021-08-25,"BIDMHPP",100,3300,"rec01120",2021-08-24
"1121","ap01121",2021-09-04,"JXLWPFU",100,3700,"rec01121",2021-09-03
"1122","ap01122",2021-08-25,"WBSAVLO",100,2600,"rec01122",2021-08-24
"1123","ap01123",2021-08-27,"UPLNPQK",100,4400,"rec01123",2021-08-26
"1124","ap01124",2021-08-27,"ACXRMSE",100,3500,"rec01124",2021-08-26
"1125","ap01125",2021-08-28,"PCCJXQQ",100,2400,"rec01125",2021-08-27
"1126","ap01126",2021-09-21,"TXDMNIY",100,3000,"rec01126",2021-09-20
"1127","ap01127",2021-09-28,"JCWXKIX",100,3200,"rec01127",2021-09-27
"1128","ap01128",2021-09-22,"RRNOCYR",100,3200,"rec01128",2021-09-21
"1129","ap01129",2021-10-06,"GGSPOKR",100,3500,"rec01129",2021-10-05
"1130","ap01130",2021-09-07,"ACNQHRE",100,3400,"rec01130",2021-09-06
"1131","ap01131",2021-09-19,"MSGVMAQ",100,3800,"rec01131",2021-09-18
"1132","ap01132",2021-09-07,"WKYTFIQ",100,2400,"rec01132",2021-09-06
"1133","ap01133",2021-08-29,"PJIIAXD",100,3700,"rec01133",2021-08-28
"1134","ap01134",2021-08-30,"BLXWDOX",100,4300,"rec01134",2021-08-29
"1135","ap01135",2021-09-03,"HWMKHSA",100,2800,"rec01135",2021-09-02
"1136","ap01136",2021-09-06,"COSVCQZ",100,2200,"rec01136",2021-09-05
"1137","ap01137",2021-09-05,"IOZREKB",100,2900,"rec01137",2021-09-04
"1138","ap01138",2021-09-22,"ZFAGHES",100,3000,"rec01138",2021-09-21
"1139","ap01139",2021-08-29,"JEKNFSP",100,2700,"rec01139",2021-08-28
"1140","ap01140",2021-09-20,"JNUQWRR",100,2700,"rec01140",2021-09-19
"1141","ap01141",2021-10-23,"EQUSJXR",100,3100,"rec01141",2021-10-22
"1142","ap01142",2021-09-30,"ERFSOLQ",100,2700,"rec01142",2021-09-29
"1143","ap01143",2021-10-02,"HAFSODN",100,3800,"rec01143",2021-10-01
"1144","ap01144",2021-09-05,"QTRIZYW",100,2300,"rec01144",2021-09-04
"1145","ap01145",2021-08-30,"FDCZBKW",100,1300,"rec01145",2021-08-29
"1146","ap01146",2021-08-31,"GGZXOCK",100,1900,"rec01146",2021-08-30
"1147","ap01147",2021-09-09,"SJAUHQH",100,3700,"rec01147",2021-09-08
"1148","ap01148",2021-10-27,"AQWFHRW",100,3700,"rec01148",2021-10-26
"1149","ap01149",2021-09-20,"OSHEUNF",100,2600,"rec01149",2021-09-19
"1150","ap01150",2021-09-07,"YIYWLBC",100,2600,"rec01150",2021-09-06
"1151","ap01151",2021-09-20,"CCEXJHP",100,3100,"rec01151",2021-09-19
"1152","ap01152",2021-09-30,"NQYOVOP",100,3500,"rec01152",2021-09-29
"1153","ap01153",2021-09-09,"DNCFXFI",100,2100,"rec01153",2021-09-08
"1154","ap01154",2021-09-05,"FKZURXB",100,2700,"rec01154",2021-09-04
"1155","ap01155",2021-09-28,"PRWHNRV",100,3400,"rec01155",2021-09-27
"1156","ap01156",2021-09-01,"CQWSBHP",100,3100,"rec01156",2021-08-31
"1157","ap01157",2021-09-29,"CJDWKVI",100,2500,"rec01157",2021-09-28
"1158","ap01158",2021-09-02,"DXVEUKJ",100,3200,"rec01158",2021-09-01
"1159","ap01159",2021-08-31,"SARYBPA",100,3000,"rec01159",2021-08-30
"1160","ap01160",2021-08-31,"MGIHQCY",100,3000,"rec01160",2021-08-30
"1161","ap01161",2021-09-03,"OPFUHLG",100,3200,"rec01161",2021-09-02
"1162","ap01162",2021-09-13,"UFKQHPZ",100,3700,"rec01162",2021-09-12
"1163","ap01163",2021-10-09,"FOLPBVP",100,2700,"rec01163",2021-10-08
"1164","ap01164",2021-09-10,"HQUVZEJ",100,3400,"rec01164",2021-09-09
"1165","ap01165",2021-09-09,"BYIDVQD",100,2400,"rec01165",2021-09-08
"1166","ap01166",2021-09-10,"AMQVIAL",100,3500,"rec01166",2021-09-09
"1167","ap01167",2021-09-12,"DTUWRLA",100,2300,"rec01167",2021-09-11
"1168","ap01168",2021-09-06,"QJSPMCX",100,2700,"rec01168",2021-09-05
"1169","ap01169",2021-09-15,"ZQDOWGJ",100,2900,"rec01169",2021-09-14
"1170","ap01170",2021-10-04,"HVORRYT",100,2800,"rec01170",2021-10-03
"1171","ap01171",2021-09-05,"TFTNWPP",100,2400,"rec01171",2021-09-04
"1172","ap01172",2021-10-04,"ZFWFGIX",100,3500,"rec01172",2021-10-03
"1173","ap01173",2021-09-05,"XFYDYRL",100,2600,"rec01173",2021-09-04
"1174","ap01174",2021-09-16,"YNXHEBF",100,2800,"rec01174",2021-09-15
"1175","ap01175",2021-09-02,"TBDSHMI",100,2600,"rec01175",2021-09-01
"1176","ap01176",2021-09-15,"NEGIGAL",100,3900,"rec01176",2021-09-14
"1177","ap01177",2021-09-19,"MCNOLPW",100,2700,"rec01177",2021-09-18
"1178","ap01178",2021-09-18,"BKSBMYF",100,2700,"rec01178",2021-09-17
"1179","ap01179",2021-09-21,"DWOLSSW",100,2200,"rec01179",2021-09-20
"1180","ap01180",2021-09-04,"FCCLMUJ",100,1900,"rec01180",2021-09-03
"1181","ap01181",2021-09-25,"MUDTEMC",100,3300,"rec01181",2021-09-24
"1182","ap01182",2021-10-08,"KGXRRIA",100,2000,"rec01182",2021-10-07
"1183","ap01183",2021-09-12,"KEGAYLX",100,2300,"rec01183",2021-09-11
"1184","ap01184",2021-09-17,"YXZSNIC",100,3500,"rec01184",2021-09-16
"1185","ap01185",2021-09-06,"VCQHODG",100,2400,"rec01185",2021-09-05
"1186","ap01186",2021-09-06,"FOLPURS",100,3700,"rec01186",2021-09-05
"1187","ap01187",2021-10-12,"RIWCMEQ",100,4200,"rec01187",2021-10-11
"1188","ap01188",2021-09-07,"BKVYYWY",100,2500,"rec01188",2021-09-06
"1189","ap01189",2021-09-07,"PDOROIS",100,3500,"rec01189",2021-09-06
"1190","ap01190",2021-11-10,"XCNFMAY",100,2500,"rec01190",2021-11-09
"1191","ap01191",2021-09-09,"VXAAYIW",100,3600,"rec01191",2021-09-08
"1192","ap01192",2021-10-15,"ZJCESRZ",100,3100,"rec01192",2021-10-14
"1193","ap01193",2021-09-25,"KCLOMUE",100,2800,"rec01193",2021-09-24
"1194","ap01194",2021-10-25,"ZHMHASO",100,3000,"rec01194",2021-10-24
"1195","ap01195",2021-10-05,"JDGPAWW",100,2500,"rec01195",2021-10-04
"1196","ap01196",2021-09-07,"DSHGXTW",100,2500,"rec01196",2021-09-06
"1197","ap01197",2021-09-21,"VBQSFHI",100,2400,"rec01197",2021-09-20
"1198","ap01198",2021-09-25,"ZOONWEH",100,2500,"rec01198",2021-09-24
"1199","ap01199",2021-09-13,"BISJXTL",100,2600,"rec01199",2021-09-12
"1200","ap01200",2021-09-16,"HRVYLQI",100,3400,"rec01200",2021-09-15
"1201","ap01201",2021-09-09,"SKOIKDV",100,3600,"rec01201",2021-09-08
"1202","ap01202",2021-09-11,"DIRTWYR",100,2600,"rec01202",2021-09-10
"1203","ap01203",2021-10-04,"BAYIRTP",100,2600,"rec01203",2021-10-03
"1204","ap01204",2021-09-16,"CSEYOLP",100,2800,"rec01204",2021-09-15
"1205","ap01205",2021-09-16,"BPQUSMP",100,2600,"rec01205",2021-09-15
"1206","ap01206",2021-09-14,"WUSWXXN",100,3000,"rec01206",2021-09-13
"1207","ap01207",2021-09-12,"QVSRRDF",100,3100,"rec01207",2021-09-11
"1208","ap01208",2021-09-15,"PCIQYVA",100,3100,"rec01208",2021-09-14
"1209","ap01209",2021-09-18,"CQOZYZD",100,2800,"rec01209",2021-09-17
"1210","ap01210",2021-09-06,"HSAFBZR",100,3300,"rec01210",2021-09-05
"1211","ap01211",2021-09-23,"LZJFUOG",100,3200,"rec01211",2021-09-22
"1212","ap01212",2021-09-17,"DZYOEZX",100,3600,"rec01212",2021-09-16
"1213","ap01213",2021-09-09,"DRPNGWX",100,3400,"rec01213",2021-09-08
"1214","ap01214",2021-09-09,"CDFGTPX",100,2000,"rec01214",2021-09-08
"1215","ap01215",2021-10-01,"BWFCPZB",100,2200,"rec01215",2021-09-30
"1216","ap01216",2021-09-24,"LAHDFVE",100,2400,"rec01216",2021-09-23
"1217","ap01217",2021-09-22,"XNJZOPC",100,2100,"rec01217",2021-09-21
"1218","ap01218",2021-09-09,"YPNPGIS",100,2700,"rec01218",2021-09-08
"1219","ap01219",2021-09-30,"NKYFQFQ",100,2800,"rec01219",2021-09-29
"1220","ap01220",2021-09-25,"WBTVATB",100,3000,"rec01220",2021-09-24
"1221","ap01221",2021-09-14,"GXBLFDO",100,3600,"rec01221",2021-09-13
"1222","ap01222",2021-09-23,"KHZEJIK",100,2500,"rec01222",2021-09-22
"1223","ap01223",2021-09-18,"FTHFUWN",100,2600,"rec01223",2021-09-17
"1224","ap01224",2021-10-26,"ZDBIPKM",100,3300,"rec01224",2021-10-25
"1225","ap01225",2021-09-12,"REIICRG",100,2800,"rec01225",2021-09-11
"1226","ap01226",2021-09-14,"WKZLBWC",100,3300,"rec01226",2021-09-13
"1227","ap01227",2021-10-01,"VIAEIPW",100,2100,"rec01227",2021-09-30
"1228","ap01228",2021-09-21,"QYRPIJU",100,2500,"rec01228",2021-09-20
"1229","ap01229",2021-09-15,"IRRMNIC",100,3200,"rec01229",2021-09-14
"1230","ap01230",2021-10-01,"EJFGZQF",100,2600,"rec01230",2021-09-30
"1231","ap01231",2021-09-17,"HNCLGJR",100,3400,"rec01231",2021-09-16
"1232","ap01232",2021-09-10,"HREBITI",100,2800,"rec01232",2021-09-09
"1233","ap01233",2021-09-11,"SGXWMIM",100,3600,"rec01233",2021-09-10
"1234","ap01234",2021-09-13,"GBNHGAR",100,2400,"rec01234",2021-09-12
"1235","ap01235",2021-09-24,"OLPNNCT",100,3200,"rec01235",2021-09-23
"1236","ap01236",2021-11-29,"WXUHQKN",100,2800,"rec01236",2021-11-28
"1237","ap01237",2021-09-15,"HFXZFIE",100,2900,"rec01237",2021-09-14
"1238","ap01238",2021-09-15,"PCNNLXK",100,2400,"rec01238",2021-09-14
"1239","ap01239",2021-09-15,"FCGLFWA",100,2300,"rec01239",2021-09-14
"1240","ap01240",2021-10-05,"UQTIPFY",100,2900,"rec01240",2021-10-04
"1241","ap01241",2021-10-16,"VNTYNAT",100,2600,"rec01241",2021-10-15
"1242","ap01242",2021-09-12,"LSOVTAZ",100,3500,"rec01242",2021-09-11
"1243","ap01243",2021-09-25,"HDQSOJS",100,3600,"rec01243",2021-09-24
"1244","ap01244",2021-10-03,"CHKBIFL",100,4400,"rec01244",2021-10-02
"1245","ap01245",2021-09-12,"WNUCCOD",100,2800,"rec01245",2021-09-11
"1246","ap01246",2021-10-15,"PARIMCC",100,2800,"rec01246",2021-10-14
"1247","ap01247",2021-10-22,"LZPJINE",100,4000,"rec01247",2021-10-21
"1248","ap01248",2021-12-02,"WGTTZIU",100,3700,"rec01248",2021-12-01
"1249","ap01249",2021-09-22,"JTGPCMX",100,2000,"rec01249",2021-09-21
"1250","ap01250",2021-09-15,"DKHDSFJ",100,3200,"rec01250",2021-09-14
"1251","ap01251",2021-09-15,"PNJLBGS",100,2400,"rec01251",2021-09-14
"1252","ap01252",2021-09-13,"YADKWWI",100,3500,"rec01252",2021-09-12
"1253","ap01253",2021-10-05,"GSFWBUM",100,2700,"rec01253",2021-10-04
"1254","ap01254",2021-09-20,"YYKNTSI",100,2600,"rec01254",2021-09-19
"1255","ap01255",2021-10-12,"AOHAAQP",100,2600,"rec01255",2021-10-11
"1256","ap01256",2021-10-06,"LAFECHF",100,2100,"rec01256",2021-10-05
"1257","ap01257",2021-09-19,"HECJLGC",100,2100,"rec01257",2021-09-18
"1258","ap01258",2021-09-15,"PSFUVEK",100,3300,"rec01258",2021-09-14
"1259","ap01259",2021-09-17,"IXTTTUP",100,3000,"rec01259",2021-09-16
"1260","ap01260",2021-09-14,"UFPNYQU",100,2900,"rec01260",2021-09-13
"1261","ap01261",2021-09-18,"FOWFQEX",100,2200,"rec01261",2021-09-17
"1262","ap01262",2021-09-14,"UGTLINX",100,2400,"rec01262",2021-09-13
"1263","ap01263",2021-09-15,"KZPDLNB",100,2900,"rec01263",2021-09-14
"1264","ap01264",2021-09-14,"CNXUPSP",100,2700,"rec01264",2021-09-13
"1265","ap01265",2021-09-22,"MSOOMOE",100,3900,"rec01265",2021-09-21
"1266","ap01266",2021-09-23,"RKUJMCE",100,3300,"rec01266",2021-09-22
"1267","ap01267",2021-09-26,"FERWNHD",100,2400,"rec01267",2021-09-25
"1268","ap01268",2021-09-19,"PVUHLMM",100,3000,"rec01268",2021-09-18
"1269","ap01269",2021-10-19,"PBMNYBN",100,2900,"rec01269",2021-10-18
"1270","ap01270",2021-10-03,"RYJGRGI",100,2900,"rec01270",2021-10-02
"1271","ap01271",2021-10-04,"KIWCKNW",100,2600,"rec01271",2021-10-03
"1272","ap01272",2021-09-30,"TKJLTHQ",100,3100,"rec01272",2021-09-29
"1273","ap01273",2021-09-29,"HWSYXJF",100,2800,"rec01273",2021-09-28
"1274","ap01274",2021-09-17,"QMCURTP",100,3800,"rec01274",2021-09-16
"1275","ap01275",2021-09-14,"KGOLEPF",100,3200,"rec01275",2021-09-13
"1276","ap01276",2021-09-18,"RBJRJDG",100,2500,"rec01276",2021-09-17
"1277","ap01277",2021-10-28,"TCKRQPE",100,3100,"rec01277",2021-10-27
"1278","ap01278",2021-09-28,"SQEWGMD",100,2400,"rec01278",2021-09-27
"1279","ap01279",2021-09-22,"DJYHXZE",100,2800,"rec01279",2021-09-21
"1280","ap01280",2021-09-17,"AWOOKVD",100,3200,"rec01280",2021-09-16
"1281","ap01281",2021-09-15,"PACBZDC",100,2800,"rec01281",2021-09-14
"1282","ap01282",2021-09-22,"KVRTWFJ",100,3100,"rec01282",2021-09-21
"1283","ap01283",2021-10-08,"VKXJOXA",100,2700,"rec01283",2021-10-07
"1284","ap01284",2021-10-09,"NRSVPGR",100,2800,"rec01284",2021-10-08
"1285","ap01285",2021-10-05,"AIZQJBO",100,3000,"rec01285",2021-10-04
"1286","ap01286",2021-09-17,"KIVAAKN",100,2300,"rec01286",2021-09-16
"1287","ap01287",2021-10-11,"WXOVRWM",100,2800,"rec01287",2021-10-10
"1288","ap01288",2021-09-26,"LPGQHSK",100,3300,"rec01288",2021-09-25
"1289","ap01289",2021-10-13,"SOEOLLF",100,2700,"rec01289",2021-10-12
"1290","ap01290",2021-09-18,"LAYGBLC",100,3200,"rec01290",2021-09-17
"1291","ap01291",2021-10-06,"UVAFIBT",100,4000,"rec01291",2021-10-05
"1292","ap01292",2021-09-18,"MPGMAVA",100,2800,"rec01292",2021-09-17
"1293","ap01293",2021-10-12,"TJDBHGE",100,3600,"rec01293",2021-10-11
"1294","ap01294",2021-11-05,"CPKRKYN",100,3200,"rec01294",2021-11-04
"1295","ap01295",2021-09-28,"RJONYJZ",100,2900,"rec01295",2021-09-27
"1296","ap01296",2021-09-23,"LCZIXUY",100,4200,"rec01296",2021-09-22
"1297","ap01297",2021-12-11,"ZOWEBTG",100,1900,"rec01297",2021-12-10
"1298","ap01298",2021-10-11,"QYUVOOW",100,3000,"rec01298",2021-10-10
"1299","ap01299",2021-09-23,"AVMWBWQ",100,2700,"rec01299",2021-09-22
"1300","ap01300",2021-10-26,"DJCGRXL",100,2400,"rec01300",2021-10-25
"1301","ap01301",2021-09-25,"RSFRTNX",100,3800,"rec01301",2021-09-24
"1302","ap01302",2021-09-24,"ACDOAAZ",100,3500,"rec01302",2021-09-23
"1303","ap01303",2021-10-22,"DLWFVYS",100,3600,"rec01303",2021-10-21
"1304","ap01304",2021-09-29,"HRKRRLQ",100,2900,"rec01304",2021-09-28
"1305","ap01305",2021-10-23,"MUGIRQP",100,3200,"rec01305",2021-10-22
"1306","ap01306",2021-10-05,"EXWXLCR",100,3400,"rec01306",2021-10-04
"1307","ap01307",2021-10-18,"NWWCCNR",100,2800,"rec01307",2021-10-17
"1308","ap01308",2021-09-19,"DNZKHES",100,3000,"rec01308",2021-09-18
"1309","ap01309",2021-09-23,"YLHGYSU",100,3200,"rec01309",2021-09-22
"1310","ap01310",2021-09-18,"EKSHFFF",100,2500,"rec01310",2021-09-17
"1311","ap01311",2021-09-24,"WNRXNTY",100,2800,"rec01311",2021-09-23
"1312","ap01312",2021-09-25,"WISKVJZ",100,3100,"rec01312",2021-09-24
"1313","ap01313",2021-09-29,"PLTFTLO",100,3900,"rec01313",2021-09-28
"1314","ap01314",2021-12-05,"RVWHPYH",100,3000,"rec01314",2021-12-04
"1315","ap01315",2021-09-21,"DKSFRAH",100,2600,"rec01315",2021-09-20
"1316","ap01316",2021-10-02,"PQEAEBU",100,2700,"rec01316",2021-10-01
"1317","ap01317",2021-09-27,"JLJCCDG",100,3300,"rec01317",2021-09-26
"1318","ap01318",2021-10-06,"UJWWEOV",100,2100,"rec01318",2021-10-05
"1319","ap01319",2021-10-25,"JRFOCFG",100,2700,"rec01319",2021-10-24
