"","customer_no","invoice_no","invoice_date","sku","sales_count","sales_return","unit_cost","sales_unit_price","collection_no","collection_date","collection_amount","shipper_no","shipper_date"
"14949","c00893","i74925",2021-10-01,"FKZURXB",3,0,32,64,"r59889",2021-10-01,192,"s76748",2021-10-18
"14950","c00898","i75106",2021-10-01,"OVWKQJD",2,0,35,105,"r59931",2021-10-01,210,"s77008",2021-10-19
"14951","c00695","i74870",2021-10-01,"NNABTST",1,0,29,58,"r59876",2021-10-01,58,"s77818",2021-10-22
"14952","c00517","i75146",2021-10-01,"ODOEZRQ",0,0,24,72,"r59938",2021-10-01,0,"s77819",2021-10-22
"14953","c00441","i75051",2021-10-01,"YNCKNRE",3,0,22,44,"r59921",2021-10-01,132,"s78098",2021-10-23
"14954","c00302","i75074",2021-10-01,"CIHTBFO",3,0,27,54,"r59925",2021-10-01,162,"s78099",2021-10-23
"14955","c00847","i75087",2021-10-01,"EAJJSGD",2,0,28,56,"r59929",2021-10-01,112,"s78347",2021-10-24
"14956","c00572","i74881",2021-10-01,"XVJSNZO",5,0,20,20,"r59879",2021-10-01,100,"s78909",2021-10-26
"14957","c00848","i74887",2021-10-01,"LAHDFVE",2,0,31,31,"r59881",2021-10-01,62,"s78910",2021-10-26
"14958","c00716","i74968",2021-10-01,"OCQCTNJ",2,0,30,30,"r59901",2021-10-01,60,"s78911",2021-10-26
"14959","c00721","i75037",2021-10-01,"JYZITVT",2,0,29,58,"r59918",2021-10-01,116,"s79419",2021-10-28
"14960","c00642","i75016",2021-10-01,"AFLZJSV",0,0,32,32,"r59911",2021-10-01,0,"s80253",2021-10-31
"14961","c00271","i75052",2021-10-01,"LMGJLDW",0,0,26,130,"r59922",2021-10-01,0,"s82168",2021-11-07
"14962","c00050","i75034",2021-10-01,"LCGMRQZ",3,1,21,63,"r59917",2021-10-01,189,"s85753",2021-11-20
"14963","c00291","i74979",2021-10-01,"AMLFWVI",2,0,37,148,"r59903",2021-10-01,296,"s86280",2021-11-22
"14964","c00534","i75176",2021-10-02,"NIBELCO",2,0,25,50,"r60179",2021-10-02,100,"s72940",2021-10-03
"14965","c00536","i75208",2021-10-02,"VKQLZHW",3,0,21,42,"r60184",2021-10-02,126,"s72941",2021-10-03
"14966","c00432","i75320",2021-10-02,"GBVLCAK",2,0,25,100,"r60203",2021-10-02,200,"s72942",2021-10-03
"14967","c00255","i75327",2021-10-02,"QPLYRZV",2,0,20,100,"r60205",2021-10-02,200,"s72943",2021-10-03
"14968","c00081","i75354",2021-10-02,"HCLNOKS",3,0,25,75,"r60214",2021-10-02,225,"s72944",2021-10-03
"14969","c00682","i75369",2021-10-02,"ZJCESRZ",2,1,27,108,"r60218",2021-10-02,216,"s72945",2021-10-03
"14970","c00565","i75158",2021-10-02,"YPNPGIS",1,0,23,46,"r60175",2021-10-02,46,"s73194",2021-10-04
"14971","c00616","i75188",2021-10-02,"TPCVNKA",2,0,32,128,"r60181",2021-10-02,256,"s73195",2021-10-04
"14972","c00267","i75192",2021-10-02,"MWDUTZC",1,0,25,75,"r60182",2021-10-02,75,"s73196",2021-10-04
"14973","c00984","i75239",2021-10-02,"JRFOCFG",1,0,32,128,"r60190",2021-10-02,128,"s73197",2021-10-04
"14974","c00394","i75262",2021-10-02,"ZLEMEGP",3,0,26,52,"r60194",2021-10-02,156,"s73198",2021-10-04
"14975","c00642","i75341",2021-10-02,"YNLPIYI",1,0,31,124,"r60209",2021-10-02,124,"s73199",2021-10-04
"14976","c00829","i75342",2021-10-02,"GUNUTYJ",1,0,31,62,"r60210",2021-10-02,62,"s73200",2021-10-04
"14977","c00364","i75343",2021-10-02,"LZJFUOG",1,0,27,54,"r60211",2021-10-02,54,"s73201",2021-10-04
"14978","c00542","i75279",2021-10-02,"ROTLPKY",4,0,27,27,"r60199",2021-10-02,108,"s73422",2021-10-05
"14979","c00814","i75225",2021-10-02,"FFUTXPP",2,0,29,58,"r60189",2021-10-02,116,"s73656",2021-10-06
"14980","c00399","i75367",2021-10-02,"CYHGAIF",1,0,27,54,"r60217",2021-10-02,54,"s73657",2021-10-06
"14981","c00737","i75317",2021-10-02,"AQGBUFS",2,0,23,46,"r60202",2021-10-02,92,"s73921",2021-10-07
"14982","c00422","i75156",2021-10-02,"INKNZAB",2,0,27,54,"r60173",2021-10-02,108,"s74190",2021-10-08
"14983","c00175","i75215",2021-10-02,"TXLLIBD",3,0,28,56,"r60187",2021-10-02,168,"s74191",2021-10-08
"14984","c00905","i75371",2021-10-02,"ECUDQQP",4,0,33,99,"r60219",2021-10-02,396,"s74192",2021-10-08
"14985","c00553","i75217",2021-10-02,"SLRRIXH",0,0,44,132,"r60188",2021-10-02,0,"s74425",2021-10-09
"14986","c00267","i75250",2021-10-02,"AMQVIAL",4,0,31,62,"r60193",2021-10-02,248,"s74426",2021-10-09
"14987","c00865","i75272",2021-10-02,"CKTKGNT",4,0,20,60,"r60196",2021-10-02,240,"s74427",2021-10-09
"14988","c00314","i75214",2021-10-02,"VGYGOLP",8,0,25,50,"r60186",2021-10-02,400,"s74686",2021-10-10
"14989","c00385","i75277",2021-10-02,"DVXQHHC",1,0,28,112,"r60197",2021-10-02,112,"s74687",2021-10-10
"14990","c00565","i75291",2021-10-02,"RZXAPLE",1,0,29,29,"r60200",2021-10-02,29,"s74688",2021-10-10
"14991","c00595","i75325",2021-10-02,"PCIQYVA",1,0,26,78,"r60204",2021-10-02,78,"s74689",2021-10-10
"14992","c00091","i75346",2021-10-02,"NAAHQUY",1,0,25,50,"r60213",2021-10-02,50,"s74946",2021-10-11
"14993","c00615","i75337",2021-10-02,"GACKUWU",0,0,22,44,"r60208",2021-10-02,0,"s75190",2021-10-12
"14994","c00887","i75357",2021-10-02,"UWAOAMK",2,0,34,34,"r60215",2021-10-02,68,"s75442",2021-10-13
"14995","c00694","i75169",2021-10-02,"KVPMKRG",4,0,22,22,"r60177",2021-10-02,88,"s75694",2021-10-14
"14996","c00058","i75181",2021-10-02,"KFFPQHJ",1,0,30,60,"r60180",2021-10-02,60,"s75695",2021-10-14
"14997","c00356","i75359",2021-10-02,"JNUQWRR",3,0,42,210,"r60216",2021-10-02,630,"s75696",2021-10-14
"14998","c00201","i75390",2021-10-02,"HWDIAAC",0,0,28,56,"r60221",2021-10-02,0,"s75971",2021-10-15
"14999","c00524","i75154",2021-10-02,"OCQCTNJ",2,0,34,136,"r60172",2021-10-02,272,"s76217",2021-10-16
"15000","c00678","i75278",2021-10-02,"LMGJLDW",2,0,30,90,"r60198",2021-10-02,180,"s76218",2021-10-16
"15001","c00958","i75385",2021-10-02,"MNDBNAC",6,0,29,29,"r60220",2021-10-02,174,"s76219",2021-10-16
"15002","c00181","i75344",2021-10-02,"GSPSUYF",3,0,33,132,"r60212",2021-10-02,396,"s77010",2021-10-19
"15003","c00571","i75152",2021-10-02,"NMOVOCJ",1,0,33,99,"r60171",2021-10-02,99,"s77266",2021-10-20
"15004","c00981","i75157",2021-10-02,"CQWSBHP",2,0,25,25,"r60174",2021-10-02,50,"s77548",2021-10-21
"15005","c00544","i75167",2021-10-02,"INMFEIS",2,1,30,30,"r60176",2021-10-02,60,"s77824",2021-10-22
"15006","c00629","i75212",2021-10-02,"YXIUTSP",2,0,30,90,"r60185",2021-10-02,180,"s77825",2021-10-22
"15007","c00470","i75334",2021-10-02,"XLRKWVA",2,0,31,93,"r60206",2021-10-02,186,"s77826",2021-10-22
"15008","c00950","i75244",2021-10-02,"MMFXJSG",1,0,35,70,"r60191",2021-10-02,70,"s78350",2021-10-24
"15009","c00221","i75193",2021-10-02,"JRSCBEL",2,0,28,84,"r60183",2021-10-02,168,"s79691",2021-10-29
"15010","c00986","i75173",2021-10-02,"IOWZHNT",1,1,41,123,"r60178",2021-10-02,123,"s79996",2021-10-30
"15011","c00297","i75296",2021-10-02,"SGNBWQN",6,0,22,44,"r60201",2021-10-02,264,"s80532",2021-11-01
"15012","c00837","i75150",2021-10-02,"DKHDSFJ",2,0,25,50,"r60170",2021-10-02,100,"s81357",2021-11-04
"15013","c00461","i75249",2021-10-02,"APMYZOY",4,0,31,93,"r60192",2021-10-02,372,"s83059",2021-11-10
"15014","c00974","i75270",2021-10-02,"AEQTGRP",1,0,34,68,"r60195",2021-10-02,68,"s84160",2021-11-14
"15015","c00393","i75336",2021-10-02,"URKXWEN",2,0,27,27,"r60207",2021-10-02,54,"s84705",2021-11-16
"15016","c00839","i75403",2021-10-03,"QODYCLE",3,0,34,68,"r60436",2021-10-03,204,"s72970",2021-10-03
"15017","c00418","i75504",2021-10-03,"FYROZUB",3,0,36,72,"r60458",2021-10-03,216,"s72971",2021-10-03
"15018","c00428","i75599",2021-10-03,"YXNPZRC",2,0,30,90,"r60482",2021-10-03,180,"s72972",2021-10-03
"15019","c00190","i75414",2021-10-03,"JNUQWRR",1,0,28,28,"r60437",2021-10-03,28,"s73222",2021-10-04
"15020","c00655","i75476",2021-10-03,"YYGLXIS",1,0,32,96,"r60452",2021-10-03,96,"s73223",2021-10-04
"15021","c00221","i75500",2021-10-03,"FRGNNQE",3,0,29,87,"r60457",2021-10-03,261,"s73224",2021-10-04
"15022","c00210","i75520",2021-10-03,"YOJKLVD",1,0,24,72,"r60461",2021-10-03,72,"s73225",2021-10-04
"15023","c00459","i75529",2021-10-03,"FOWPCBN",5,0,30,90,"r60464",2021-10-03,450,"s73226",2021-10-04
"15024","c00566","i75402",2021-10-03,"PSDMAYX",3,0,26,52,"r60435",2021-10-03,156,"s73432",2021-10-05
"15025","c00694","i75440",2021-10-03,"VXAAYIW",4,0,39,78,"r60444",2021-10-03,312,"s73433",2021-10-05
"15026","c00032","i75450",2021-10-03,"BPQUSMP",2,0,28,140,"r60446",2021-10-03,280,"s73434",2021-10-05
"15027","c00819","i75475",2021-10-03,"RJEOTRU",0,0,30,120,"r60451",2021-10-03,0,"s73435",2021-10-05
"15028","c00666","i75546",2021-10-03,"OSMECNX",3,0,32,64,"r60467",2021-10-03,192,"s73436",2021-10-05
"15029","c00383","i75570",2021-10-03,"ZXOYLMM",3,0,35,70,"r60474",2021-10-03,210,"s73437",2021-10-05
"15030","c00864","i75591",2021-10-03,"ZDEUTFG",3,0,24,48,"r60481",2021-10-03,144,"s73438",2021-10-05
"15031","c00026","i75437",2021-10-03,"ONNFIMW",3,0,28,28,"r60442",2021-10-03,84,"s73671",2021-10-06
"15032","c00483","i75531",2021-10-03,"KVRTWFJ",0,0,26,26,"r60465",2021-10-03,0,"s73672",2021-10-06
"15033","c00550","i75549",2021-10-03,"TVUCGJP",2,0,24,24,"r60468",2021-10-03,48,"s73673",2021-10-06
"15034","c00766","i75557",2021-10-03,"HNCNXOP",3,0,30,90,"r60469",2021-10-03,270,"s73674",2021-10-06
"15035","c00927","i75558",2021-10-03,"QNIEQWZ",4,0,22,22,"r60470",2021-10-03,88,"s73675",2021-10-06
"15036","c00244","i75565",2021-10-03,"BDVQXSF",3,0,26,78,"r60473",2021-10-03,234,"s73676",2021-10-06
"15037","c00724","i75573",2021-10-03,"RSFRTNX",3,0,27,81,"r60475",2021-10-03,243,"s73677",2021-10-06
"15038","c00698","i75580",2021-10-03,"YTEAFJC",3,0,26,78,"r60478",2021-10-03,234,"s73678",2021-10-06
"15039","c00214","i75602",2021-10-03,"XJBYESX",1,0,27,54,"r60483",2021-10-03,54,"s73679",2021-10-06
"15040","c00837","i75620",2021-10-03,"OAFUEFR",1,0,31,62,"r60485",2021-10-03,62,"s73680",2021-10-06
"15041","c00494","i75636",2021-10-03,"GBNHGAR",0,0,21,21,"r60491",2021-10-03,0,"s73681",2021-10-06
"15042","c00113","i75479",2021-10-03,"EQWRHLR",2,0,31,62,"r60453",2021-10-03,124,"s73931",2021-10-07
"15043","c00005","i75576",2021-10-03,"RWIFTAB",0,0,22,44,"r60476",2021-10-03,0,"s73932",2021-10-07
"15044","c00716","i75579",2021-10-03,"GTVWDJR",3,0,23,69,"r60477",2021-10-03,207,"s73933",2021-10-07
"15045","c00243","i75394",2021-10-03,"VAXFJPM",0,0,36,72,"r60434",2021-10-03,0,"s74206",2021-10-08
"15046","c00702","i75455",2021-10-03,"XCOTMET",0,0,30,120,"r60447",2021-10-03,0,"s74207",2021-10-08
"15047","c00922","i75463",2021-10-03,"PJRXZDR",6,0,27,81,"r60448",2021-10-03,486,"s74208",2021-10-08
"15048","c00179","i75469",2021-10-03,"HMAXRRO",0,0,40,80,"r60450",2021-10-03,0,"s74209",2021-10-08
"15049","c00203","i75523",2021-10-03,"SFHYVPO",2,0,31,93,"r60462",2021-10-03,186,"s74210",2021-10-08
"15050","c00582","i75635",2021-10-03,"YHASPVN",2,0,36,108,"r60490",2021-10-03,216,"s74211",2021-10-08
"15051","c00129","i75494",2021-10-03,"HWDIAAC",2,0,26,52,"r60456",2021-10-03,104,"s74439",2021-10-09
"15052","c00925","i75633",2021-10-03,"MDIBYEZ",1,0,26,52,"r60488",2021-10-03,52,"s74440",2021-10-09
"15053","c00390","i75652",2021-10-03,"MSOOMOE",2,0,36,36,"r60493",2021-10-03,72,"s74441",2021-10-09
"15054","c00547","i75423",2021-10-03,"ALWRWAR",2,0,34,102,"r60439",2021-10-03,204,"s74702",2021-10-10
"15055","c00483","i75490",2021-10-03,"TXLLIBD",3,0,26,52,"r60455",2021-10-03,156,"s74703",2021-10-10
"15056","c00823","i75622",2021-10-03,"AFLZJSV",4,0,26,26,"r60486",2021-10-03,104,"s74704",2021-10-10
"15057","c00521","i75467",2021-10-03,"JLWSYMZ",1,0,34,102,"r60449",2021-10-03,102,"s74956",2021-10-11
"15058","c00814","i75562",2021-10-03,"KEQMBQX",3,0,30,60,"r60471",2021-10-03,180,"s75450",2021-10-13
"15059","c00069","i75439",2021-10-03,"RUGNBTK",5,0,23,69,"r60443",2021-10-03,345,"s75978",2021-10-15
"15060","c00417","i75448",2021-10-03,"MOCIDDP",0,0,33,99,"r60445",2021-10-03,0,"s75979",2021-10-15
"15061","c00345","i75434",2021-10-03,"LOUYDLP",1,0,28,84,"r60441",2021-10-03,84,"s76223",2021-10-16
"15062","c00270","i75611",2021-10-03,"AUNXHDX",3,0,40,120,"r60484",2021-10-03,360,"s76224",2021-10-16
"15063","c00742","i75525",2021-10-03,"XNJZOPC",3,0,28,112,"r60463",2021-10-03,336,"s76481",2021-10-17
"15064","c00499","i75634",2021-10-03,"VWCHLHC",1,0,37,74,"r60489",2021-10-03,74,"s76482",2021-10-17
"15065","c00857","i75564",2021-10-03,"ROTLPKY",0,0,31,62,"r60472",2021-10-03,0,"s76755",2021-10-18
"15066","c00199","i75588",2021-10-03,"YYTIJCT",3,0,44,132,"r60479",2021-10-03,396,"s76756",2021-10-18
"15067","c00335","i75429",2021-10-03,"PIUCJPK",2,0,31,62,"r60440",2021-10-03,124,"s77018",2021-10-19
"15068","c00211","i75488",2021-10-03,"EJHCCDU",4,0,34,136,"r60454",2021-10-03,544,"s77019",2021-10-19
"15069","c00569","i75514",2021-10-03,"VUSKAYP",1,0,27,54,"r60460",2021-10-03,54,"s77020",2021-10-19
"15070","c00234","i75630",2021-10-03,"DLWFVYS",1,0,35,105,"r60487",2021-10-03,105,"s77551",2021-10-21
"15071","c00552","i75533",2021-10-03,"FFUTXPP",1,0,34,68,"r60466",2021-10-03,68,"s77829",2021-10-22
"15072","c00363","i75643",2021-10-03,"EQUSJXR",5,0,32,96,"r60492",2021-10-03,480,"s77830",2021-10-22
"15073","c00822","i75508",2021-10-03,"CHELCST",2,0,31,62,"r60459",2021-10-03,124,"s78621",2021-10-25
"15074","c00831","i75589",2021-10-03,"DLIDRJO",1,0,33,66,"r60480",2021-10-03,66,"s79694",2021-10-29
"15075","c00496","i75773",2021-10-04,"ESPZBBN",2,0,38,114,"r60720",2021-10-04,228,"s73239",2021-10-04
"15076","c00801","i75874",2021-10-04,"OGJGSMA",0,0,39,117,"r60741",2021-10-04,0,"s73240",2021-10-04
"15077","c00212","i75661",2021-10-04,"BXZWUDX",1,0,23,23,"r60699",2021-10-04,23,"s73459",2021-10-05
"15078","c00427","i75664",2021-10-04,"MQOABGZ",2,1,33,99,"r60700",2021-10-04,198,"s73460",2021-10-05
"15079","c00832","i75694",2021-10-04,"MFZHIXG",4,0,34,136,"r60706",2021-10-04,544,"s73461",2021-10-05
"15080","c00159","i75752",2021-10-04,"IDOFTRN",2,0,24,48,"r60715",2021-10-04,96,"s73462",2021-10-05
"15081","c00650","i75831",2021-10-04,"RRNOCYR",3,0,26,52,"r60728",2021-10-04,156,"s73463",2021-10-05
"15082","c00430","i75838",2021-10-04,"OGJGSMA",3,0,31,31,"r60730",2021-10-04,93,"s73464",2021-10-05
"15083","c00178","i75860",2021-10-04,"KGXRRIA",3,0,24,48,"r60738",2021-10-04,144,"s73465",2021-10-05
"15084","c00613","i75864",2021-10-04,"MDIBYEZ",5,0,38,38,"r60739",2021-10-04,190,"s73466",2021-10-05
"15085","c00716","i75870",2021-10-04,"TXSDEVE",3,0,29,58,"r60740",2021-10-04,174,"s73467",2021-10-05
"15086","c00385","i75849",2021-10-04,"AAFPBGX",1,0,34,136,"r60733",2021-10-04,136,"s73700",2021-10-06
"15087","c00572","i75854",2021-10-04,"DEIRHLF",2,0,23,46,"r60735",2021-10-04,92,"s73701",2021-10-06
"15088","c00379","i75908",2021-10-04,"HDQSOJS",1,0,38,76,"r60748",2021-10-04,76,"s73702",2021-10-06
"15089","c00934","i75916",2021-10-04,"TWSIBSU",3,0,30,120,"r60749",2021-10-04,360,"s73703",2021-10-06
"15090","c00825","i75917",2021-10-04,"BIGWTBG",2,0,27,54,"r60750",2021-10-04,108,"s73704",2021-10-06
"15091","c00548","i75921",2021-10-04,"TRTFDCF",3,0,33,33,"r60752",2021-10-04,99,"s73705",2021-10-06
"15092","c00959","i75657",2021-10-04,"HORLDYG",1,0,42,126,"r60697",2021-10-04,126,"s73953",2021-10-07
"15093","c00691","i75658",2021-10-04,"IXTTTUP",1,0,30,90,"r60698",2021-10-04,90,"s73954",2021-10-07
"15094","c00387","i75670",2021-10-04,"KJNGKHX",2,0,32,32,"r60702",2021-10-04,64,"s73955",2021-10-07
"15095","c00122","i75729",2021-10-04,"OGJGSMA",4,0,29,87,"r60711",2021-10-04,348,"s73956",2021-10-07
"15096","c00423","i75753",2021-10-04,"SYTORYM",1,0,37,111,"r60716",2021-10-04,111,"s73957",2021-10-07
"15097","c00690","i75754",2021-10-04,"BYUGQFX",4,0,40,80,"r60717",2021-10-04,320,"s73958",2021-10-07
"15098","c00734","i75895",2021-10-04,"YPWRNMO",1,0,29,58,"r60745",2021-10-04,58,"s73959",2021-10-07
"15099","c00201","i75689",2021-10-04,"TXDMNIY",3,0,25,25,"r60704",2021-10-04,75,"s74219",2021-10-08
"15100","c00453","i75846",2021-10-04,"PRWHNRV",1,0,34,68,"r60732",2021-10-04,68,"s74220",2021-10-08
"15101","c00358","i75778",2021-10-04,"NQAHVIF",0,0,33,99,"r60722",2021-10-04,0,"s74454",2021-10-09
"15102","c00088","i75819",2021-10-04,"JTGPCMX",3,0,28,28,"r60726",2021-10-04,84,"s74455",2021-10-09
"15103","c00099","i75741",2021-10-04,"YOJKLVD",3,0,32,96,"r60713",2021-10-04,288,"s74713",2021-10-10
"15104","c00122","i75777",2021-10-04,"FHUZZIB",3,0,28,84,"r60721",2021-10-04,252,"s74972",2021-10-11
"15105","c00478","i75824",2021-10-04,"ZFAGHES",1,0,21,84,"r60727",2021-10-04,84,"s74973",2021-10-11
"15106","c00850","i75745",2021-10-04,"LUZQZTB",1,0,16,32,"r60714",2021-10-04,32,"s75208",2021-10-12
"15107","c00766","i75889",2021-10-04,"YMVYEVF",2,1,26,52,"r60742",2021-10-04,104,"s75209",2021-10-12
"15108","c00917","i75765",2021-10-04,"ONNFIMW",2,0,26,26,"r60718",2021-10-04,52,"s75459",2021-10-13
"15109","c00708","i75717",2021-10-04,"WKYTFIQ",2,0,23,92,"r60709",2021-10-04,184,"s75711",2021-10-14
"15110","c00432","i75736",2021-10-04,"YWBPDCJ",6,0,20,60,"r60712",2021-10-04,360,"s75712",2021-10-14
"15111","c00384","i75780",2021-10-04,"DJCGRXL",1,0,32,64,"r60723",2021-10-04,64,"s75713",2021-10-14
"15112","c00193","i75905",2021-10-04,"DLBVARC",3,0,26,26,"r60747",2021-10-04,78,"s75714",2021-10-14
"15113","c00532","i75832",2021-10-04,"ZGVDTEK",4,0,30,60,"r60729",2021-10-04,240,"s76231",2021-10-16
"15114","c00439","i75667",2021-10-04,"PYLGHKK",1,0,31,93,"r60701",2021-10-04,93,"s76486",2021-10-17
"15115","c00234","i75816",2021-10-04,"VFAGAUC",2,0,22,44,"r60725",2021-10-04,88,"s76487",2021-10-17
"15116","c00518","i75892",2021-10-04,"RRNOCYR",2,1,33,66,"r60744",2021-10-04,132,"s76488",2021-10-17
"15117","c00849","i75720",2021-10-04,"PSFUVEK",5,0,29,116,"r60710",2021-10-04,580,"s76760",2021-10-18
"15118","c00520","i75840",2021-10-04,"WNRXNTY",2,0,39,78,"r60731",2021-10-04,156,"s77024",2021-10-19
"15119","c00325","i75902",2021-10-04,"REIICRG",2,0,25,75,"r60746",2021-10-04,150,"s77025",2021-10-19
"15120","c00517","i75918",2021-10-04,"JYGUWBW",1,0,24,48,"r60751",2021-10-04,48,"s77026",2021-10-19
"15121","c00916","i75672",2021-10-04,"LAETZFO",2,0,27,81,"r60703",2021-10-04,162,"s77556",2021-10-21
"15122","c00465","i75811",2021-10-04,"VWEVOEC",1,0,29,58,"r60724",2021-10-04,58,"s78353",2021-10-24
"15123","c00644","i75855",2021-10-04,"JUTAVOY",5,0,31,62,"r60736",2021-10-04,310,"s78919",2021-10-26
"15124","c00788","i75704",2021-10-04,"RPXIJOC",2,0,23,46,"r60708",2021-10-04,92,"s79423",2021-10-28
"15125","c00169","i75770",2021-10-04,"OCAEBXE",0,0,34,68,"r60719",2021-10-04,0,"s79424",2021-10-28
"15126","c00971","i75702",2021-10-04,"UJTIHNT",3,0,37,148,"r60707",2021-10-04,444,"s80257",2021-10-31
"15127","c00384","i75850",2021-10-04,"NJFSIRL",1,0,28,112,"r60734",2021-10-04,112,"s80788",2021-11-02
"15128","c00816","i75693",2021-10-04,"IFZUXDV",2,0,27,81,"r60705",2021-10-04,162,"s81359",2021-11-04
"15129","c00985","i75856",2021-10-04,"DYQTXDW",0,0,34,34,"r60737",2021-10-04,0,"s83336",2021-11-11
"15130","c00144","i75891",2021-10-04,"CESMDML",1,0,29,58,"r60743",2021-10-04,58,"s83620",2021-11-12
"15131","c00904","i76093",2021-10-05,"NAGIFVZ",3,0,30,120,"r60982",2021-10-05,360,"s73482",2021-10-05
"15132","c00822","i75922",2021-10-05,"YIFSAZZ",2,0,26,52,"r60952",2021-10-05,104,"s73722",2021-10-06
"15133","c00533","i75949",2021-10-05,"XWRSXHK",2,0,24,24,"r60960",2021-10-05,48,"s73723",2021-10-06
"15134","c00227","i76036",2021-10-05,"NLIQLCY",1,0,23,92,"r60974",2021-10-05,92,"s73724",2021-10-06
"15135","c00652","i75926",2021-10-05,"SJAUHQH",1,0,34,102,"r60955",2021-10-05,102,"s73976",2021-10-07
"15136","c00491","i75961",2021-10-05,"YJFIGRB",4,0,23,69,"r60963",2021-10-05,276,"s73977",2021-10-07
"15137","c00825","i75983",2021-10-05,"HREBITI",3,0,38,152,"r60967",2021-10-05,456,"s73978",2021-10-07
"15138","c00017","i76080",2021-10-05,"KVRTWFJ",3,0,20,20,"r60981",2021-10-05,60,"s73979",2021-10-07
"15139","c00701","i76095",2021-10-05,"KIVAAKN",4,0,25,50,"r60983",2021-10-05,200,"s73980",2021-10-07
"15140","c00393","i75933",2021-10-05,"JXZAXAB",5,0,29,58,"r60958",2021-10-05,290,"s74236",2021-10-08
"15141","c00844","i76006",2021-10-05,"LXZQVYB",0,0,30,90,"r60971",2021-10-05,0,"s74237",2021-10-08
"15142","c00389","i76169",2021-10-05,"WVLOPWQ",2,0,22,22,"r60991",2021-10-05,44,"s74238",2021-10-08
"15143","c00024","i76184",2021-10-05,"ZXOYLMM",5,0,36,108,"r60993",2021-10-05,540,"s74239",2021-10-08
"15144","c00577","i75923",2021-10-05,"XCOTMET",4,0,42,42,"r60953",2021-10-05,168,"s74467",2021-10-09
"15145","c00634","i75925",2021-10-05,"CXUBFZR",2,0,32,64,"r60954",2021-10-05,128,"s74468",2021-10-09
"15146","c00193","i75963",2021-10-05,"LQAVXXZ",2,0,34,102,"r60964",2021-10-05,204,"s74469",2021-10-09
"15147","c00962","i76051",2021-10-05,"PBMNYBN",1,0,22,44,"r60978",2021-10-05,44,"s74470",2021-10-09
"15148","c00401","i76153",2021-10-05,"QQIYZNA",2,0,29,58,"r60990",2021-10-05,116,"s74471",2021-10-09
"15149","c00700","i76001",2021-10-05,"TVUCGJP",1,0,28,84,"r60970",2021-10-05,84,"s74735",2021-10-10
"15150","c00241","i76126",2021-10-05,"UVIRWZC",0,0,27,27,"r60984",2021-10-05,0,"s74736",2021-10-10
"15151","c00447","i76148",2021-10-05,"KFFPQHJ",3,0,27,81,"r60989",2021-10-05,243,"s74737",2021-10-10
"15152","c00217","i76128",2021-10-05,"DEHKOMP",6,0,30,90,"r60985",2021-10-05,540,"s74987",2021-10-11
"15153","c00763","i76045",2021-10-05,"ADOSYIO",2,0,24,48,"r60977",2021-10-05,96,"s75215",2021-10-12
"15154","c00613","i76055",2021-10-05,"VXEHQDI",4,0,26,78,"r60979",2021-10-05,312,"s75216",2021-10-12
"15155","c00696","i76075",2021-10-05,"FQXATVL",2,0,41,123,"r60980",2021-10-05,246,"s75217",2021-10-12
"15156","c00347","i76130",2021-10-05,"MRVTGQF",1,1,35,105,"r60986",2021-10-05,105,"s75218",2021-10-12
"15157","c00705","i75936",2021-10-05,"HECJLGC",7,0,29,87,"r60959",2021-10-05,609,"s75470",2021-10-13
"15158","c00277","i75950",2021-10-05,"NGUWLYY",2,0,36,108,"r60961",2021-10-05,216,"s75471",2021-10-13
"15159","c00889","i76038",2021-10-05,"NAGIFVZ",3,0,28,56,"r60976",2021-10-05,168,"s75472",2021-10-13
"15160","c00373","i76208",2021-10-05,"UJTIHNT",3,0,21,42,"r60997",2021-10-05,126,"s75473",2021-10-13
"15161","c00090","i76015",2021-10-05,"OVWKQJD",2,0,30,120,"r60972",2021-10-05,240,"s75992",2021-10-15
"15162","c00454","i75980",2021-10-05,"GUNUTYJ",0,0,24,72,"r60966",2021-10-05,0,"s76239",2021-10-16
"15163","c00362","i75976",2021-10-05,"DNZKHES",1,0,30,30,"r60965",2021-10-05,30,"s76494",2021-10-17
"15164","c00191","i75956",2021-10-05,"DLWFVYS",3,0,29,87,"r60962",2021-10-05,261,"s76768",2021-10-18
"15165","c00464","i76205",2021-10-05,"ZQDOWGJ",2,0,30,90,"r60995",2021-10-05,180,"s76769",2021-10-18
"15166","c00610","i75927",2021-10-05,"WOZOSPG",2,0,35,70,"r60956",2021-10-05,140,"s77032",2021-10-19
"15167","c00826","i75992",2021-10-05,"NKYFQFQ",4,0,33,66,"r60968",2021-10-05,264,"s77560",2021-10-21
"15168","c00379","i76139",2021-10-05,"WOZOSPG",2,0,31,93,"r60987",2021-10-05,186,"s77840",2021-10-22
"15169","c00922","i76170",2021-10-05,"BIDMHPP",1,0,38,76,"r60992",2021-10-05,76,"s78108",2021-10-23
"15170","c00201","i76037",2021-10-05,"DGRQBWZ",0,0,29,58,"r60975",2021-10-05,0,"s78627",2021-10-25
"15171","c00118","i76030",2021-10-05,"VIAEIPW",1,0,49,49,"r60973",2021-10-05,49,"s79168",2021-10-27
"15172","c00410","i76143",2021-10-05,"YADKWWI",1,0,35,105,"r60988",2021-10-05,105,"s81619",2021-11-05
