"","sku","date","stock_on_hand"
"92072","YKIZCSD",2021-03-12,73
"92073","YKIZCSD",2021-03-15,72
"92074","YKIZCSD",2021-03-15,69
"92075","YKIZCSD",2021-03-19,69
"92076","YKIZCSD",2021-03-24,69
"92077","YKIZCSD",2021-03-28,65
"92078","YKIZCSD",2021-04-01,65
"92079","YKIZCSD",2021-04-06,64
"92080","YKIZCSD",2021-04-11,60
"92081","YKIZCSD",2021-04-12,60
"92082","YKIZCSD",2021-04-13,59
"92083","YKIZCSD",2021-04-14,57
"92084","YKIZCSD",2021-04-17,56
"92085","YKIZCSD",2021-04-23,53
"92086","YKIZCSD",2021-05-03,53
"92087","YKIZCSD",2021-05-07,49
"92088","YKIZCSD",2021-05-10,145
"92089","YKIZCSD",2021-05-17,141
"92090","YKIZCSD",2021-05-22,139
"92091","YKIZCSD",2021-05-25,138
"92092","YKIZCSD",2021-05-26,134
"92093","YKIZCSD",2021-05-27,134
"92094","YKIZCSD",2021-06-02,131
"92095","YKIZCSD",2021-06-04,131
"92096","YKIZCSD",2021-06-10,131
"92097","YKIZCSD",2021-06-12,128
"92098","YKIZCSD",2021-06-14,125
"92099","YKIZCSD",2021-06-15,122
"92100","YKIZCSD",2021-06-19,121
"92101","YKIZCSD",2021-06-20,121
"92102","YKIZCSD",2021-07-01,119
"92103","YKIZCSD",2021-07-02,117
"92104","YKIZCSD",2021-07-02,116
"92105","YKIZCSD",2021-07-02,113
"92106","YKIZCSD",2021-07-05,108
"92107","YKIZCSD",2021-07-05,106
"92108","YKIZCSD",2021-07-12,105
"92109","YKIZCSD",2021-07-30,104
"92110","YKIZCSD",2021-08-07,102
"92111","YKIZCSD",2021-08-10,102
"92112","YKIZCSD",2021-08-13,100
"92113","YKIZCSD",2021-08-16,99
"92114","YKIZCSD",2021-08-16,98
"92115","YKIZCSD",2021-08-21,94
"92116","YKIZCSD",2021-08-26,91
"92117","YKIZCSD",2021-08-29,90
"92118","YKIZCSD",2021-09-08,89
"92119","YKIZCSD",2021-09-08,84
"92120","YKIZCSD",2021-09-08,80
"92121","YKIZCSD",2021-09-10,79
"92122","YKIZCSD",2021-09-17,78
"92123","YKIZCSD",2021-09-20,74
"92124","YKIZCSD",2021-09-21,72
"92125","YKIZCSD",2021-09-21,70
"92126","YKIZCSD",2021-09-27,69
"92127","YKIZCSD",2021-09-28,68
"92128","YKIZCSD",2021-09-29,66
"92129","YKIZCSD",2021-09-30,64
"92130","YKIZCSD",2021-10-07,62
"92131","YKIZCSD",2021-10-12,61
"92132","YKIZCSD",2021-10-17,60
"92133","YKIZCSD",2021-10-22,59
"92134","YKIZCSD",2021-10-25,58
"92135","YKIZCSD",2021-11-01,57
"92136","YKIZCSD",2021-11-02,54
"92137","YKIZCSD",2021-11-03,51
"92138","YKIZCSD",2021-11-05,50
"92139","YKIZCSD",2021-11-06,49
"92140","YKIZCSD",2021-11-10,147
"92141","YKIZCSD",2021-11-16,145
"92142","YKIZCSD",2021-11-24,141
"92143","YKIZCSD",2021-12-05,135
"92144","YKIZCSD",2021-12-09,133
"92145","YKIZCSD",2021-12-10,133
"92146","YKIZCSD",2021-12-13,130
"92147","YKIZCSD",2021-12-13,130
"92148","YKIZCSD",2021-12-17,130
"92149","YKIZCSD",2021-12-19,126
"92150","YKIZCSD",2021-12-20,123
"92151","YKIZCSD",2021-12-23,122
"92152","YKIZCSD",2021-12-27,121
"92153","YKIZCSD",2021-12-29,119
"92154","YKPKELC",2021-01-02,91
"92155","YKPKELC",2021-01-04,90
"92156","YKPKELC",2021-01-08,88
"92157","YKPKELC",2021-01-10,84
"92158","YKPKELC",2021-01-20,84
"92159","YKPKELC",2021-01-27,82
"92160","YKPKELC",2021-01-30,79
"92161","YKPKELC",2021-02-10,78
"92162","YKPKELC",2021-02-22,77
"92163","YKPKELC",2021-02-27,75
"92164","YKPKELC",2021-02-28,73
"92165","YKPKELC",2021-03-02,71
"92166","YKPKELC",2021-03-03,69
"92167","YKPKELC",2021-03-11,67
"92168","YKPKELC",2021-03-13,64
"92169","YKPKELC",2021-03-14,61
"92170","YKPKELC",2021-03-20,57
"92171","YKPKELC",2021-03-29,54
"92172","YKPKELC",2021-03-30,52
"92173","YKPKELC",2021-04-02,47
"92174","YKPKELC",2021-04-15,145
"92175","YKPKELC",2021-04-21,144
"92176","YKPKELC",2021-04-22,142
"92177","YKPKELC",2021-04-27,141
"92178","YKPKELC",2021-05-01,138
"92179","YKPKELC",2021-05-02,136
"92180","YKPKELC",2021-05-03,136
"92181","YKPKELC",2021-05-05,135
"92182","YKPKELC",2021-05-06,135
"92183","YKPKELC",2021-05-07,132
"92184","YKPKELC",2021-05-10,129
"92185","YKPKELC",2021-05-12,127
"92186","YKPKELC",2021-05-19,124
"92187","YKPKELC",2021-05-24,122
"92188","YKPKELC",2021-06-13,120
"92189","YKPKELC",2021-06-16,118
"92190","YKPKELC",2021-06-17,119
"92191","YKPKELC",2021-06-20,117
"92192","YKPKELC",2021-06-21,117
"92193","YKPKELC",2021-06-22,117
"92194","YKPKELC",2021-07-01,114
"92195","YKPKELC",2021-07-05,113
"92196","YKPKELC",2021-07-05,112
"92197","YKPKELC",2021-07-08,111
"92198","YKPKELC",2021-07-09,106
"92199","YKPKELC",2021-07-10,103
"92200","YKPKELC",2021-07-12,100
"92201","YKPKELC",2021-07-15,96
"92202","YKPKELC",2021-07-15,94
"92203","YKPKELC",2021-07-18,91
"92204","YKPKELC",2021-07-20,89
"92205","YKPKELC",2021-07-27,85
"92206","YKPKELC",2021-08-10,81
"92207","YKPKELC",2021-08-15,78
"92208","YKPKELC",2021-08-18,77
"92209","YKPKELC",2021-08-18,76
"92210","YKPKELC",2021-08-18,71
"92211","YKPKELC",2021-08-19,70
"92212","YKPKELC",2021-08-27,67
"92213","YKPKELC",2021-08-30,66
"92214","YKPKELC",2021-08-31,63
"92215","YKPKELC",2021-09-05,62
"92216","YKPKELC",2021-09-07,62
"92217","YKPKELC",2021-09-10,62
"92218","YKPKELC",2021-09-10,59
"92219","YKPKELC",2021-09-14,58
"92220","YKPKELC",2021-09-23,55
"92221","YKPKELC",2021-09-24,52
"92222","YKPKELC",2021-09-26,49
"92223","YKPKELC",2021-09-27,144
"92224","YKPKELC",2021-10-06,137
"92225","YKPKELC",2021-10-13,137
"92226","YKPKELC",2021-10-16,136
"92227","YKPKELC",2021-10-17,135
"92228","YKPKELC",2021-10-17,135
"92229","YKPKELC",2021-10-21,131
"92230","YKPKELC",2021-10-30,128
"92231","YKPKELC",2021-10-31,125
"92232","YKPKELC",2021-11-12,121
"92233","YKPKELC",2021-11-16,119
"92234","YKPKELC",2021-11-18,119
"92235","YKPKELC",2021-11-21,117
"92236","YKPKELC",2021-11-23,116
"92237","YKPKELC",2021-11-23,112
"92238","YKPKELC",2021-11-25,110
"92239","YKPKELC",2021-11-26,107
"92240","YKPKELC",2021-12-01,106
"92241","YKPKELC",2021-12-02,105
"92242","YKPKELC",2021-12-02,104
"92243","YKPKELC",2021-12-04,103
"92244","YKPKELC",2021-12-07,103
"92245","YKPKELC",2021-12-07,101
"92246","YKPKELC",2021-12-08,101
"92247","YKPKELC",2021-12-13,100
"92248","YKPKELC",2021-12-14,95
"92249","YKPKELC",2021-12-14,90
"92250","YKPKELC",2021-12-16,87
"92251","YKPKELC",2021-12-18,87
"92252","YKPKELC",2021-12-20,85
"92253","YKPKELC",2021-12-25,84
"92254","YKPKELC",2021-12-28,82
"92255","YKPKELC",2021-12-30,81
"92256","YKSHAPY",2021-01-05,87
"92257","YKSHAPY",2021-01-09,86
"92258","YKSHAPY",2021-01-10,82
"92259","YKSHAPY",2021-01-12,80
"92260","YKSHAPY",2021-01-19,80
"92261","YKSHAPY",2021-01-19,79
"92262","YKSHAPY",2021-01-20,75
"92263","YKSHAPY",2021-01-20,74
"92264","YKSHAPY",2021-01-26,71
"92265","YKSHAPY",2021-01-27,71
"92266","YKSHAPY",2021-02-06,67
"92267","YKSHAPY",2021-02-17,66
"92268","YKSHAPY",2021-02-19,65
"92269","YKSHAPY",2021-02-25,63
"92270","YKSHAPY",2021-02-27,61
"92271","YKSHAPY",2021-02-28,58
"92272","YKSHAPY",2021-03-07,57
"92273","YKSHAPY",2021-03-12,55
"92274","YKSHAPY",2021-03-20,54
"92275","YKSHAPY",2021-03-22,53
"92276","YKSHAPY",2021-03-24,49
"92277","YKSHAPY",2021-04-03,147
"92278","YKSHAPY",2021-04-21,145
"92279","YKSHAPY",2021-04-25,143
"92280","YKSHAPY",2021-04-26,142
"92281","YKSHAPY",2021-04-26,141
"92282","YKSHAPY",2021-04-28,137
"92283","YKSHAPY",2021-04-30,136
"92284","YKSHAPY",2021-05-03,134
"92285","YKSHAPY",2021-05-07,129
"92286","YKSHAPY",2021-05-08,124
"92287","YKSHAPY",2021-05-10,124
"92288","YKSHAPY",2021-05-11,124
"92289","YKSHAPY",2021-05-12,124
"92290","YKSHAPY",2021-05-13,124
"92291","YKSHAPY",2021-05-13,120
"92292","YKSHAPY",2021-05-14,118
"92293","YKSHAPY",2021-05-14,116
"92294","YKSHAPY",2021-05-15,114
"92295","YKSHAPY",2021-05-15,111
"92296","YKSHAPY",2021-05-27,111
"92297","YKSHAPY",2021-05-27,109
"92298","YKSHAPY",2021-05-27,108
"92299","YKSHAPY",2021-05-30,107
"92300","YKSHAPY",2021-06-01,104
"92301","YKSHAPY",2021-06-12,104
"92302","YKSHAPY",2021-06-19,101
"92303","YKSHAPY",2021-06-21,102
"92304","YKSHAPY",2021-06-29,100
"92305","YKSHAPY",2021-06-29,99
"92306","YKSHAPY",2021-07-11,94
"92307","YKSHAPY",2021-07-18,93
"92308","YKSHAPY",2021-07-20,93
"92309","YKSHAPY",2021-07-21,91
"92310","YKSHAPY",2021-07-26,91
"92311","YKSHAPY",2021-08-01,85
"92312","YKSHAPY",2021-08-04,80
"92313","YKSHAPY",2021-08-09,79
"92314","YKSHAPY",2021-08-11,80
"92315","YKSHAPY",2021-08-22,79
"92316","YKSHAPY",2021-08-26,76
"92317","YKSHAPY",2021-08-26,72
"92318","YKSHAPY",2021-09-01,67
"92319","YKSHAPY",2021-09-04,67
"92320","YKSHAPY",2021-09-10,66
"92321","YKSHAPY",2021-09-10,65
"92322","YKSHAPY",2021-09-14,62
"92323","YKSHAPY",2021-09-23,60
"92324","YKSHAPY",2021-10-05,59
"92325","YKSHAPY",2021-10-07,58
"92326","YKSHAPY",2021-10-10,57
"92327","YKSHAPY",2021-10-12,54
"92328","YKSHAPY",2021-10-12,52
"92329","YKSHAPY",2021-10-20,52
"92330","YKSHAPY",2021-10-21,50
"92331","YKSHAPY",2021-10-22,48
"92332","YKSHAPY",2021-10-29,148
"92333","YKSHAPY",2021-10-30,145
"92334","YKSHAPY",2021-10-31,144
"92335","YKSHAPY",2021-11-04,139
"92336","YKSHAPY",2021-11-07,139
"92337","YKSHAPY",2021-11-08,138
"92338","YKSHAPY",2021-11-09,136
"92339","YKSHAPY",2021-11-14,134
"92340","YKSHAPY",2021-11-16,133
"92341","YKSHAPY",2021-11-24,132
"92342","YKSHAPY",2021-11-30,129
"92343","YKSHAPY",2021-12-03,128
"92344","YKSHAPY",2021-12-04,125
"92345","YKSHAPY",2021-12-08,121
"92346","YKSHAPY",2021-12-10,116
"92347","YKSHAPY",2021-12-12,114
"92348","YKSHAPY",2021-12-20,112
"92349","YLHGYSU",2021-01-02,101
"92350","YLHGYSU",2021-01-07,101
"92351","YLHGYSU",2021-01-07,101
"92352","YLHGYSU",2021-01-14,100
"92353","YLHGYSU",2021-01-17,97
"92354","YLHGYSU",2021-01-18,94
"92355","YLHGYSU",2021-01-18,91
"92356","YLHGYSU",2021-01-19,88
"92357","YLHGYSU",2021-01-24,84
"92358","YLHGYSU",2021-01-26,82
"92359","YLHGYSU",2021-01-29,81
"92360","YLHGYSU",2021-01-30,82
"92361","YLHGYSU",2021-02-02,82
"92362","YLHGYSU",2021-02-05,81
"92363","YLHGYSU",2021-02-06,77
"92364","YLHGYSU",2021-02-10,72
"92365","YLHGYSU",2021-02-12,70
"92366","YLHGYSU",2021-02-18,68
"92367","YLHGYSU",2021-02-21,64
"92368","YLHGYSU",2021-02-23,62
"92369","YLHGYSU",2021-02-24,58
"92370","YLHGYSU",2021-03-03,55
"92371","YLHGYSU",2021-03-03,54
"92372","YLHGYSU",2021-03-05,53
"92373","YLHGYSU",2021-03-08,51
"92374","YLHGYSU",2021-03-13,49
"92375","YLHGYSU",2021-03-14,147
"92376","YLHGYSU",2021-03-15,145
"92377","YLHGYSU",2021-03-16,144
"92378","YLHGYSU",2021-03-18,144
"92379","YLHGYSU",2021-03-22,143
"92380","YLHGYSU",2021-03-26,139
"92381","YLHGYSU",2021-04-03,135
"92382","YLHGYSU",2021-04-04,133
"92383","YLHGYSU",2021-04-04,132
"92384","YLHGYSU",2021-04-08,127
"92385","YLHGYSU",2021-04-09,124
"92386","YLHGYSU",2021-04-19,123
"92387","YLHGYSU",2021-04-20,123
"92388","YLHGYSU",2021-04-23,122
"92389","YLHGYSU",2021-04-30,121
"92390","YLHGYSU",2021-05-02,117
"92391","YLHGYSU",2021-05-03,116
"92392","YLHGYSU",2021-05-03,115
"92393","YLHGYSU",2021-05-05,112
"92394","YLHGYSU",2021-05-06,108
"92395","YLHGYSU",2021-05-09,106
"92396","YLHGYSU",2021-05-24,106
"92397","YLHGYSU",2021-05-26,105
"92398","YLHGYSU",2021-05-28,103
"92399","YLHGYSU",2021-06-02,100
"92400","YLHGYSU",2021-06-04,100
"92401","YLHGYSU",2021-06-10,100
"92402","YLHGYSU",2021-06-15,99
"92403","YLHGYSU",2021-06-17,98
"92404","YLHGYSU",2021-06-23,95
"92405","YLHGYSU",2021-06-24,94
"92406","YLHGYSU",2021-06-30,92
"92407","YLHGYSU",2021-07-01,92
"92408","YLHGYSU",2021-07-02,89
"92409","YLHGYSU",2021-07-05,87
"92410","YLHGYSU",2021-07-05,86
"92411","YLHGYSU",2021-07-12,82
"92412","YLHGYSU",2021-07-13,80
"92413","YLHGYSU",2021-07-14,78
"92414","YLHGYSU",2021-07-17,76
"92415","YLHGYSU",2021-07-21,74
"92416","YLHGYSU",2021-07-21,73
"92417","YLHGYSU",2021-07-24,70
"92418","YLHGYSU",2021-08-03,69
"92419","YLHGYSU",2021-08-08,68
"92420","YLHGYSU",2021-08-13,63
"92421","YLHGYSU",2021-08-15,62
"92422","YLHGYSU",2021-08-15,61
"92423","YLHGYSU",2021-08-20,60
"92424","YLHGYSU",2021-08-24,57
"92425","YLHGYSU",2021-09-04,56
"92426","YLHGYSU",2021-09-05,54
"92427","YLHGYSU",2021-09-13,53
"92428","YLHGYSU",2021-09-14,51
"92429","YLHGYSU",2021-09-17,48
"92430","YLHGYSU",2021-09-22,143
"92431","YLHGYSU",2021-09-22,141
"92432","YLHGYSU",2021-09-22,138
"92433","YLHGYSU",2021-09-27,134
"92434","YLHGYSU",2021-09-27,134
"92435","YLHGYSU",2021-10-12,134
"92436","YLHGYSU",2021-10-13,133
"92437","YLHGYSU",2021-10-19,133
"92438","YLHGYSU",2021-10-26,131
"92439","YLHGYSU",2021-10-27,127
"92440","YLHGYSU",2021-10-29,123
"92441","YLHGYSU",2021-11-02,121
"92442","YLHGYSU",2021-11-04,119
"92443","YLHGYSU",2021-11-15,118
"92444","YLHGYSU",2021-11-22,116
"92445","YLHGYSU",2021-11-23,111
"92446","YLHGYSU",2021-11-26,111
"92447","YLHGYSU",2021-12-01,109
"92448","YLHGYSU",2021-12-04,107
"92449","YLHGYSU",2021-12-06,107
"92450","YLHGYSU",2021-12-11,106
"92451","YLHGYSU",2021-12-12,105
"92452","YLHGYSU",2021-12-16,101
"92453","YLHGYSU",2021-12-17,101
"92454","YLHGYSU",2021-12-18,99
"92455","YLHGYSU",2021-12-19,96
"92456","YLHGYSU",2021-12-20,92
"92457","YLHGYSU",2021-12-22,88
"92458","YLHGYSU",2021-12-24,87
"92459","YLHGYSU",2021-12-27,87
"92460","YLLZVMX",2021-01-08,97
"92461","YLLZVMX",2021-01-09,95
"92462","YLLZVMX",2021-01-13,93
"92463","YLLZVMX",2021-01-22,89
"92464","YLLZVMX",2021-01-22,86
"92465","YLLZVMX",2021-01-29,85
"92466","YLLZVMX",2021-01-30,81
"92467","YLLZVMX",2021-01-31,79
"92468","YLLZVMX",2021-02-04,79
"92469","YLLZVMX",2021-02-13,77
"92470","YLLZVMX",2021-02-20,75
"92471","YLLZVMX",2021-02-24,73
"92472","YLLZVMX",2021-02-27,71
"92473","YLLZVMX",2021-03-04,67
"92474","YLLZVMX",2021-03-08,65
"92475","YLLZVMX",2021-03-11,65
"92476","YLLZVMX",2021-03-26,64
"92477","YLLZVMX",2021-03-26,62
"92478","YLLZVMX",2021-03-30,62
"92479","YLLZVMX",2021-03-30,57
"92480","YLLZVMX",2021-04-07,52
"92481","YLLZVMX",2021-04-09,49
"92482","YLLZVMX",2021-04-12,144
"92483","YLLZVMX",2021-04-13,142
"92484","YLLZVMX",2021-04-15,139
"92485","YLLZVMX",2021-04-16,139
"92486","YLLZVMX",2021-04-16,139
"92487","YLLZVMX",2021-04-19,134
"92488","YLLZVMX",2021-04-22,128
"92489","YLLZVMX",2021-04-27,124
"92490","YLLZVMX",2021-04-28,123
"92491","YLLZVMX",2021-04-29,120
"92492","YLLZVMX",2021-05-20,118
"92493","YLLZVMX",2021-05-21,118
"92494","YLLZVMX",2021-05-28,113
"92495","YLLZVMX",2021-05-29,110
"92496","YLLZVMX",2021-05-31,108
"92497","YLLZVMX",2021-06-13,105
"92498","YLLZVMX",2021-06-15,103
"92499","YLLZVMX",2021-06-17,101
"92500","YLLZVMX",2021-06-28,99
"92501","YLLZVMX",2021-06-30,95
"92502","YLLZVMX",2021-07-03,94
"92503","YLLZVMX",2021-07-03,93
"92504","YLLZVMX",2021-07-07,93
"92505","YLLZVMX",2021-07-08,93
"92506","YLLZVMX",2021-07-11,89
"92507","YLLZVMX",2021-07-16,87
"92508","YLLZVMX",2021-07-18,83
"92509","YLLZVMX",2021-07-26,78
"92510","YLLZVMX",2021-08-04,77
"92511","YLLZVMX",2021-08-15,74
"92512","YLLZVMX",2021-08-20,72
"92513","YLLZVMX",2021-08-21,69
"92514","YLLZVMX",2021-08-23,67
"92515","YLLZVMX",2021-08-27,65
"92516","YLLZVMX",2021-08-30,64
"92517","YLLZVMX",2021-09-03,64
"92518","YLLZVMX",2021-09-12,63
"92519","YLLZVMX",2021-09-13,58
"92520","YLLZVMX",2021-09-18,53
"92521","YLLZVMX",2021-09-18,51
"92522","YLLZVMX",2021-09-21,47
"92523","YLLZVMX",2021-09-23,146
"92524","YLLZVMX",2021-09-24,145
"92525","YLLZVMX",2021-09-30,143
"92526","YLLZVMX",2021-10-02,142
"92527","YLLZVMX",2021-10-04,141
"92528","YLLZVMX",2021-10-06,140
"92529","YLLZVMX",2021-10-10,140
"92530","YLLZVMX",2021-10-10,140
"92531","YLLZVMX",2021-10-14,138
"92532","YLLZVMX",2021-10-19,138
"92533","YLLZVMX",2021-10-26,135
"92534","YLLZVMX",2021-10-29,131
"92535","YLLZVMX",2021-11-06,129
"92536","YLLZVMX",2021-11-07,127
"92537","YLLZVMX",2021-11-11,127
"92538","YLLZVMX",2021-11-13,126
"92539","YLLZVMX",2021-11-20,122
"92540","YLLZVMX",2021-12-04,119
"92541","YLLZVMX",2021-12-05,119
"92542","YLLZVMX",2021-12-06,119
"92543","YLLZVMX",2021-12-12,115
"92544","YLLZVMX",2021-12-18,113
"92545","YLLZVMX",2021-12-21,112
"92546","YLLZVMX",2021-12-22,110
"92547","YLLZVMX",2021-12-25,107
"92548","YLLZVMX",2021-12-26,105
"92549","YLLZVMX",2021-12-28,104
"92550","YLPXDLT",2021-01-14,103
"92551","YLPXDLT",2021-01-14,100
"92552","YLPXDLT",2021-01-15,98
"92553","YLPXDLT",2021-01-16,96
"92554","YLPXDLT",2021-01-21,94
"92555","YLPXDLT",2021-01-22,92
"92556","YLPXDLT",2021-01-22,92
"92557","YLPXDLT",2021-01-24,90
"92558","YLPXDLT",2021-01-28,89
"92559","YLPXDLT",2021-02-01,89
"92560","YLPXDLT",2021-02-05,89
"92561","YLPXDLT",2021-02-06,87
"92562","YLPXDLT",2021-02-12,87
"92563","YLPXDLT",2021-02-14,84
"92564","YLPXDLT",2021-02-15,79
"92565","YLPXDLT",2021-02-20,79
"92566","YLPXDLT",2021-02-21,75
"92567","YLPXDLT",2021-02-22,73
"92568","YLPXDLT",2021-02-25,72
"92569","YLPXDLT",2021-03-08,72
"92570","YLPXDLT",2021-03-21,70
"92571","YLPXDLT",2021-03-21,66
"92572","YLPXDLT",2021-03-22,64
"92573","YLPXDLT",2021-03-29,61
"92574","YLPXDLT",2021-03-30,58
"92575","YLPXDLT",2021-03-30,57
"92576","YLPXDLT",2021-03-31,55
"92577","YLPXDLT",2021-03-31,53
"92578","YLPXDLT",2021-04-16,50
"92579","YLPXDLT",2021-04-17,49
"92580","YLPXDLT",2021-04-20,145
"92581","YLPXDLT",2021-04-23,144
"92582","YLPXDLT",2021-04-24,143
"92583","YLPXDLT",2021-05-11,143
"92584","YLPXDLT",2021-05-12,142
"92585","YLPXDLT",2021-05-14,138
"92586","YLPXDLT",2021-05-16,133
"92587","YLPXDLT",2021-05-26,132
"92588","YLPXDLT",2021-05-26,130
"92589","YLPXDLT",2021-05-28,130
"92590","YLPXDLT",2021-05-29,130
"92591","YLPXDLT",2021-06-04,126
"92592","YLPXDLT",2021-06-13,125
"92593","YLPXDLT",2021-06-15,123
"92594","YLPXDLT",2021-06-18,123
"92595","YLPXDLT",2021-06-18,122
"92596","YLPXDLT",2021-06-19,122
"92597","YLPXDLT",2021-06-23,121
"92598","YLPXDLT",2021-06-23,120
"92599","YLPXDLT",2021-06-26,119
"92600","YLPXDLT",2021-06-28,118
"92601","YLPXDLT",2021-07-03,117
"92602","YLPXDLT",2021-07-04,117
"92603","YLPXDLT",2021-07-08,115
"92604","YLPXDLT",2021-07-08,114
"92605","YLPXDLT",2021-07-18,113
"92606","YLPXDLT",2021-07-27,112
"92607","YLPXDLT",2021-07-29,109
"92608","YLPXDLT",2021-08-01,107
"92609","YLPXDLT",2021-08-06,105
"92610","YLPXDLT",2021-08-07,102
"92611","YLPXDLT",2021-08-14,102
"92612","YLPXDLT",2021-08-15,100
"92613","YLPXDLT",2021-08-16,98
"92614","YLPXDLT",2021-08-19,97
"92615","YLPXDLT",2021-08-28,91
"92616","YLPXDLT",2021-08-29,91
"92617","YLPXDLT",2021-09-05,89
"92618","YLPXDLT",2021-09-09,88
"92619","YLPXDLT",2021-09-11,88
"92620","YLPXDLT",2021-09-11,88
"92621","YLPXDLT",2021-09-15,85
"92622","YLPXDLT",2021-09-18,83
"92623","YLPXDLT",2021-09-20,82
"92624","YLPXDLT",2021-09-20,81
"92625","YLPXDLT",2021-09-21,79
"92626","YLPXDLT",2021-09-21,74
"92627","YLPXDLT",2021-09-21,73
"92628","YLPXDLT",2021-09-22,73
"92629","YLPXDLT",2021-09-22,72
"92630","YLPXDLT",2021-09-24,67
"92631","YLPXDLT",2021-09-29,65
"92632","YLPXDLT",2021-10-05,63
"92633","YLPXDLT",2021-10-08,58
"92634","YLPXDLT",2021-10-09,58
"92635","YLPXDLT",2021-10-09,55
"92636","YLPXDLT",2021-10-11,50
"92637","YLPXDLT",2021-10-16,47
"92638","YLPXDLT",2021-10-16,145
"92639","YLPXDLT",2021-10-18,139
"92640","YLPXDLT",2021-10-18,135
"92641","YLPXDLT",2021-10-21,130
"92642","YLPXDLT",2021-10-23,128
"92643","YLPXDLT",2021-10-23,126
"92644","YLPXDLT",2021-10-24,125
"92645","YLPXDLT",2021-10-29,122
"92646","YLPXDLT",2021-11-02,120
"92647","YLPXDLT",2021-11-02,118
"92648","YLPXDLT",2021-11-04,117
"92649","YLPXDLT",2021-11-07,113
"92650","YLPXDLT",2021-11-08,112
"92651","YLPXDLT",2021-11-17,111
"92652","YLPXDLT",2021-11-19,106
"92653","YLPXDLT",2021-12-02,102
"92654","YLPXDLT",2021-12-02,102
"92655","YLPXDLT",2021-12-02,100
"92656","YLPXDLT",2021-12-04,99
"92657","YLPXDLT",2021-12-20,97
"92658","YLPXDLT",2021-12-24,94
"92659","YLPXDLT",2021-12-31,92
"92660","YMVYEVF",2021-01-01,111
"92661","YMVYEVF",2021-01-01,108
"92662","YMVYEVF",2021-01-06,106
"92663","YMVYEVF",2021-01-15,105
"92664","YMVYEVF",2021-01-21,104
"92665","YMVYEVF",2021-01-26,99
"92666","YMVYEVF",2021-01-27,97
"92667","YMVYEVF",2021-01-28,96
"92668","YMVYEVF",2021-02-06,93
"92669","YMVYEVF",2021-02-12,93
"92670","YMVYEVF",2021-02-16,90
"92671","YMVYEVF",2021-02-18,88
"92672","YMVYEVF",2021-02-22,86
"92673","YMVYEVF",2021-02-26,81
"92674","YMVYEVF",2021-03-01,78
"92675","YMVYEVF",2021-03-08,78
"92676","YMVYEVF",2021-03-10,77
"92677","YMVYEVF",2021-03-10,73
"92678","YMVYEVF",2021-03-11,70
"92679","YMVYEVF",2021-03-15,66
"92680","YMVYEVF",2021-03-15,67
"92681","YMVYEVF",2021-03-24,65
"92682","YMVYEVF",2021-03-26,61
"92683","YMVYEVF",2021-03-27,59
"92684","YMVYEVF",2021-04-03,57
"92685","YMVYEVF",2021-04-03,55
"92686","YMVYEVF",2021-04-04,50
"92687","YMVYEVF",2021-04-07,48
"92688","YMVYEVF",2021-04-11,144
"92689","YMVYEVF",2021-04-11,142
"92690","YMVYEVF",2021-04-18,142
"92691","YMVYEVF",2021-04-23,140
"92692","YMVYEVF",2021-04-23,137
"92693","YMVYEVF",2021-04-26,135
"92694","YMVYEVF",2021-04-27,133
"92695","YMVYEVF",2021-05-02,133
"92696","YMVYEVF",2021-05-02,130
"92697","YMVYEVF",2021-05-04,128
"92698","YMVYEVF",2021-05-13,128
"92699","YMVYEVF",2021-05-14,124
"92700","YMVYEVF",2021-05-18,122
"92701","YMVYEVF",2021-05-18,120
"92702","YMVYEVF",2021-05-20,117
"92703","YMVYEVF",2021-05-25,116
"92704","YMVYEVF",2021-05-26,114
"92705","YMVYEVF",2021-05-27,113
"92706","YMVYEVF",2021-05-29,109
"92707","YMVYEVF",2021-06-04,108
"92708","YMVYEVF",2021-06-16,106
"92709","YMVYEVF",2021-06-19,103
"92710","YMVYEVF",2021-06-22,99
"92711","YMVYEVF",2021-06-24,97
"92712","YMVYEVF",2021-06-30,96
"92713","YMVYEVF",2021-07-02,95
"92714","YMVYEVF",2021-07-07,93
"92715","YMVYEVF",2021-07-10,91
"92716","YMVYEVF",2021-07-16,89
"92717","YMVYEVF",2021-07-22,86
"92718","YMVYEVF",2021-07-27,84
"92719","YMVYEVF",2021-07-28,83
"92720","YMVYEVF",2021-08-02,82
"92721","YMVYEVF",2021-08-04,76
"92722","YMVYEVF",2021-08-05,76
"92723","YMVYEVF",2021-08-07,75
"92724","YMVYEVF",2021-08-09,74
"92725","YMVYEVF",2021-08-22,73
"92726","YMVYEVF",2021-08-24,69
"92727","YMVYEVF",2021-09-08,68
"92728","YMVYEVF",2021-09-09,67
"92729","YMVYEVF",2021-09-09,65
"92730","YMVYEVF",2021-09-12,64
"92731","YMVYEVF",2021-09-13,62
"92732","YMVYEVF",2021-09-14,61
"92733","YMVYEVF",2021-09-17,59
"92734","YMVYEVF",2021-09-18,58
"92735","YMVYEVF",2021-09-20,56
"92736","YMVYEVF",2021-09-21,54
"92737","YMVYEVF",2021-09-22,52
"92738","YMVYEVF",2021-09-27,52
"92739","YMVYEVF",2021-09-27,49
"92740","YMVYEVF",2021-09-28,147
"92741","YMVYEVF",2021-10-04,146
