"","receiver_no","receiver_date","sku","unit_cost","received","po_no","po_date"
"1045","rec01045",2021-08-26,"YTEAFJC",19,100,"p01045",2021-07-29
"1046","rec01046",2021-08-09,"NFITPMM",23,100,"p01046",2021-07-29
"1047","rec01047",2021-09-08,"AKFLLOG",31,100,"p01047",2021-07-30
"1048","rec01048",2021-08-18,"AMLFWVI",29,100,"p01048",2021-07-31
"1049","rec01049",2021-08-08,"QQIYZNA",27,100,"p01049",2021-08-01
"1050","rec01050",2021-08-22,"NTSXPWQ",33,100,"p01050",2021-08-01
"1051","rec01051",2021-08-24,"FYROZUB",28,100,"p01051",2021-08-02
"1052","rec01052",2021-09-11,"KQLRBPG",35,100,"p01052",2021-08-02
"1053","rec01053",2021-08-15,"SPZNAGA",27,100,"p01053",2021-08-02
"1054","rec01054",2021-08-04,"ASIJADV",23,100,"p01054",2021-08-02
"1055","rec01055",2021-08-12,"KRLIBAG",31,100,"p01055",2021-08-02
"1056","rec01056",2021-08-13,"NVAGCBN",28,100,"p01056",2021-08-04
"1057","rec01057",2021-08-15,"PUDBCRY",23,100,"p01057",2021-08-04
"1058","rec01058",2021-08-21,"IOWZHNT",28,100,"p01058",2021-08-04
"1059","rec01059",2021-09-03,"DGRQBWZ",27,100,"p01059",2021-08-04
"1060","rec01060",2021-08-05,"UHYIEFC",38,100,"p01060",2021-08-04
"1061","rec01061",2021-08-04,"YZYZBCK",27,100,"p01061",2021-08-04
"1062","rec01062",2021-08-23,"SLOJNZH",31,100,"p01062",2021-08-04
"1063","rec01063",2021-08-13,"JNICTAY",31,100,"p01063",2021-08-06
"1064","rec01064",2021-08-07,"LQXTBPT",25,100,"p01064",2021-08-06
"1065","rec01065",2021-08-19,"BLLNUHU",36,100,"p01065",2021-08-06
"1066","rec01066",2021-08-24,"UUHIVKA",24,100,"p01066",2021-08-07
"1067","rec01067",2021-08-10,"TOVKPDX",34,100,"p01067",2021-08-07
"1068","rec01068",2021-09-04,"ZGVDTEK",21,100,"p01068",2021-08-08
"1069","rec01069",2021-08-12,"YRCHVMJ",30,100,"p01069",2021-08-08
"1070","rec01070",2021-08-26,"VPVQLMA",24,100,"p01070",2021-08-08
"1071","rec01071",2021-09-05,"UCFFTQU",24,100,"p01071",2021-08-08
"1072","rec01072",2021-08-25,"DDFGJXI",41,100,"p01072",2021-08-08
"1073","rec01073",2021-08-17,"YQFIDDC",30,100,"p01073",2021-08-08
"1074","rec01074",2021-08-18,"RNHTFLN",30,100,"p01074",2021-08-09
"1075","rec01075",2021-08-16,"EAYSXBJ",23,100,"p01075",2021-08-09
"1076","rec01076",2021-08-14,"MGIWSUV",22,100,"p01076",2021-08-09
"1077","rec01077",2021-08-17,"HQLCKYQ",28,100,"p01077",2021-08-10
"1078","rec01078",2021-08-11,"QZYWKWM",32,100,"p01078",2021-08-11
"1079","rec01079",2021-08-30,"KIWWRLF",26,100,"p01079",2021-08-11
"1080","rec01080",2021-09-06,"FFUTXPP",29,100,"p01080",2021-08-11
"1081","rec01081",2021-09-22,"NJFSIRL",28,100,"p01081",2021-08-12
"1082","rec01082",2021-08-17,"IUIJPPK",30,100,"p01082",2021-08-12
"1083","rec01083",2021-08-16,"DXXKKWE",31,100,"p01083",2021-08-13
"1084","rec01084",2021-09-07,"HWHNRLM",33,100,"p01084",2021-08-14
"1085","rec01085",2021-08-17,"HQRQXTL",39,100,"p01085",2021-08-14
"1086","rec01086",2021-09-07,"ROTJPDH",35,100,"p01086",2021-08-15
"1087","rec01087",2021-08-22,"QUXDQRH",26,100,"p01087",2021-08-15
"1088","rec01088",2021-08-30,"VDXSZXM",34,100,"p01088",2021-08-15
"1089","rec01089",2021-09-16,"ULBNCRK",30,100,"p01089",2021-08-15
"1090","rec01090",2021-08-22,"XVFHYMW",28,100,"p01090",2021-08-15
"1091","rec01091",2021-08-18,"SBYNXRT",27,100,"p01091",2021-08-15
"1092","rec01092",2021-08-22,"VGYGOLP",26,100,"p01092",2021-08-15
"1093","rec01093",2021-08-20,"KDVZVRR",30,100,"p01093",2021-08-15
"1094","rec01094",2021-08-16,"QPLYRZV",37,100,"p01094",2021-08-15
"1095","rec01095",2021-10-01,"AJKORUO",27,100,"p01095",2021-08-15
"1096","rec01096",2021-08-21,"WVSHLRI",29,100,"p01096",2021-08-15
"1097","rec01097",2021-08-21,"QUJTJNL",28,100,"p01097",2021-08-15
"1098","rec01098",2021-08-18,"AQGBUFS",26,100,"p01098",2021-08-16
"1099","rec01099",2021-08-20,"HGASBLF",28,100,"p01099",2021-08-16
"1100","rec01100",2021-09-04,"JVLQBCP",31,100,"p01100",2021-08-16
"1101","rec01101",2021-08-26,"BXZWUDX",30,100,"p01101",2021-08-16
"1102","rec01102",2021-08-20,"DMSMFUG",36,100,"p01102",2021-08-17
"1103","rec01103",2021-08-24,"ANMHCKF",35,100,"p01103",2021-08-17
"1104","rec01104",2021-09-04,"QGURYVS",34,100,"p01104",2021-08-17
"1105","rec01105",2021-08-29,"YAWXMBW",32,100,"p01105",2021-08-18
"1106","rec01106",2021-09-23,"OEMBOTA",30,100,"p01106",2021-08-18
"1107","rec01107",2021-09-03,"DHELEND",41,100,"p01107",2021-08-19
"1108","rec01108",2021-08-21,"PYLGHKK",38,100,"p01108",2021-08-19
"1109","rec01109",2021-08-24,"FMSQQSJ",25,100,"p01109",2021-08-19
"1110","rec01110",2021-10-22,"SALWCWL",29,100,"p01110",2021-08-19
"1111","rec01111",2021-08-25,"KCQLSNA",30,100,"p01111",2021-08-20
"1112","rec01112",2021-09-18,"HGUTUBT",29,100,"p01112",2021-08-20
"1113","rec01113",2021-08-24,"EKMTDVB",29,100,"p01113",2021-08-20
"1114","rec01114",2021-08-28,"YYQNULM",28,100,"p01114",2021-08-20
"1115","rec01115",2021-08-28,"ZJIDQTG",34,100,"p01115",2021-08-21
"1116","rec01116",2021-09-25,"VWMGSTZ",31,100,"p01116",2021-08-21
"1117","rec01117",2021-10-29,"DJXBTMZ",27,100,"p01117",2021-08-21
"1118","rec01118",2021-08-31,"UVIRWZC",32,100,"p01118",2021-08-21
"1119","rec01119",2021-08-28,"SFOBAQW",20,100,"p01119",2021-08-22
"1120","rec01120",2021-08-24,"BIDMHPP",33,100,"p01120",2021-08-22
"1121","rec01121",2021-09-03,"JXLWPFU",37,100,"p01121",2021-08-22
"1122","rec01122",2021-08-24,"WBSAVLO",26,100,"p01122",2021-08-23
"1123","rec01123",2021-08-26,"UPLNPQK",44,100,"p01123",2021-08-23
"1124","rec01124",2021-08-26,"ACXRMSE",35,100,"p01124",2021-08-23
"1125","rec01125",2021-08-27,"PCCJXQQ",24,100,"p01125",2021-08-23
"1126","rec01126",2021-09-20,"TXDMNIY",30,100,"p01126",2021-08-23
"1127","rec01127",2021-09-27,"JCWXKIX",32,100,"p01127",2021-08-23
"1128","rec01128",2021-09-21,"RRNOCYR",32,100,"p01128",2021-08-24
"1129","rec01129",2021-10-05,"GGSPOKR",35,100,"p01129",2021-08-24
"1130","rec01130",2021-09-06,"ACNQHRE",34,100,"p01130",2021-08-24
"1131","rec01131",2021-09-18,"MSGVMAQ",38,100,"p01131",2021-08-25
"1132","rec01132",2021-09-06,"WKYTFIQ",24,100,"p01132",2021-08-25
"1133","rec01133",2021-08-28,"PJIIAXD",37,100,"p01133",2021-08-25
"1134","rec01134",2021-08-29,"BLXWDOX",43,100,"p01134",2021-08-25
"1135","rec01135",2021-09-02,"HWMKHSA",28,100,"p01135",2021-08-26
"1136","rec01136",2021-09-05,"COSVCQZ",22,100,"p01136",2021-08-26
"1137","rec01137",2021-09-04,"IOZREKB",29,100,"p01137",2021-08-26
"1138","rec01138",2021-09-21,"ZFAGHES",30,100,"p01138",2021-08-27
"1139","rec01139",2021-08-28,"JEKNFSP",27,100,"p01139",2021-08-27
"1140","rec01140",2021-09-19,"JNUQWRR",27,100,"p01140",2021-08-27
"1141","rec01141",2021-10-22,"EQUSJXR",31,100,"p01141",2021-08-27
"1142","rec01142",2021-09-29,"ERFSOLQ",27,100,"p01142",2021-08-27
"1143","rec01143",2021-10-01,"HAFSODN",38,100,"p01143",2021-08-27
"1144","rec01144",2021-09-04,"QTRIZYW",23,100,"p01144",2021-08-27
"1145","rec01145",2021-08-29,"FDCZBKW",13,100,"p01145",2021-08-27
"1146","rec01146",2021-08-30,"GGZXOCK",19,100,"p01146",2021-08-27
"1147","rec01147",2021-09-08,"SJAUHQH",37,100,"p01147",2021-08-27
"1148","rec01148",2021-10-26,"AQWFHRW",37,100,"p01148",2021-08-27
"1149","rec01149",2021-09-19,"OSHEUNF",26,100,"p01149",2021-08-28
"1150","rec01150",2021-09-06,"YIYWLBC",26,100,"p01150",2021-08-28
"1151","rec01151",2021-09-19,"CCEXJHP",31,100,"p01151",2021-08-28
"1152","rec01152",2021-09-29,"NQYOVOP",35,100,"p01152",2021-08-28
"1153","rec01153",2021-09-08,"DNCFXFI",21,100,"p01153",2021-08-28
"1154","rec01154",2021-09-04,"FKZURXB",27,100,"p01154",2021-08-28
"1155","rec01155",2021-09-27,"PRWHNRV",34,100,"p01155",2021-08-28
"1156","rec01156",2021-08-31,"CQWSBHP",31,100,"p01156",2021-08-28
"1157","rec01157",2021-09-28,"CJDWKVI",25,100,"p01157",2021-08-29
"1158","rec01158",2021-09-01,"DXVEUKJ",32,100,"p01158",2021-08-29
"1159","rec01159",2021-08-30,"SARYBPA",30,100,"p01159",2021-08-29
"1160","rec01160",2021-08-30,"MGIHQCY",30,100,"p01160",2021-08-29
"1161","rec01161",2021-09-02,"OPFUHLG",32,100,"p01161",2021-08-29
"1162","rec01162",2021-09-12,"UFKQHPZ",37,100,"p01162",2021-08-29
"1163","rec01163",2021-10-08,"FOLPBVP",27,100,"p01163",2021-08-29
"1164","rec01164",2021-09-09,"HQUVZEJ",34,100,"p01164",2021-08-29
"1165","rec01165",2021-09-08,"BYIDVQD",24,100,"p01165",2021-08-30
"1166","rec01166",2021-09-09,"AMQVIAL",35,100,"p01166",2021-08-30
"1167","rec01167",2021-09-11,"DTUWRLA",23,100,"p01167",2021-08-30
"1168","rec01168",2021-09-05,"QJSPMCX",27,100,"p01168",2021-08-30
"1169","rec01169",2021-09-14,"ZQDOWGJ",29,100,"p01169",2021-08-30
"1170","rec01170",2021-10-03,"HVORRYT",28,100,"p01170",2021-08-30
"1171","rec01171",2021-09-04,"TFTNWPP",24,100,"p01171",2021-08-31
"1172","rec01172",2021-10-03,"ZFWFGIX",35,100,"p01172",2021-08-31
"1173","rec01173",2021-09-04,"XFYDYRL",26,100,"p01173",2021-08-31
"1174","rec01174",2021-09-15,"YNXHEBF",28,100,"p01174",2021-08-31
"1175","rec01175",2021-09-01,"TBDSHMI",26,100,"p01175",2021-09-01
"1176","rec01176",2021-09-14,"NEGIGAL",39,100,"p01176",2021-09-01
"1177","rec01177",2021-09-18,"MCNOLPW",27,100,"p01177",2021-09-01
"1178","rec01178",2021-09-17,"BKSBMYF",27,100,"p01178",2021-09-02
"1179","rec01179",2021-09-20,"DWOLSSW",22,100,"p01179",2021-09-02
"1180","rec01180",2021-09-03,"FCCLMUJ",19,100,"p01180",2021-09-02
"1181","rec01181",2021-09-24,"MUDTEMC",33,100,"p01181",2021-09-02
"1182","rec01182",2021-10-07,"KGXRRIA",20,100,"p01182",2021-09-02
"1183","rec01183",2021-09-11,"KEGAYLX",23,100,"p01183",2021-09-02
"1184","rec01184",2021-09-16,"YXZSNIC",35,100,"p01184",2021-09-02
"1185","rec01185",2021-09-05,"VCQHODG",24,100,"p01185",2021-09-02
"1186","rec01186",2021-09-05,"FOLPURS",37,100,"p01186",2021-09-02
"1187","rec01187",2021-10-11,"RIWCMEQ",42,100,"p01187",2021-09-02
"1188","rec01188",2021-09-06,"BKVYYWY",25,100,"p01188",2021-09-02
"1189","rec01189",2021-09-06,"PDOROIS",35,100,"p01189",2021-09-03
"1190","rec01190",2021-11-09,"XCNFMAY",25,100,"p01190",2021-09-03
"1191","rec01191",2021-09-08,"VXAAYIW",36,100,"p01191",2021-09-03
"1192","rec01192",2021-10-14,"ZJCESRZ",31,100,"p01192",2021-09-03
"1193","rec01193",2021-09-24,"KCLOMUE",28,100,"p01193",2021-09-03
"1194","rec01194",2021-10-24,"ZHMHASO",30,100,"p01194",2021-09-03
"1195","rec01195",2021-10-04,"JDGPAWW",25,100,"p01195",2021-09-03
"1196","rec01196",2021-09-06,"DSHGXTW",25,100,"p01196",2021-09-03
"1197","rec01197",2021-09-20,"VBQSFHI",24,100,"p01197",2021-09-03
"1198","rec01198",2021-09-24,"ZOONWEH",25,100,"p01198",2021-09-04
"1199","rec01199",2021-09-12,"BISJXTL",26,100,"p01199",2021-09-04
"1200","rec01200",2021-09-15,"HRVYLQI",34,100,"p01200",2021-09-04
"1201","rec01201",2021-09-08,"SKOIKDV",36,100,"p01201",2021-09-04
"1202","rec01202",2021-09-10,"DIRTWYR",26,100,"p01202",2021-09-04
"1203","rec01203",2021-10-03,"BAYIRTP",26,100,"p01203",2021-09-04
"1204","rec01204",2021-09-15,"CSEYOLP",28,100,"p01204",2021-09-04
"1205","rec01205",2021-09-15,"BPQUSMP",26,100,"p01205",2021-09-04
"1206","rec01206",2021-09-13,"WUSWXXN",30,100,"p01206",2021-09-04
"1207","rec01207",2021-09-11,"QVSRRDF",31,100,"p01207",2021-09-05
"1208","rec01208",2021-09-14,"PCIQYVA",31,100,"p01208",2021-09-05
"1209","rec01209",2021-09-17,"CQOZYZD",28,100,"p01209",2021-09-05
"1210","rec01210",2021-09-05,"HSAFBZR",33,100,"p01210",2021-09-05
"1211","rec01211",2021-09-22,"LZJFUOG",32,100,"p01211",2021-09-06
"1212","rec01212",2021-09-16,"DZYOEZX",36,100,"p01212",2021-09-06
"1213","rec01213",2021-09-08,"DRPNGWX",34,100,"p01213",2021-09-07
"1214","rec01214",2021-09-08,"CDFGTPX",20,100,"p01214",2021-09-07
"1215","rec01215",2021-09-30,"BWFCPZB",22,100,"p01215",2021-09-07
"1216","rec01216",2021-09-23,"LAHDFVE",24,100,"p01216",2021-09-07
"1217","rec01217",2021-09-21,"XNJZOPC",21,100,"p01217",2021-09-07
"1218","rec01218",2021-09-08,"YPNPGIS",27,100,"p01218",2021-09-07
"1219","rec01219",2021-09-29,"NKYFQFQ",28,100,"p01219",2021-09-07
"1220","rec01220",2021-09-24,"WBTVATB",30,100,"p01220",2021-09-08
"1221","rec01221",2021-09-13,"GXBLFDO",36,100,"p01221",2021-09-08
"1222","rec01222",2021-09-22,"KHZEJIK",25,100,"p01222",2021-09-08
"1223","rec01223",2021-09-17,"FTHFUWN",26,100,"p01223",2021-09-08
"1224","rec01224",2021-10-25,"ZDBIPKM",33,100,"p01224",2021-09-08
"1225","rec01225",2021-09-11,"REIICRG",28,100,"p01225",2021-09-08
"1226","rec01226",2021-09-13,"WKZLBWC",33,100,"p01226",2021-09-08
"1227","rec01227",2021-09-30,"VIAEIPW",21,100,"p01227",2021-09-08
"1228","rec01228",2021-09-20,"QYRPIJU",25,100,"p01228",2021-09-08
"1229","rec01229",2021-09-14,"IRRMNIC",32,100,"p01229",2021-09-08
"1230","rec01230",2021-09-30,"EJFGZQF",26,100,"p01230",2021-09-08
"1231","rec01231",2021-09-16,"HNCLGJR",34,100,"p01231",2021-09-08
"1232","rec01232",2021-09-09,"HREBITI",28,100,"p01232",2021-09-08
"1233","rec01233",2021-09-10,"SGXWMIM",36,100,"p01233",2021-09-08
"1234","rec01234",2021-09-12,"GBNHGAR",24,100,"p01234",2021-09-09
"1235","rec01235",2021-09-23,"OLPNNCT",32,100,"p01235",2021-09-09
"1236","rec01236",2021-11-28,"WXUHQKN",28,100,"p01236",2021-09-09
"1237","rec01237",2021-09-14,"HFXZFIE",29,100,"p01237",2021-09-09
"1238","rec01238",2021-09-14,"PCNNLXK",24,100,"p01238",2021-09-09
"1239","rec01239",2021-09-14,"FCGLFWA",23,100,"p01239",2021-09-10
"1240","rec01240",2021-10-04,"UQTIPFY",29,100,"p01240",2021-09-10
"1241","rec01241",2021-10-15,"VNTYNAT",26,100,"p01241",2021-09-10
"1242","rec01242",2021-09-11,"LSOVTAZ",35,100,"p01242",2021-09-10
"1243","rec01243",2021-09-24,"HDQSOJS",36,100,"p01243",2021-09-10
"1244","rec01244",2021-10-02,"CHKBIFL",44,100,"p01244",2021-09-10
"1245","rec01245",2021-09-11,"WNUCCOD",28,100,"p01245",2021-09-10
"1246","rec01246",2021-10-14,"PARIMCC",28,100,"p01246",2021-09-10
"1247","rec01247",2021-10-21,"LZPJINE",40,100,"p01247",2021-09-11
"1248","rec01248",2021-12-01,"WGTTZIU",37,100,"p01248",2021-09-11
"1249","rec01249",2021-09-21,"JTGPCMX",20,100,"p01249",2021-09-11
"1250","rec01250",2021-09-14,"DKHDSFJ",32,100,"p01250",2021-09-11
"1251","rec01251",2021-09-14,"PNJLBGS",24,100,"p01251",2021-09-11
"1252","rec01252",2021-09-12,"YADKWWI",35,100,"p01252",2021-09-11
"1253","rec01253",2021-10-04,"GSFWBUM",27,100,"p01253",2021-09-11
"1254","rec01254",2021-09-19,"YYKNTSI",26,100,"p01254",2021-09-12
"1255","rec01255",2021-10-11,"AOHAAQP",26,100,"p01255",2021-09-12
"1256","rec01256",2021-10-05,"LAFECHF",21,100,"p01256",2021-09-12
"1257","rec01257",2021-09-18,"HECJLGC",21,100,"p01257",2021-09-12
"1258","rec01258",2021-09-14,"PSFUVEK",33,100,"p01258",2021-09-12
"1259","rec01259",2021-09-16,"IXTTTUP",30,100,"p01259",2021-09-12
"1260","rec01260",2021-09-13,"UFPNYQU",29,100,"p01260",2021-09-12
"1261","rec01261",2021-09-17,"FOWFQEX",22,100,"p01261",2021-09-12
"1262","rec01262",2021-09-13,"UGTLINX",24,100,"p01262",2021-09-12
"1263","rec01263",2021-09-14,"KZPDLNB",29,100,"p01263",2021-09-12
"1264","rec01264",2021-09-13,"CNXUPSP",27,100,"p01264",2021-09-12
"1265","rec01265",2021-09-21,"MSOOMOE",39,100,"p01265",2021-09-12
"1266","rec01266",2021-09-22,"RKUJMCE",33,100,"p01266",2021-09-13
"1267","rec01267",2021-09-25,"FERWNHD",24,100,"p01267",2021-09-13
"1268","rec01268",2021-09-18,"PVUHLMM",30,100,"p01268",2021-09-13
"1269","rec01269",2021-10-18,"PBMNYBN",29,100,"p01269",2021-09-13
"1270","rec01270",2021-10-02,"RYJGRGI",29,100,"p01270",2021-09-13
"1271","rec01271",2021-10-03,"KIWCKNW",26,100,"p01271",2021-09-13
"1272","rec01272",2021-09-29,"TKJLTHQ",31,100,"p01272",2021-09-13
"1273","rec01273",2021-09-28,"HWSYXJF",28,100,"p01273",2021-09-13
"1274","rec01274",2021-09-16,"QMCURTP",38,100,"p01274",2021-09-13
"1275","rec01275",2021-09-13,"KGOLEPF",32,100,"p01275",2021-09-13
"1276","rec01276",2021-09-17,"RBJRJDG",25,100,"p01276",2021-09-14
"1277","rec01277",2021-10-27,"TCKRQPE",31,100,"p01277",2021-09-14
"1278","rec01278",2021-09-27,"SQEWGMD",24,100,"p01278",2021-09-14
"1279","rec01279",2021-09-21,"DJYHXZE",28,100,"p01279",2021-09-14
"1280","rec01280",2021-09-16,"AWOOKVD",32,100,"p01280",2021-09-14
"1281","rec01281",2021-09-14,"PACBZDC",28,100,"p01281",2021-09-14
"1282","rec01282",2021-09-21,"KVRTWFJ",31,100,"p01282",2021-09-14
"1283","rec01283",2021-10-07,"VKXJOXA",27,100,"p01283",2021-09-14
"1284","rec01284",2021-10-08,"NRSVPGR",28,100,"p01284",2021-09-15
"1285","rec01285",2021-10-04,"AIZQJBO",30,100,"p01285",2021-09-15
"1286","rec01286",2021-09-16,"KIVAAKN",23,100,"p01286",2021-09-15
"1287","rec01287",2021-10-10,"WXOVRWM",28,100,"p01287",2021-09-15
"1288","rec01288",2021-09-25,"LPGQHSK",33,100,"p01288",2021-09-15
"1289","rec01289",2021-10-12,"SOEOLLF",27,100,"p01289",2021-09-15
"1290","rec01290",2021-09-17,"LAYGBLC",32,100,"p01290",2021-09-15
"1291","rec01291",2021-10-05,"UVAFIBT",40,100,"p01291",2021-09-15
"1292","rec01292",2021-09-17,"MPGMAVA",28,100,"p01292",2021-09-15
"1293","rec01293",2021-10-11,"TJDBHGE",36,100,"p01293",2021-09-15
"1294","rec01294",2021-11-04,"CPKRKYN",32,100,"p01294",2021-09-16
"1295","rec01295",2021-09-27,"RJONYJZ",29,100,"p01295",2021-09-16
"1296","rec01296",2021-09-22,"LCZIXUY",42,100,"p01296",2021-09-16
"1297","rec01297",2021-12-10,"ZOWEBTG",19,100,"p01297",2021-09-16
"1298","rec01298",2021-10-10,"QYUVOOW",30,100,"p01298",2021-09-16
"1299","rec01299",2021-09-22,"AVMWBWQ",27,100,"p01299",2021-09-16
"1300","rec01300",2021-10-25,"DJCGRXL",24,100,"p01300",2021-09-16
"1301","rec01301",2021-09-24,"RSFRTNX",38,100,"p01301",2021-09-16
"1302","rec01302",2021-09-23,"ACDOAAZ",35,100,"p01302",2021-09-16
"1303","rec01303",2021-10-21,"DLWFVYS",36,100,"p01303",2021-09-16
"1304","rec01304",2021-09-28,"HRKRRLQ",29,100,"p01304",2021-09-17
"1305","rec01305",2021-10-22,"MUGIRQP",32,100,"p01305",2021-09-17
"1306","rec01306",2021-10-04,"EXWXLCR",34,100,"p01306",2021-09-17
"1307","rec01307",2021-10-17,"NWWCCNR",28,100,"p01307",2021-09-17
"1308","rec01308",2021-09-18,"DNZKHES",30,100,"p01308",2021-09-17
"1309","rec01309",2021-09-22,"YLHGYSU",32,100,"p01309",2021-09-17
"1310","rec01310",2021-09-17,"EKSHFFF",25,100,"p01310",2021-09-17
"1311","rec01311",2021-09-23,"WNRXNTY",28,100,"p01311",2021-09-17
"1312","rec01312",2021-09-24,"WISKVJZ",31,100,"p01312",2021-09-18
"1313","rec01313",2021-09-28,"PLTFTLO",39,100,"p01313",2021-09-18
"1314","rec01314",2021-12-04,"RVWHPYH",30,100,"p01314",2021-09-18
"1315","rec01315",2021-09-20,"DKSFRAH",26,100,"p01315",2021-09-18
"1316","rec01316",2021-10-01,"PQEAEBU",27,100,"p01316",2021-09-18
"1317","rec01317",2021-09-26,"JLJCCDG",33,100,"p01317",2021-09-19
"1318","rec01318",2021-10-05,"UJWWEOV",21,100,"p01318",2021-09-19
"1319","rec01319",2021-10-24,"JRFOCFG",27,100,"p01319",2021-09-19
"1320","rec01320",2021-09-29,"LPIQMYE",35,100,"p01320",2021-09-19
"1321","rec01321",2021-09-29,"JTDUJAK",30,100,"p01321",2021-09-19
"1322","rec01322",2021-11-09,"SMPLBAD",35,100,"p01322",2021-09-19
"1323","rec01323",2021-10-14,"PJRXZDR",34,100,"p01323",2021-09-19
"1324","rec01324",2021-10-13,"YOLKAXD",35,100,"p01324",2021-09-19
"1325","rec01325",2021-11-29,"TXSDEVE",41,100,"p01325",2021-09-19
"1326","rec01326",2021-09-27,"JUICJYE",32,100,"p01326",2021-09-19
"1327","rec01327",2021-09-25,"UQNSAXO",28,100,"p01327",2021-09-20
"1328","rec01328",2021-09-27,"TJWFTRB",31,100,"p01328",2021-09-20
"1329","rec01329",2021-10-01,"KNZKLAS",22,100,"p01329",2021-09-20
"1330","rec01330",2021-09-27,"JRTDEXE",23,100,"p01330",2021-09-20
"1331","rec01331",2021-09-26,"ADOSYIO",26,100,"p01331",2021-09-20
"1332","rec01332",2021-09-28,"MFZHIXG",38,100,"p01332",2021-09-20
"1333","rec01333",2021-10-20,"EGEMKAV",29,100,"p01333",2021-09-20
"1334","rec01334",2021-10-11,"HHXKGEL",20,100,"p01334",2021-09-20
"1335","rec01335",2021-09-29,"SYTORYM",32,100,"p01335",2021-09-20
"1336","rec01336",2021-10-11,"SQSGJKE",23,100,"p01336",2021-09-20
"1337","rec01337",2021-09-27,"SSTAXQI",30,100,"p01337",2021-09-20
"1338","rec01338",2021-10-19,"HYDZHHX",28,100,"p01338",2021-09-20
"1339","rec01339",2021-10-02,"ZTGZKTM",21,100,"p01339",2021-09-21
"1340","rec01340",2021-10-02,"TNGDHJP",30,100,"p01340",2021-09-21
"1341","rec01341",2021-10-16,"VXEFQOX",28,100,"p01341",2021-09-21
"1342","rec01342",2021-09-23,"OOYJHIP",25,100,"p01342",2021-09-21
"1343","rec01343",2021-09-23,"RZFLQYR",35,100,"p01343",2021-09-21
"1344","rec01344",2021-10-23,"LQAVXXZ",34,100,"p01344",2021-09-21
"1345","rec01345",2021-09-22,"YRAFUEC",31,100,"p01345",2021-09-21
"1346","rec01346",2021-11-07,"KSKFCXR",32,100,"p01346",2021-09-21
"1347","rec01347",2021-09-29,"IBQYOZP",28,100,"p01347",2021-09-21
"1348","rec01348",2021-09-23,"YLLZVMX",27,100,"p01348",2021-09-21
"1349","rec01349",2021-11-24,"DWHFYBZ",28,100,"p01349",2021-09-21
"1350","rec01350",2021-09-29,"AXSQMGX",29,100,"p01350",2021-09-21
"1351","rec01351",2021-10-08,"LEEXFLN",32,100,"p01351",2021-09-21
"1352","rec01352",2021-10-11,"GSMNNGV",25,100,"p01352",2021-09-22
"1353","rec01353",2021-09-26,"GVGHLRS",28,100,"p01353",2021-09-22
"1354","rec01354",2021-09-23,"OCQCTNJ",23,100,"p01354",2021-09-22
"1355","rec01355",2021-10-30,"ZLBJNEZ",27,100,"p01355",2021-09-22
"1356","rec01356",2021-09-29,"BKSMRRP",26,100,"p01356",2021-09-22
"1357","rec01357",2021-10-15,"JYUIKCU",28,100,"p01357",2021-09-22
"1358","rec01358",2021-10-08,"EAJJSGD",33,100,"p01358",2021-09-22
"1359","rec01359",2021-11-14,"CHELCST",31,100,"p01359",2021-09-23
"1360","rec01360",2021-09-29,"FOOULLS",24,100,"p01360",2021-09-23
"1361","rec01361",2021-09-25,"SSJFRHE",37,100,"p01361",2021-09-23
"1362","rec01362",2021-10-04,"SDQJMPT",21,100,"p01362",2021-09-23
"1363","rec01363",2021-09-29,"KFFPQHJ",25,100,"p01363",2021-09-23
"1364","rec01364",2021-10-09,"TVUCGJP",26,100,"p01364",2021-09-23
"1365","rec01365",2021-09-26,"UTUSOYO",42,100,"p01365",2021-09-23
"1366","rec01366",2021-10-20,"OVEWHKG",20,100,"p01366",2021-09-23
"1367","rec01367",2021-10-17,"LOTXRLQ",31,100,"p01367",2021-09-23
"1368","rec01368",2021-09-23,"UWAOAMK",32,100,"p01368",2021-09-23
"1369","rec01369",2021-09-30,"UHQWAYW",34,100,"p01369",2021-09-24
"1370","rec01370",2021-10-12,"ZIOKYJU",30,100,"p01370",2021-09-24
"1371","rec01371",2021-10-06,"WONXCVF",28,100,"p01371",2021-09-24
"1372","rec01372",2021-10-14,"OPMOTZM",28,100,"p01372",2021-09-24
"1373","rec01373",2021-11-24,"LDXQGDP",27,100,"p01373",2021-09-24
"1374","rec01374",2021-10-27,"EMLLQRV",32,100,"p01374",2021-09-25
"1375","rec01375",2021-10-21,"TPCVNKA",25,100,"p01375",2021-09-25
"1376","rec01376",2021-10-15,"GFHJOGM",35,100,"p01376",2021-09-25
"1377","rec01377",2021-10-14,"UBQIHGU",32,100,"p01377",2021-09-25
"1378","rec01378",2021-10-03,"OYFMIFZ",29,100,"p01378",2021-09-25
"1379","rec01379",2021-10-02,"YXIUTSP",28,100,"p01379",2021-09-25
"1380","rec01380",2021-11-01,"VGLMRZA",39,100,"p01380",2021-09-25
"1381","rec01381",2021-09-30,"YEDIVIG",25,100,"p01381",2021-09-26
"1382","rec01382",2021-11-01,"IMMLUJJ",39,100,"p01382",2021-09-26
"1383","rec01383",2021-10-21,"CHPUIXH",27,100,"p01383",2021-09-26
"1384","rec01384",2021-10-03,"QAAFSNA",30,100,"p01384",2021-09-26
