"","disbursement_no","disbursement_date","sku","no_units_ordered","unit_cost","ap_no","ap_date"
"1019","dis01019",2021-11-15,"BVBHYVP",100,21,"ap01019",2021-07-18
"1020","dis01020",2021-08-16,"EAWPQWC",100,33,"ap01020",2021-07-17
"1021","dis01021",2021-08-21,"OGJGSMA",100,23,"ap01021",2021-08-03
"1022","dis01022",2021-11-30,"FSNZUZG",100,24,"ap01022",2021-08-27
"1023","dis01023",2021-09-04,"QHPAWDT",100,33,"ap01023",2021-07-31
"1024","dis01024",2021-08-25,"QFZOBTR",100,35,"ap01024",2021-08-03
"1025","dis01025",2021-09-26,"CXPXQVN",100,39,"ap01025",2021-07-20
"1026","dis01026",2021-08-20,"RQEFXCH",100,24,"ap01026",2021-08-13
"1027","dis01027",2021-08-22,"CWNGGXE",100,23,"ap01027",2021-08-05
"1028","dis01028",2021-08-06,"BBVKGVN",100,34,"ap01028",2021-07-29
"1029","dis01029",2021-11-05,"CAUKAWF",100,25,"ap01029",2021-08-06
"1030","dis01030",2021-11-07,"NGUWLYY",100,21,"ap01030",2021-07-24
"1031","dis01031",2021-08-13,"DLIDRJO",100,31,"ap01031",2021-07-27
"1032","dis01032",2022-02-16,"NWFLJEL",100,23,"ap01032",2021-08-29
"1033","dis01033",2021-08-19,"AUNXHDX",100,24,"ap01033",2021-07-25
"1034","dis01034",2021-09-09,"MDIBYEZ",100,19,"ap01034",2021-08-15
"1035","dis01035",2022-03-30,"MVAARYR",100,25,"ap01035",2021-08-17
"1036","dis01036",2022-12-08,"FCSGCTT",100,35,"ap01036",2021-08-19
"1037","dis01037",2022-02-01,"HPBXEHQ",100,28,"ap01037",2021-08-05
"1038","dis01038",2021-08-30,"JPLILCW",100,34,"ap01038",2021-08-14
"1039","dis01039",2021-07-26,"WFLLQKF",100,30,"ap01039",2021-07-27
"1040","dis01040",2021-08-19,"TOHGWKJ",100,31,"ap01040",2021-07-29
"1041","dis01041",2021-10-13,"TFGSIIP",100,28,"ap01041",2021-08-10
"1042","dis01042",2021-09-12,"AAFPBGX",100,28,"ap01042",2021-08-17
"1043","dis01043",2021-11-18,"XZNVYNB",100,27,"ap01043",2021-08-10
"1044","dis01044",2021-12-09,"OZVFQYT",100,31,"ap01044",2021-07-31
"1045","dis01045",2021-09-12,"YTEAFJC",100,19,"ap01045",2021-08-27
"1046","dis01046",2021-10-07,"NFITPMM",100,23,"ap01046",2021-08-10
"1047","dis01047",2021-09-13,"AKFLLOG",100,31,"ap01047",2021-09-09
"1048","dis01048",2021-10-12,"AMLFWVI",100,29,"ap01048",2021-08-19
"1049","dis01049",2021-12-30,"QQIYZNA",100,27,"ap01049",2021-08-09
"1050","dis01050",2021-08-25,"NTSXPWQ",100,33,"ap01050",2021-08-23
"1051","dis01051",2021-12-06,"FYROZUB",100,28,"ap01051",2021-08-25
"1052","dis01052",2021-09-23,"KQLRBPG",100,35,"ap01052",2021-09-12
"1053","dis01053",2021-09-02,"SPZNAGA",100,27,"ap01053",2021-08-16
"1054","dis01054",2021-10-30,"ASIJADV",100,23,"ap01054",2021-08-05
"1055","dis01055",2022-04-07,"KRLIBAG",100,31,"ap01055",2021-08-13
"1056","dis01056",2022-03-14,"NVAGCBN",100,28,"ap01056",2021-08-14
"1057","dis01057",2021-08-20,"PUDBCRY",100,23,"ap01057",2021-08-16
"1058","dis01058",2021-10-15,"IOWZHNT",100,28,"ap01058",2021-08-22
"1059","dis01059",2021-12-22,"DGRQBWZ",100,27,"ap01059",2021-09-04
"1060","dis01060",2021-09-10,"UHYIEFC",100,38,"ap01060",2021-08-06
"1061","dis01061",2021-08-24,"YZYZBCK",100,27,"ap01061",2021-08-05
"1062","dis01062",2021-10-30,"SLOJNZH",100,31,"ap01062",2021-08-24
"1063","dis01063",2021-12-05,"JNICTAY",100,31,"ap01063",2021-08-14
"1064","dis01064",2021-09-03,"LQXTBPT",100,25,"ap01064",2021-08-08
"1065","dis01065",2021-08-28,"BLLNUHU",100,36,"ap01065",2021-08-20
"1066","dis01066",2021-09-17,"UUHIVKA",100,24,"ap01066",2021-08-25
"1067","dis01067",2021-08-11,"TOVKPDX",100,34,"ap01067",2021-08-11
"1068","dis01068",2021-09-17,"ZGVDTEK",100,21,"ap01068",2021-09-05
"1069","dis01069",2021-10-01,"YRCHVMJ",100,30,"ap01069",2021-08-13
"1070","dis01070",2022-01-30,"VPVQLMA",100,24,"ap01070",2021-08-27
"1071","dis01071",2021-10-25,"UCFFTQU",100,24,"ap01071",2021-09-06
"1072","dis01072",2021-10-03,"DDFGJXI",100,41,"ap01072",2021-08-26
"1073","dis01073",2021-08-27,"YQFIDDC",100,30,"ap01073",2021-08-18
"1074","dis01074",2021-11-11,"RNHTFLN",100,30,"ap01074",2021-08-19
"1075","dis01075",2021-09-19,"EAYSXBJ",100,23,"ap01075",2021-08-17
"1076","dis01076",2022-01-11,"MGIWSUV",100,22,"ap01076",2021-08-15
"1077","dis01077",2021-10-23,"HQLCKYQ",100,28,"ap01077",2021-08-18
"1078","dis01078",2021-09-22,"QZYWKWM",100,32,"ap01078",2021-08-12
"1079","dis01079",2021-09-10,"KIWWRLF",100,26,"ap01079",2021-08-31
"1080","dis01080",2021-10-15,"FFUTXPP",100,29,"ap01080",2021-09-07
"1081","dis01081",2021-11-02,"NJFSIRL",100,28,"ap01081",2021-09-23
"1082","dis01082",2021-10-05,"IUIJPPK",100,30,"ap01082",2021-08-18
"1083","dis01083",2022-06-25,"DXXKKWE",100,31,"ap01083",2021-08-17
"1084","dis01084",2022-06-15,"HWHNRLM",100,33,"ap01084",2021-09-08
"1085","dis01085",2021-11-19,"HQRQXTL",100,39,"ap01085",2021-08-18
"1086","dis01086",2022-01-24,"ROTJPDH",100,35,"ap01086",2021-09-08
"1087","dis01087",2021-10-08,"QUXDQRH",100,26,"ap01087",2021-08-23
"1088","dis01088",2021-09-11,"VDXSZXM",100,34,"ap01088",2021-08-31
"1089","dis01089",2021-09-16,"ULBNCRK",100,30,"ap01089",2021-09-17
"1090","dis01090",2022-04-16,"XVFHYMW",100,28,"ap01090",2021-08-23
"1091","dis01091",2021-09-23,"SBYNXRT",100,27,"ap01091",2021-08-19
"1092","dis01092",2021-09-22,"VGYGOLP",100,26,"ap01092",2021-08-23
"1093","dis01093",2022-01-08,"KDVZVRR",100,30,"ap01093",2021-08-21
"1094","dis01094",2021-09-18,"QPLYRZV",100,37,"ap01094",2021-08-17
"1095","dis01095",2022-02-28,"AJKORUO",100,27,"ap01095",2021-10-02
"1096","dis01096",2021-08-25,"WVSHLRI",100,29,"ap01096",2021-08-22
"1097","dis01097",2021-08-28,"QUJTJNL",100,28,"ap01097",2021-08-22
"1098","dis01098",2022-02-26,"AQGBUFS",100,26,"ap01098",2021-08-19
"1099","dis01099",2021-09-12,"HGASBLF",100,28,"ap01099",2021-08-21
"1100","dis01100",2021-09-15,"JVLQBCP",100,31,"ap01100",2021-09-05
"1101","dis01101",2021-09-16,"BXZWUDX",100,30,"ap01101",2021-08-27
"1102","dis01102",2021-09-30,"DMSMFUG",100,36,"ap01102",2021-08-21
"1103","dis01103",2022-01-06,"ANMHCKF",100,35,"ap01103",2021-08-25
"1104","dis01104",2021-09-21,"QGURYVS",100,34,"ap01104",2021-09-05
"1105","dis01105",2021-09-19,"YAWXMBW",100,32,"ap01105",2021-08-30
"1106","dis01106",2021-11-25,"OEMBOTA",100,30,"ap01106",2021-09-24
"1107","dis01107",2022-05-02,"DHELEND",100,41,"ap01107",2021-09-04
"1108","dis01108",2021-12-14,"PYLGHKK",100,38,"ap01108",2021-08-22
"1109","dis01109",2021-09-08,"FMSQQSJ",100,25,"ap01109",2021-08-25
"1110","dis01110",2022-02-19,"SALWCWL",100,29,"ap01110",2021-10-23
"1111","dis01111",2021-09-29,"KCQLSNA",100,30,"ap01111",2021-08-26
"1112","dis01112",2021-10-19,"HGUTUBT",100,29,"ap01112",2021-09-19
"1113","dis01113",2022-03-21,"EKMTDVB",100,29,"ap01113",2021-08-25
"1114","dis01114",2022-04-14,"YYQNULM",100,28,"ap01114",2021-08-29
"1115","dis01115",2021-09-19,"ZJIDQTG",100,34,"ap01115",2021-08-29
"1116","dis01116",2022-01-04,"VWMGSTZ",100,31,"ap01116",2021-09-26
"1117","dis01117",2022-01-12,"DJXBTMZ",100,27,"ap01117",2021-10-30
"1118","dis01118",2021-09-01,"UVIRWZC",100,32,"ap01118",2021-09-01
"1119","dis01119",2021-12-10,"SFOBAQW",100,20,"ap01119",2021-08-29
"1120","dis01120",2021-09-04,"BIDMHPP",100,33,"ap01120",2021-08-25
"1121","dis01121",2021-11-19,"JXLWPFU",100,37,"ap01121",2021-09-04
"1122","dis01122",2021-08-28,"WBSAVLO",100,26,"ap01122",2021-08-25
"1123","dis01123",2021-10-20,"UPLNPQK",100,44,"ap01123",2021-08-27
"1124","dis01124",2021-09-16,"ACXRMSE",100,35,"ap01124",2021-08-27
"1125","dis01125",2021-11-12,"PCCJXQQ",100,24,"ap01125",2021-08-28
"1126","dis01126",2022-01-30,"TXDMNIY",100,30,"ap01126",2021-09-21
"1127","dis01127",2021-12-10,"JCWXKIX",100,32,"ap01127",2021-09-28
"1128","dis01128",2021-09-30,"RRNOCYR",100,32,"ap01128",2021-09-22
"1129","dis01129",2021-12-10,"GGSPOKR",100,35,"ap01129",2021-10-06
"1130","dis01130",2021-12-08,"ACNQHRE",100,34,"ap01130",2021-09-07
"1131","dis01131",2021-09-19,"MSGVMAQ",100,38,"ap01131",2021-09-19
"1132","dis01132",2021-11-12,"WKYTFIQ",100,24,"ap01132",2021-09-07
"1133","dis01133",2021-09-08,"PJIIAXD",100,37,"ap01133",2021-08-29
"1134","dis01134",2021-10-17,"BLXWDOX",100,43,"ap01134",2021-08-30
"1135","dis01135",2021-09-19,"HWMKHSA",100,28,"ap01135",2021-09-03
"1136","dis01136",2021-10-09,"COSVCQZ",100,22,"ap01136",2021-09-06
"1137","dis01137",2021-11-12,"IOZREKB",100,29,"ap01137",2021-09-05
"1138","dis01138",2021-10-17,"ZFAGHES",100,30,"ap01138",2021-09-22
"1139","dis01139",2021-10-11,"JEKNFSP",100,27,"ap01139",2021-08-29
"1140","dis01140",2021-12-14,"JNUQWRR",100,27,"ap01140",2021-09-20
"1141","dis01141",2021-11-04,"EQUSJXR",100,31,"ap01141",2021-10-23
"1142","dis01142",2022-01-26,"ERFSOLQ",100,27,"ap01142",2021-09-30
"1143","dis01143",2021-11-25,"HAFSODN",100,38,"ap01143",2021-10-02
"1144","dis01144",2021-10-07,"QTRIZYW",100,23,"ap01144",2021-09-05
"1145","dis01145",2021-11-18,"FDCZBKW",100,13,"ap01145",2021-08-30
"1146","dis01146",2021-11-11,"GGZXOCK",100,19,"ap01146",2021-08-31
"1147","dis01147",2021-09-19,"SJAUHQH",100,37,"ap01147",2021-09-09
"1148","dis01148",2021-11-04,"AQWFHRW",100,37,"ap01148",2021-10-27
"1149","dis01149",2022-01-17,"OSHEUNF",100,26,"ap01149",2021-09-20
"1150","dis01150",2021-10-08,"YIYWLBC",100,26,"ap01150",2021-09-07
"1151","dis01151",2023-02-06,"CCEXJHP",100,31,"ap01151",2021-09-20
"1152","dis01152",2021-12-17,"NQYOVOP",100,35,"ap01152",2021-09-30
"1153","dis01153",2021-09-12,"DNCFXFI",100,21,"ap01153",2021-09-09
"1154","dis01154",2021-10-25,"FKZURXB",100,27,"ap01154",2021-09-05
"1155","dis01155",2021-12-19,"PRWHNRV",100,34,"ap01155",2021-09-28
"1156","dis01156",2021-10-13,"CQWSBHP",100,31,"ap01156",2021-09-01
"1157","dis01157",2022-06-23,"CJDWKVI",100,25,"ap01157",2021-09-29
"1158","dis01158",2021-10-29,"DXVEUKJ",100,32,"ap01158",2021-09-02
"1159","dis01159",2021-09-06,"SARYBPA",100,30,"ap01159",2021-08-31
"1160","dis01160",2021-12-13,"MGIHQCY",100,30,"ap01160",2021-08-31
"1161","dis01161",2021-09-27,"OPFUHLG",100,32,"ap01161",2021-09-03
"1162","dis01162",2021-12-21,"UFKQHPZ",100,37,"ap01162",2021-09-13
"1163","dis01163",2022-02-01,"FOLPBVP",100,27,"ap01163",2021-10-09
"1164","dis01164",2021-10-04,"HQUVZEJ",100,34,"ap01164",2021-09-10
"1165","dis01165",2022-01-04,"BYIDVQD",100,24,"ap01165",2021-09-09
"1166","dis01166",2021-10-05,"AMQVIAL",100,35,"ap01166",2021-09-10
"1167","dis01167",2021-10-25,"DTUWRLA",100,23,"ap01167",2021-09-12
"1168","dis01168",2021-10-01,"QJSPMCX",100,27,"ap01168",2021-09-06
"1169","dis01169",2022-03-31,"ZQDOWGJ",100,29,"ap01169",2021-09-15
"1170","dis01170",2021-11-09,"HVORRYT",100,28,"ap01170",2021-10-04
"1171","dis01171",2022-03-05,"TFTNWPP",100,24,"ap01171",2021-09-05
"1172","dis01172",2021-12-03,"ZFWFGIX",100,35,"ap01172",2021-10-04
"1173","dis01173",2021-10-05,"XFYDYRL",100,26,"ap01173",2021-09-05
"1174","dis01174",2022-03-04,"YNXHEBF",100,28,"ap01174",2021-09-16
"1175","dis01175",2021-10-09,"TBDSHMI",100,26,"ap01175",2021-09-02
"1176","dis01176",2021-09-26,"NEGIGAL",100,39,"ap01176",2021-09-15
"1177","dis01177",2021-09-26,"MCNOLPW",100,27,"ap01177",2021-09-19
"1178","dis01178",2021-10-07,"BKSBMYF",100,27,"ap01178",2021-09-18
"1179","dis01179",2022-07-05,"DWOLSSW",100,22,"ap01179",2021-09-21
"1180","dis01180",2021-12-03,"FCCLMUJ",100,19,"ap01180",2021-09-04
"1181","dis01181",2022-05-15,"MUDTEMC",100,33,"ap01181",2021-09-25
"1182","dis01182",2022-05-26,"KGXRRIA",100,20,"ap01182",2021-10-08
"1183","dis01183",2021-11-21,"KEGAYLX",100,23,"ap01183",2021-09-12
"1184","dis01184",2021-10-30,"YXZSNIC",100,35,"ap01184",2021-09-17
"1185","dis01185",2021-12-03,"VCQHODG",100,24,"ap01185",2021-09-06
"1186","dis01186",2021-10-08,"FOLPURS",100,37,"ap01186",2021-09-06
"1187","dis01187",2021-10-25,"RIWCMEQ",100,42,"ap01187",2021-10-12
"1188","dis01188",2022-02-18,"BKVYYWY",100,25,"ap01188",2021-09-07
"1189","dis01189",2021-11-29,"PDOROIS",100,35,"ap01189",2021-09-07
"1190","dis01190",2021-11-17,"XCNFMAY",100,25,"ap01190",2021-11-10
"1191","dis01191",2021-10-14,"VXAAYIW",100,36,"ap01191",2021-09-09
"1192","dis01192",2022-02-27,"ZJCESRZ",100,31,"ap01192",2021-10-15
"1193","dis01193",2021-10-07,"KCLOMUE",100,28,"ap01193",2021-09-25
"1194","dis01194",2022-02-06,"ZHMHASO",100,30,"ap01194",2021-10-25
"1195","dis01195",2022-02-09,"JDGPAWW",100,25,"ap01195",2021-10-05
"1196","dis01196",2021-10-08,"DSHGXTW",100,25,"ap01196",2021-09-07
"1197","dis01197",2022-01-16,"VBQSFHI",100,24,"ap01197",2021-09-21
"1198","dis01198",2021-11-01,"ZOONWEH",100,25,"ap01198",2021-09-25
"1199","dis01199",2021-09-22,"BISJXTL",100,26,"ap01199",2021-09-13
"1200","dis01200",2022-03-02,"HRVYLQI",100,34,"ap01200",2021-09-16
"1201","dis01201",2022-01-20,"SKOIKDV",100,36,"ap01201",2021-09-09
"1202","dis01202",2021-09-19,"DIRTWYR",100,26,"ap01202",2021-09-11
"1203","dis01203",2021-11-17,"BAYIRTP",100,26,"ap01203",2021-10-04
"1204","dis01204",2021-11-11,"CSEYOLP",100,28,"ap01204",2021-09-16
"1205","dis01205",2021-12-04,"BPQUSMP",100,26,"ap01205",2021-09-16
"1206","dis01206",2022-02-07,"WUSWXXN",100,30,"ap01206",2021-09-14
"1207","dis01207",2021-10-16,"QVSRRDF",100,31,"ap01207",2021-09-12
"1208","dis01208",2022-01-26,"PCIQYVA",100,31,"ap01208",2021-09-15
"1209","dis01209",2022-01-22,"CQOZYZD",100,28,"ap01209",2021-09-18
"1210","dis01210",2021-10-15,"HSAFBZR",100,33,"ap01210",2021-09-06
"1211","dis01211",2022-05-11,"LZJFUOG",100,32,"ap01211",2021-09-23
"1212","dis01212",2021-09-25,"DZYOEZX",100,36,"ap01212",2021-09-17
"1213","dis01213",2021-09-14,"DRPNGWX",100,34,"ap01213",2021-09-09
"1214","dis01214",2021-10-18,"CDFGTPX",100,20,"ap01214",2021-09-09
"1215","dis01215",2021-10-21,"BWFCPZB",100,22,"ap01215",2021-10-01
"1216","dis01216",2021-09-29,"LAHDFVE",100,24,"ap01216",2021-09-24
"1217","dis01217",2021-10-21,"XNJZOPC",100,21,"ap01217",2021-09-22
"1218","dis01218",2021-09-29,"YPNPGIS",100,27,"ap01218",2021-09-09
"1219","dis01219",2021-10-27,"NKYFQFQ",100,28,"ap01219",2021-09-30
"1220","dis01220",2022-01-30,"WBTVATB",100,30,"ap01220",2021-09-25
"1221","dis01221",2021-11-28,"GXBLFDO",100,36,"ap01221",2021-09-14
"1222","dis01222",2021-11-25,"KHZEJIK",100,25,"ap01222",2021-09-23
"1223","dis01223",2021-09-22,"FTHFUWN",100,26,"ap01223",2021-09-18
"1224","dis01224",2021-10-27,"ZDBIPKM",100,33,"ap01224",2021-10-26
"1225","dis01225",2021-11-13,"REIICRG",100,28,"ap01225",2021-09-12
"1226","dis01226",2021-10-25,"WKZLBWC",100,33,"ap01226",2021-09-14
"1227","dis01227",2021-10-06,"VIAEIPW",100,21,"ap01227",2021-10-01
"1228","dis01228",2022-03-21,"QYRPIJU",100,25,"ap01228",2021-09-21
"1229","dis01229",2021-09-23,"IRRMNIC",100,32,"ap01229",2021-09-15
"1230","dis01230",2021-11-02,"EJFGZQF",100,26,"ap01230",2021-10-01
"1231","dis01231",2021-11-24,"HNCLGJR",100,34,"ap01231",2021-09-17
"1232","dis01232",2021-10-18,"HREBITI",100,28,"ap01232",2021-09-10
"1233","dis01233",2021-09-25,"SGXWMIM",100,36,"ap01233",2021-09-11
"1234","dis01234",2021-11-03,"GBNHGAR",100,24,"ap01234",2021-09-13
"1235","dis01235",2021-10-05,"OLPNNCT",100,32,"ap01235",2021-09-24
"1236","dis01236",2021-12-01,"WXUHQKN",100,28,"ap01236",2021-11-29
"1237","dis01237",2021-12-18,"HFXZFIE",100,29,"ap01237",2021-09-15
"1238","dis01238",2021-09-19,"PCNNLXK",100,24,"ap01238",2021-09-15
"1239","dis01239",2021-11-05,"FCGLFWA",100,23,"ap01239",2021-09-15
"1240","dis01240",2021-10-28,"UQTIPFY",100,29,"ap01240",2021-10-05
"1241","dis01241",2022-03-09,"VNTYNAT",100,26,"ap01241",2021-10-16
"1242","dis01242",2021-10-07,"LSOVTAZ",100,35,"ap01242",2021-09-12
"1243","dis01243",2021-12-24,"HDQSOJS",100,36,"ap01243",2021-09-25
"1244","dis01244",2021-11-01,"CHKBIFL",100,44,"ap01244",2021-10-03
"1245","dis01245",2021-10-11,"WNUCCOD",100,28,"ap01245",2021-09-12
"1246","dis01246",2021-12-07,"PARIMCC",100,28,"ap01246",2021-10-15
"1247","dis01247",2022-02-17,"LZPJINE",100,40,"ap01247",2021-10-22
"1248","dis01248",2021-12-11,"WGTTZIU",100,37,"ap01248",2021-12-02
"1249","dis01249",2021-10-18,"JTGPCMX",100,20,"ap01249",2021-09-22
"1250","dis01250",2021-12-22,"DKHDSFJ",100,32,"ap01250",2021-09-15
"1251","dis01251",2021-09-30,"PNJLBGS",100,24,"ap01251",2021-09-15
"1252","dis01252",2022-02-03,"YADKWWI",100,35,"ap01252",2021-09-13
"1253","dis01253",2022-01-05,"GSFWBUM",100,27,"ap01253",2021-10-05
"1254","dis01254",2022-03-31,"YYKNTSI",100,26,"ap01254",2021-09-20
"1255","dis01255",2021-12-10,"AOHAAQP",100,26,"ap01255",2021-10-12
"1256","dis01256",2022-02-22,"LAFECHF",100,21,"ap01256",2021-10-06
"1257","dis01257",2021-11-20,"HECJLGC",100,21,"ap01257",2021-09-19
"1258","dis01258",2021-10-15,"PSFUVEK",100,33,"ap01258",2021-09-15
"1259","dis01259",2021-11-28,"IXTTTUP",100,30,"ap01259",2021-09-17
"1260","dis01260",2021-11-24,"UFPNYQU",100,29,"ap01260",2021-09-14
"1261","dis01261",2021-10-15,"FOWFQEX",100,22,"ap01261",2021-09-18
"1262","dis01262",2021-09-14,"UGTLINX",100,24,"ap01262",2021-09-14
"1263","dis01263",2021-11-14,"KZPDLNB",100,29,"ap01263",2021-09-15
"1264","dis01264",2022-03-19,"CNXUPSP",100,27,"ap01264",2021-09-14
"1265","dis01265",2022-04-14,"MSOOMOE",100,39,"ap01265",2021-09-22
"1266","dis01266",2021-10-14,"RKUJMCE",100,33,"ap01266",2021-09-23
"1267","dis01267",2021-11-29,"FERWNHD",100,24,"ap01267",2021-09-26
"1268","dis01268",2021-11-13,"PVUHLMM",100,30,"ap01268",2021-09-19
"1269","dis01269",2021-11-12,"PBMNYBN",100,29,"ap01269",2021-10-19
"1270","dis01270",2021-12-30,"RYJGRGI",100,29,"ap01270",2021-10-03
"1271","dis01271",2021-12-20,"KIWCKNW",100,26,"ap01271",2021-10-04
"1272","dis01272",2021-11-14,"TKJLTHQ",100,31,"ap01272",2021-09-30
"1273","dis01273",2021-10-05,"HWSYXJF",100,28,"ap01273",2021-09-29
"1274","dis01274",2021-12-10,"QMCURTP",100,38,"ap01274",2021-09-17
"1275","dis01275",2022-05-26,"KGOLEPF",100,32,"ap01275",2021-09-14
"1276","dis01276",2021-10-11,"RBJRJDG",100,25,"ap01276",2021-09-18
"1277","dis01277",2021-12-04,"TCKRQPE",100,31,"ap01277",2021-10-28
"1278","dis01278",2022-03-24,"SQEWGMD",100,24,"ap01278",2021-09-28
"1279","dis01279",2021-09-29,"DJYHXZE",100,28,"ap01279",2021-09-22
"1280","dis01280",2021-12-17,"AWOOKVD",100,32,"ap01280",2021-09-17
"1281","dis01281",2022-02-14,"PACBZDC",100,28,"ap01281",2021-09-15
"1282","dis01282",2021-12-14,"KVRTWFJ",100,31,"ap01282",2021-09-22
"1283","dis01283",2021-11-30,"VKXJOXA",100,27,"ap01283",2021-10-08
"1284","dis01284",2022-03-10,"NRSVPGR",100,28,"ap01284",2021-10-09
"1285","dis01285",2022-07-18,"AIZQJBO",100,30,"ap01285",2021-10-05
"1286","dis01286",2021-12-07,"KIVAAKN",100,23,"ap01286",2021-09-17
"1287","dis01287",2021-10-22,"WXOVRWM",100,28,"ap01287",2021-10-11
"1288","dis01288",2022-02-25,"LPGQHSK",100,33,"ap01288",2021-09-26
"1289","dis01289",2021-12-25,"SOEOLLF",100,27,"ap01289",2021-10-13
"1290","dis01290",2022-02-14,"LAYGBLC",100,32,"ap01290",2021-09-18
"1291","dis01291",2021-10-07,"UVAFIBT",100,40,"ap01291",2021-10-06
"1292","dis01292",2021-10-18,"MPGMAVA",100,28,"ap01292",2021-09-18
"1293","dis01293",2022-02-17,"TJDBHGE",100,36,"ap01293",2021-10-12
"1294","dis01294",2022-05-20,"CPKRKYN",100,32,"ap01294",2021-11-05
"1295","dis01295",2021-11-16,"RJONYJZ",100,29,"ap01295",2021-09-28
"1296","dis01296",2021-10-09,"LCZIXUY",100,42,"ap01296",2021-09-23
"1297","dis01297",2021-12-16,"ZOWEBTG",100,19,"ap01297",2021-12-11
"1298","dis01298",2021-11-10,"QYUVOOW",100,30,"ap01298",2021-10-11
"1299","dis01299",2022-07-14,"AVMWBWQ",100,27,"ap01299",2021-09-23
"1300","dis01300",2021-12-24,"DJCGRXL",100,24,"ap01300",2021-10-26
"1301","dis01301",2021-09-28,"RSFRTNX",100,38,"ap01301",2021-09-25
"1302","dis01302",2022-04-08,"ACDOAAZ",100,35,"ap01302",2021-09-24
"1303","dis01303",2021-12-12,"DLWFVYS",100,36,"ap01303",2021-10-22
"1304","dis01304",2021-11-26,"HRKRRLQ",100,29,"ap01304",2021-09-29
"1305","dis01305",2021-12-27,"MUGIRQP",100,32,"ap01305",2021-10-23
"1306","dis01306",2021-11-06,"EXWXLCR",100,34,"ap01306",2021-10-05
"1307","dis01307",2022-01-16,"NWWCCNR",100,28,"ap01307",2021-10-18
"1308","dis01308",2021-09-22,"DNZKHES",100,30,"ap01308",2021-09-19
"1309","dis01309",2022-03-14,"YLHGYSU",100,32,"ap01309",2021-09-23
"1310","dis01310",2021-12-02,"EKSHFFF",100,25,"ap01310",2021-09-18
"1311","dis01311",2022-01-07,"WNRXNTY",100,28,"ap01311",2021-09-24
"1312","dis01312",2023-01-03,"WISKVJZ",100,31,"ap01312",2021-09-25
"1313","dis01313",2021-11-16,"PLTFTLO",100,39,"ap01313",2021-09-29
"1314","dis01314",2022-03-14,"RVWHPYH",100,30,"ap01314",2021-12-05
"1315","dis01315",2021-11-06,"DKSFRAH",100,26,"ap01315",2021-09-21
"1316","dis01316",2021-11-07,"PQEAEBU",100,27,"ap01316",2021-10-02
"1317","dis01317",2021-12-15,"JLJCCDG",100,33,"ap01317",2021-09-27
"1318","dis01318",2021-10-30,"UJWWEOV",100,21,"ap01318",2021-10-06
"1319","dis01319",2021-11-17,"JRFOCFG",100,27,"ap01319",2021-10-25
"1320","dis01320",2021-12-01,"LPIQMYE",100,35,"ap01320",2021-09-30
"1321","dis01321",2022-01-20,"JTDUJAK",100,30,"ap01321",2021-09-30
"1322","dis01322",2022-02-27,"SMPLBAD",100,35,"ap01322",2021-11-10
"1323","dis01323",2022-01-05,"PJRXZDR",100,34,"ap01323",2021-10-15
"1324","dis01324",2021-11-07,"YOLKAXD",100,35,"ap01324",2021-10-14
"1325","dis01325",2022-06-27,"TXSDEVE",100,41,"ap01325",2021-11-30
"1326","dis01326",2021-10-08,"JUICJYE",100,32,"ap01326",2021-09-28
"1327","dis01327",2021-12-08,"UQNSAXO",100,28,"ap01327",2021-09-26
"1328","dis01328",2021-10-16,"TJWFTRB",100,31,"ap01328",2021-09-28
"1329","dis01329",2021-10-11,"KNZKLAS",100,22,"ap01329",2021-10-02
"1330","dis01330",2022-02-20,"JRTDEXE",100,23,"ap01330",2021-09-28
"1331","dis01331",2022-03-19,"ADOSYIO",100,26,"ap01331",2021-09-27
"1332","dis01332",2022-01-05,"MFZHIXG",100,38,"ap01332",2021-09-29
"1333","dis01333",2021-10-27,"EGEMKAV",100,29,"ap01333",2021-10-21
"1334","dis01334",2021-12-20,"HHXKGEL",100,20,"ap01334",2021-10-12
"1335","dis01335",2021-10-24,"SYTORYM",100,32,"ap01335",2021-09-30
"1336","dis01336",2021-10-11,"SQSGJKE",100,23,"ap01336",2021-10-12
"1337","dis01337",2022-03-07,"SSTAXQI",100,30,"ap01337",2021-09-28
"1338","dis01338",2022-07-12,"HYDZHHX",100,28,"ap01338",2021-10-20
"1339","dis01339",2021-11-08,"ZTGZKTM",100,21,"ap01339",2021-10-03
"1340","dis01340",2021-11-26,"TNGDHJP",100,30,"ap01340",2021-10-03
"1341","dis01341",2021-12-08,"VXEFQOX",100,28,"ap01341",2021-10-17
"1342","dis01342",2021-10-23,"OOYJHIP",100,25,"ap01342",2021-09-24
"1343","dis01343",2021-11-04,"RZFLQYR",100,35,"ap01343",2021-09-24
"1344","dis01344",2021-11-04,"LQAVXXZ",100,34,"ap01344",2021-10-24
"1345","dis01345",2021-12-22,"YRAFUEC",100,31,"ap01345",2021-09-23
"1346","dis01346",2022-01-05,"KSKFCXR",100,32,"ap01346",2021-11-08
"1347","dis01347",2021-11-03,"IBQYOZP",100,28,"ap01347",2021-09-30
"1348","dis01348",2021-12-22,"YLLZVMX",100,27,"ap01348",2021-09-24
"1349","dis01349",2021-12-26,"DWHFYBZ",100,28,"ap01349",2021-11-25
"1350","dis01350",2021-10-06,"AXSQMGX",100,29,"ap01350",2021-09-30
