"no","customer_no","invoice_no","amount","shipper_no","shipper_date"
"96121","c00166","i95989",58,"s98059",2022-01-04
"96122","c00403","i95963",102,"s98060",2022-01-04
"96123","c00324","i95899",116,"s98061",2022-01-04
"96125","c00899","i95941",51,"s98224",2022-01-05
"96126","c00777","i96089",138,"s98225",2022-01-05
"96127","c00529","i95905",78,"s98226",2022-01-05
"96129","c00416","i95912",176,"s98381",2022-01-06
"96130","c00144","i96107",279,"s98382",2022-01-06
"96131","c00899","i96138",30,"s98519",2022-01-07
"96132","c00370","i95965",345,"s98520",2022-01-07
"96133","c00246","i96090",84,"s98521",2022-01-07
"96134","c00698","i96040",351,"s98655",2022-01-08
"96135","c00749","i95969",168,"s98656",2022-01-08
"96137","c00961","i96120",32,"s98797",2022-01-09
"96138","c00187","i96108",114,"s98798",2022-01-09
"96139","c00477","i96137",186,"s98799",2022-01-09
"96142","c00142","i96121",216,"s98914",2022-01-10
"96144","c00810","i96115",186,"s99017",2022-01-11
"96145","c00566","i95956",174,"s99018",2022-01-11
"96146","c00215","i95951",186,"s99108",2022-01-12
"96147","c00382","i96162",384,"s99189",2022-01-13
"96149","c00889","i95953",62,"s99260",2022-01-14
"96150","c00854","i96044",320,"s99261",2022-01-14
"96153","c00244","i96113",0,"s99416",2022-01-16
"96154","c00399","i96057",174,"s99460",2022-01-17
"96155","c00206","i96128",450,"s99461",2022-01-17
"96156","c00227","i95919",264,"s99552",2022-01-19
"96159","c00737","i96106",315,"s99697",2022-01-23
"96160","c00660","i96163",0,"s99748",2022-01-25
"96161","c00246","i95961",69,"s99793",2022-01-27
"96163","c00291","i96139",0,"s99874",2022-02-01
"96165","c00635","i96009",0,"s99896",2022-02-03
"96174","c00106","i96354",75,"s93714",2021-12-18
"96175","c00697","i96375",56,"s93715",2021-12-18
"96177","c00158","i96313",180,"s93717",2021-12-18
"96178","c00654","i96271",0,"s93718",2021-12-18
"96179","c00132","i96445",256,"s93719",2021-12-18
"96181","c00368","i96263",120,"s93721",2021-12-18
"96182","c00223","i96438",108,"s93722",2021-12-18
"96183","c00927","i96469",160,"s93723",2021-12-18
"96192","c00504","i96428",186,"s93969",2021-12-19
"96193","c00764","i96272",180,"s93970",2021-12-19
"96194","c00510","i96378",52,"s93971",2021-12-19
"96195","c00711","i96471",240,"s93972",2021-12-19
"96196","c00366","i96177",0,"s93973",2021-12-19
"96197","c00404","i96318",234,"s93974",2021-12-19
"96198","c00258","i96169",44,"s93975",2021-12-19
"96199","c00872","i96443",0,"s93976",2021-12-19
"96200","c00435","i96284",72,"s93977",2021-12-19
"96201","c00187","i96238",420,"s93978",2021-12-19
"96202","c00885","i96214",0,"s93979",2021-12-19
"96203","c00368","i96221",69,"s93980",2021-12-19
"96204","c00833","i96227",35,"s93981",2021-12-19
"96205","c00077","i96356",68,"s93982",2021-12-19
"96206","c00717","i96286",0,"s93983",2021-12-19
"96207","c00698","i96231",360,"s93984",2021-12-19
"96208","c00500","i96421",128,"s93985",2021-12-19
"96209","c00059","i96312",348,"s93986",2021-12-19
"96210","c00763","i96327",400,"s93987",2021-12-19
"96211","c00682","i96359",630,"s93988",2021-12-19
"96212","c00803","i96182",123,"s93989",2021-12-19
"96213","c00461","i96460",100,"s93990",2021-12-19
"96214","c00201","i96393",168,"s93991",2021-12-19
"96215","c00441","i96239",128,"s93992",2021-12-19
"96224","c00683","i96462",216,"s94211",2021-12-20
"96225","c00704","i96280",132,"s94212",2021-12-20
"96226","c00762","i96450",420,"s94213",2021-12-20
"96227","c00768","i96423",102,"s94214",2021-12-20
"96228","c00364","i96425",208,"s94215",2021-12-20
"96229","c00958","i96440",156,"s94216",2021-12-20
"96230","c00303","i96249",186,"s94217",2021-12-20
"96231","c00161","i96315",75,"s94218",2021-12-20
"96232","c00473","i96304",56,"s94219",2021-12-20
"96233","c00126","i96254",174,"s94220",2021-12-20
"96234","c00010","i96306",312,"s94221",2021-12-20
"96237","c00569","i96260",45,"s94224",2021-12-20
"96238","c00711","i96316",68,"s94225",2021-12-20
"96246","c00961","i96351",96,"s94444",2021-12-21
"96247","c00530","i96183",228,"s94445",2021-12-21
"96248","c00904","i96321",120,"s94446",2021-12-21
"96249","c00006","i96467",102,"s94447",2021-12-21
"96250","c00403","i96203",150,"s94448",2021-12-21
"96251","c00399","i96415",90,"s94449",2021-12-21
"96252","c00370","i96210",555,"s94450",2021-12-21
"96253","c00244","i96247",162,"s94451",2021-12-21
"96254","c00271","i96403",68,"s94452",2021-12-21
"96255","c00947","i96198",128,"s94453",2021-12-21
"96256","c00622","i96220",74,"s94454",2021-12-21
"96257","c00528","i96408",56,"s94455",2021-12-21
"96258","c00073","i96236",87,"s94456",2021-12-21
"96262","c00069","i96226",174,"s94701",2021-12-22
"96263","c00181","i96342",248,"s94702",2021-12-22
"96264","c00617","i96211",264,"s94703",2021-12-22
"96265","c00367","i96262",156,"s94704",2021-12-22
"96266","c00131","i96345",176,"s94705",2021-12-22
"96267","c00302","i96202",420,"s94706",2021-12-22
"96268","c00008","i96302",186,"s94707",2021-12-22
"96269","c00843","i96275",0,"s94708",2021-12-22
"96270","c00221","i96452",348,"s94709",2021-12-22
"96271","c00835","i96188",384,"s94710",2021-12-22
"96272","c00197","i96292",240,"s94711",2021-12-22
"96273","c00412","i96278",90,"s94712",2021-12-22
"96274","c00392","i96417",136,"s94713",2021-12-22
"96275","c00251","i96401",36,"s94714",2021-12-22
"96276","c00064","i96235",54,"s94715",2021-12-22
"96277","c00834","i96442",224,"s94716",2021-12-22
"96278","c00578","i96219",58,"s94717",2021-12-22
"96279","c00343","i96361",120,"s94718",2021-12-22
"96280","c00887","i96291",58,"s94719",2021-12-22
"96285","c00108","i96360",0,"s94956",2021-12-23
"96286","c00515","i96250",186,"s94957",2021-12-23
"96287","c00333","i96414",56,"s94958",2021-12-23
"96288","c00111","i96193",252,"s94959",2021-12-23
"96289","c00654","i96285",90,"s94960",2021-12-23
"96290","c00097","i96314",24,"s94961",2021-12-23
"96291","c00613","i96389",204,"s94962",2021-12-23
"96292","c00107","i96331",256,"s94963",2021-12-23
"96293","c00568","i96333",368,"s94964",2021-12-23
"96294","c00280","i96194",108,"s94965",2021-12-23
"96295","c00007","i96352",0,"s94966",2021-12-23
"96296","c00849","i96264",114,"s94967",2021-12-23
"96297","c00214","i96407",33,"s94968",2021-12-23
"96298","c00175","i96337",308,"s94969",2021-12-23
"96299","c00315","i96463",162,"s94970",2021-12-23
"96300","c00166","i96451",432,"s94971",2021-12-23
"96302","c00315","i96449",88,"s94973",2021-12-23
"96307","c00118","i96436",360,"s95246",2021-12-24
"96308","c00093","i96269",160,"s95247",2021-12-24
"96309","c00516","i96309",132,"s95248",2021-12-24
"96310","c00151","i96266",0,"s95249",2021-12-24
"96311","c00023","i96372",87,"s95250",2021-12-24
"96312","c00118","i96245",360,"s95251",2021-12-24
"96321","c00234","i96411",0,"s95496",2021-12-25
"96322","c00031","i96253",0,"s95497",2021-12-25
"96323","c00345","i96392",435,"s95498",2021-12-25
"96324","c00673","i96297",342,"s95499",2021-12-25
"96325","c00261","i96444",60,"s95500",2021-12-25
"96326","c00485","i96173",615,"s95501",2021-12-25
"96327","c00189","i96257",140,"s95502",2021-12-25
"96328","c00317","i96189",240,"s95503",2021-12-25
"96329","c00867","i96466",144,"s95504",2021-12-25
"96330","c00356","i96174",108,"s95505",2021-12-25
"96331","c00608","i96242",0,"s95506",2021-12-25
"96332","c00971","i96217",396,"s95507",2021-12-25
"96335","c00358","i96212",180,"s95761",2021-12-26
"96337","c00428","i96448",198,"s95763",2021-12-26
"96338","c00576","i96230",34,"s95764",2021-12-26
"96339","c00453","i96259",140,"s95765",2021-12-26
"96340","c00512","i96433",192,"s95766",2021-12-26
"96341","c00364","i96326",120,"s95767",2021-12-26
"96342","c00601","i96273",648,"s95768",2021-12-26
"96343","c00406","i96400",150,"s95769",2021-12-26
"96344","c00277","i96395",76,"s95770",2021-12-26
"96348","c00096","i96320",300,"s96019",2021-12-27
"96349","c00835","i96412",100,"s96020",2021-12-27
"96350","c00582","i96213",25,"s96021",2021-12-27
"96351","c00297","i96405",132,"s96022",2021-12-27
"96352","c00816","i96276",348,"s96023",2021-12-27
"96353","c00576","i96216",108,"s96024",2021-12-27
"96354","c00702","i96277",336,"s96025",2021-12-27
"96355","c00434","i96282",210,"s96026",2021-12-27
"96359","c00982","i96289",285,"s96273",2021-12-28
"96360","c00798","i96435",29,"s96274",2021-12-28
"96363","c00034","i96371",0,"s96277",2021-12-28
"96365","c00173","i96317",138,"s96279",2021-12-28
"96366","c00378","i96464",168,"s96280",2021-12-28
"96367","c00396","i96334",279,"s96527",2021-12-29
"96368","c00304","i96270",68,"s96528",2021-12-29
"96369","c00232","i96192",75,"s96529",2021-12-29
"96370","c00295","i96424",0,"s96530",2021-12-29
"96376","c00484","i96185",99,"s96809",2021-12-30
"96377","c00523","i96223",112,"s96810",2021-12-30
"96379","c00835","i96218",84,"s96812",2021-12-30
"96380","c00992","i96388",256,"s96813",2021-12-30
"96383","c00682","i96397",30,"s97092",2021-12-31
"96384","c00607","i96200",84,"s97093",2021-12-31
"96389","c00279","i96233",120,"s97341",2022-01-01
"96390","c00994","i96426",69,"s97342",2022-01-01
"96391","c00113","i96191",252,"s97343",2022-01-01
"96392","c00982","i96311",162,"s97344",2022-01-01
"96393","c00114","i96208",42,"s97345",2022-01-01
"96394","c00087","i96237",66,"s97346",2022-01-01
"96395","c00418","i96456",144,"s97347",2022-01-01
"96396","c00295","i96458",62,"s97348",2022-01-01
"96399","c00262","i96406",148,"s97592",2022-01-02
"96400","c00404","i96199",112,"s97593",2022-01-02
"96401","c00730","i96167",30,"s97594",2022-01-02
"96402","c00160","i96307",360,"s97595",2022-01-02
"96405","c00716","i96205",360,"s97847",2022-01-03
"96406","c00607","i96432",124,"s97848",2022-01-03
"96407","c00298","i96195",276,"s97849",2022-01-03
"96408","c00377","i96367",54,"s97850",2022-01-03
"96409","c00749","i96431",369,"s97851",2022-01-03
"96410","c00536","i96301",63,"s97852",2022-01-03
"96411","c00526","i96287",224,"s97853",2022-01-03
"96412","c00357","i96381",148,"s97854",2022-01-03
"96413","c00288","i96325",156,"s97855",2022-01-03
"96418","c00771","i96387",162,"s98066",2022-01-04
"96421","c00662","i96468",46,"s98228",2022-01-05
"96422","c00773","i96355",75,"s98229",2022-01-05
"96423","c00935","i96430",33,"s98230",2022-01-05
"96424","c00766","i96418",102,"s98231",2022-01-05
"96425","c00619","i96429",124,"s98232",2022-01-05
"96426","c00539","i96357",0,"s98233",2022-01-05
"96427","c00828","i96240",138,"s98234",2022-01-05
"96428","c00912","i96377",75,"s98235",2022-01-05
"96429","c00781","i96234",93,"s98383",2022-01-06
"96430","c00062","i96241",66,"s98384",2022-01-06
"96433","c00317","i96215",112,"s98523",2022-01-07
"96434","c00708","i96166",108,"s98524",2022-01-07
"96436","c00589","i96201",0,"s98658",2022-01-08
"96437","c00931","i96323",198,"s98659",2022-01-08
"96438","c00459","i96439",138,"s98660",2022-01-08
"96440","c00835","i96186",96,"s98801",2022-01-09
"96441","c00382","i96184",108,"s98802",2022-01-09
"96442","c00325","i96207",144,"s98803",2022-01-09
"96445","c00120","i96283",96,"s98917",2022-01-10
"96447","c00157","i96168",168,"s99020",2022-01-11
"96448","c00970","i96209",93,"s99109",2022-01-12
"96449","c00050","i96349",56,"s99110",2022-01-12
"96450","c00312","i96258",180,"s99190",2022-01-13
"96451","c00528","i96383",0,"s99262",2022-01-14
"96452","c00320","i96175",60,"s99344",2022-01-15
"96453","c00918","i96454",192,"s99345",2022-01-15
"96454","c00159","i96402",104,"s99346",2022-01-15
"96455","c00947","i96399",312,"s99347",2022-01-15
"96456","c00584","i96281",180,"s99417",2022-01-16
"96457","c00787","i96187",396,"s99418",2022-01-16
"96458","c00621","i96310",0,"s99462",2022-01-17
"96460","c00872","i96390",112,"s99515",2022-01-18
"96462","c00904","i96394",0,"s99633",2022-01-21
"96463","c00703","i96303",128,"s99668",2022-01-22
"96465","c00724","i96246",0,"s99794",2022-01-27
"96467","c00837","i96206",70,"s99850",2022-01-30
"96468","c00670","i96419",205,"s99875",2022-02-01
"96469","c00721","i96329",0,"s99907",2022-02-04
"96470","c00994","i96341",248,"s99951",2022-02-10
"96471","c00329","i96453",150,"s99982",2022-02-23
"96475","c00050","i96623",144,"s93996",2021-12-19
"96476","c00023","i96532",56,"s93997",2021-12-19
"96477","c00499","i96708",132,"s93998",2021-12-19
"96478","c00358","i96483",64,"s93999",2021-12-19
"96479","c00015","i96538",96,"s94000",2021-12-19
"96481","c00362","i96658",180,"s94002",2021-12-19
"96488","c00573","i96482",138,"s94232",2021-12-20
"96489","c00259","i96473",207,"s94233",2021-12-20
"96490","c00714","i96494",260,"s94234",2021-12-20
"96491","c00991","i96521",0,"s94235",2021-12-20
"96492","c00712","i96536",198,"s94236",2021-12-20
"96494","c00833","i96663",132,"s94238",2021-12-20
"96495","c00217","i96544",0,"s94239",2021-12-20
"96496","c00265","i96709",256,"s94240",2021-12-20
"96497","c00863","i96488",544,"s94241",2021-12-20
"96498","c00935","i96681",66,"s94242",2021-12-20
"96501","c00912","i96553",72,"s94459",2021-12-21
"96502","c00059","i96576",0,"s94460",2021-12-21
"96503","c00675","i96627",74,"s94461",2021-12-21
"96504","c00038","i96541",408,"s94462",2021-12-21
"96505","c00449","i96721",396,"s94463",2021-12-21
"96506","c00399","i96699",0,"s94464",2021-12-21
"96507","c00019","i96668",58,"s94465",2021-12-21
"96508","c00705","i96515",129,"s94466",2021-12-21
"96509","c00825","i96637",465,"s94467",2021-12-21
"96510","c00366","i96609",192,"s94468",2021-12-21
"96511","c00625","i96476",96,"s94469",2021-12-21
"96512","c00772","i96671",0,"s94470",2021-12-21
"96513","c00318","i96698",96,"s94471",2021-12-21
"96514","c00804","i96653",162,"s94472",2021-12-21
"96515","c00879","i96643",96,"s94473",2021-12-21
"96516","c00446","i96510",90,"s94474",2021-12-21
"96517","c00873","i96621",0,"s94475",2021-12-21
"96518","c00052","i96689",125,"s94476",2021-12-21
"96519","c00252","i96589",0,"s94477",2021-12-21
"96520","c00219","i96479",248,"s94478",2021-12-21
"96521","c00552","i96478",0,"s94479",2021-12-21
"96522","c00193","i96561",68,"s94480",2021-12-21
"96523","c00457","i96646",660,"s94481",2021-12-21
"96528","c00787","i96517",148,"s94724",2021-12-22
"96529","c00166","i96725",544,"s94725",2021-12-22
"96530","c00517","i96650",162,"s94726",2021-12-22
"96531","c00189","i96543",0,"s94727",2021-12-22
"96532","c00808","i96641",136,"s94728",2021-12-22
"96533","c00838","i96537",78,"s94729",2021-12-22
"96534","c00271","i96622",52,"s94730",2021-12-22
"96535","c00501","i96701",0,"s94731",2021-12-22
"96543","c00729","i96638",87,"s94981",2021-12-23
"96544","c00376","i96572",114,"s94982",2021-12-23
"96545","c00847","i96634",148,"s94983",2021-12-23
"96546","c00119","i96675",500,"s94984",2021-12-23
"96547","c00157","i96712",96,"s94985",2021-12-23
"96548","c00447","i96549",72,"s94986",2021-12-23
"96549","c00465","i96520",0,"s94987",2021-12-23
"96550","c00397","i96684",76,"s94988",2021-12-23
"96551","c00992","i96486",360,"s94989",2021-12-23
"96557","c00209","i96560",78,"s95257",2021-12-24
"96558","c00753","i96607",84,"s95258",2021-12-24
"96559","c00486","i96661",46,"s95259",2021-12-24
"96560","c00669","i96582",144,"s95260",2021-12-24
"96561","c00180","i96502",96,"s95261",2021-12-24
"96562","c00522","i96599",450,"s95262",2021-12-24
"96563","c00295","i96692",60,"s95263",2021-12-24
"96564","c00484","i96550",112,"s95264",2021-12-24
"96566","c00119","i96617",54,"s95266",2021-12-24
"96567","c00552","i96481",100,"s95267",2021-12-24
"96570","c00776","i96540",120,"s95510",2021-12-25
"96571","c00295","i96527",42,"s95511",2021-12-25
"96572","c00502","i96631",23,"s95512",2021-12-25
"96573","c00861","i96577",68,"s95513",2021-12-25
"96574","c00935","i96683",168,"s95514",2021-12-25
"96575","c00911","i96526",0,"s95515",2021-12-25
"96577","c00188","i96728",81,"s95517",2021-12-25
"96578","c00325","i96547",320,"s95518",2021-12-25
"96579","c00465","i96506",0,"s95519",2021-12-25
"96587","c00144","i96616",0,"s95778",2021-12-26
"96588","c00367","i96619",48,"s95779",2021-12-26
"96589","c00257","i96591",96,"s95780",2021-12-26
"96590","c00608","i96508",124,"s95781",2021-12-26
"96591","c00020","i96670",96,"s95782",2021-12-26
"96592","c00848","i96513",64,"s95783",2021-12-26
"96593","c00379","i96575",50,"s95784",2021-12-26
"96594","c00837","i96499",186,"s95785",2021-12-26
"96595","c00024","i96507",518,"s95786",2021-12-26
"96598","c00658","i96545",0,"s96029",2021-12-27
"96599","c00269","i96696",104,"s96030",2021-12-27
"96600","c00239","i96700",56,"s96031",2021-12-27
"96601","c00757","i96715",150,"s96032",2021-12-27
"96604","c00832","i96528",150,"s96283",2021-12-28
"96605","c00272","i96635",216,"s96284",2021-12-28
"96606","c00341","i96600",544,"s96285",2021-12-28
"96607","c00623","i96584",21,"s96286",2021-12-28
"96608","c00141","i96625",468,"s96287",2021-12-28
"96616","c00089","i96714",0,"s96539",2021-12-29
"96617","c00185","i96556",222,"s96540",2021-12-29
"96618","c00959","i96717",184,"s96541",2021-12-29
"96619","c00994","i96472",198,"s96542",2021-12-29
"96620","c00217","i96686",128,"s96543",2021-12-29
"96621","c00995","i96569",124,"s96544",2021-12-29
"96622","c00711","i96710",0,"s96545",2021-12-29
"96623","c00261","i96613",21,"s96546",2021-12-29
"96624","c00495","i96579",138,"s96547",2021-12-29
"96626","c00671","i96694",136,"s96549",2021-12-29
"96633","c00703","i96578",68,"s96820",2021-12-30
"96634","c00779","i96567",0,"s96821",2021-12-30
"96635","c00075","i96531",0,"s96822",2021-12-30
"96636","c00505","i96477",62,"s96823",2021-12-30
"96637","c00730","i96630",315,"s96824",2021-12-30
"96640","c00816","i96648",27,"s97097",2021-12-31
"96641","c00671","i96662",72,"s97098",2021-12-31
"96642","c00663","i96632",228,"s97099",2021-12-31
"96643","c00890","i96574",435,"s97100",2021-12-31
"96644","c00705","i96595",360,"s97101",2021-12-31
"96645","c00819","i96496",0,"s97102",2021-12-31
"96649","c00984","i96533",68,"s97352",2022-01-01
"96650","c00145","i96542",128,"s97353",2022-01-01
"96651","c00185","i96593",42,"s97354",2022-01-01
"96652","c00571","i96592",448,"s97355",2022-01-01
"96654","c00893","i96524",252,"s97597",2022-01-02
"96655","c00164","i96618",234,"s97598",2022-01-02
"96656","c00723","i96552",135,"s97599",2022-01-02
"96657","c00957","i96727",0,"s97600",2022-01-02
"96658","c00064","i96519",504,"s97601",2022-01-02
"96659","c00989","i96620",62,"s97602",2022-01-02
"96660","c00311","i96580",78,"s97603",2022-01-02
"96661","c00646","i96682",588,"s97604",2022-01-02
"96662","c00188","i96562",300,"s97605",2022-01-02
"96663","c00249","i96626",112,"s97606",2022-01-02
"96666","c00238","i96566",96,"s97858",2022-01-03
"96667","c00068","i96546",128,"s97859",2022-01-03
"96668","c00020","i96633",156,"s97860",2022-01-03
"96669","c00128","i96610",324,"s97861",2022-01-03
"96670","c00184","i96729",435,"s97862",2022-01-03
"96671","c00837","i96602",54,"s97863",2022-01-03
"96672","c00217","i96534",72,"s97864",2022-01-03
"96673","c00285","i96719",172,"s97865",2022-01-03
"96674","c00891","i96514",108,"s97866",2022-01-03
"96677","c00985","i96655",180,"s98070",2022-01-04
"96678","c00120","i96624",136,"s98071",2022-01-04
"96680","c00994","i96485",112,"s98237",2022-01-05
"96681","c00533","i96587",240,"s98238",2022-01-05
"96682","c00867","i96705",300,"s98239",2022-01-05
"96683","c00667","i96583",544,"s98240",2022-01-05
"96684","c00703","i96702",148,"s98241",2022-01-05
"96686","c00729","i96491",60,"s98387",2022-01-06
"96688","c00744","i96571",152,"s98389",2022-01-06
"96690","c00242","i96652",144,"s98391",2022-01-06
"96692","c00790","i96509",198,"s98526",2022-01-07
"96693","c00027","i96720",0,"s98527",2022-01-07
"96694","c00141","i96581",66,"s98528",2022-01-07
"96695","c00803","i96690",117,"s98529",2022-01-07
"96696","c00402","i96679",306,"s98661",2022-01-08
"96697","c00699","i96723",432,"s98662",2022-01-08
"96699","c00362","i96563",0,"s98805",2022-01-09
"96700","c00658","i96693",486,"s98806",2022-01-09
"96701","c00448","i96703",72,"s98807",2022-01-09
"96703","c00543","i96672",162,"s98919",2022-01-10
"96704","c00757","i96490",0,"s98920",2022-01-10
"96705","c00602","i96554",108,"s98921",2022-01-10
"96707","c00623","i96732",24,"s99022",2022-01-11
"96708","c00302","i96615",180,"s99023",2022-01-11
"96709","c00643","i96493",270,"s99111",2022-01-12
"96710","c00402","i96530",140,"s99112",2022-01-12
"96712","c00883","i96518",405,"s99192",2022-01-13
"96713","c00027","i96640",57,"s99193",2022-01-13
"96714","c00954","i96522",68,"s99194",2022-01-13
"96715","c00739","i96695",456,"s99195",2022-01-13
"96716","c00996","i96659",252,"s99263",2022-01-14
"96717","c00131","i96597",108,"s99348",2022-01-15
"96718","c00246","i96594",234,"s99349",2022-01-15
"96719","c00366","i96585",38,"s99350",2022-01-15
"96720","c00613","i96666",279,"s99419",2022-01-16
"96721","c00692","i96718",210,"s99420",2022-01-16
"96724","c00221","i96691",0,"s99554",2022-01-19
"96725","c00462","i96644",78,"s99555",2022-01-19
"96726","c00239","i96636",63,"s99594",2022-01-20
"96727","c00021","i96611",480,"s99595",2022-01-20
"96729","c00224","i96642",52,"s99669",2022-01-22
"96730","c00279","i96529",90,"s99670",2022-01-22
"96731","c00773","i96586",0,"s99749",2022-01-25
"96732","c00788","i96568",198,"s99750",2022-01-25
"96733","c00148","i96548",306,"s99886",2022-02-02
"96735","c00225","i96734",288,"s99994",2022-03-10
"96738","c00377","i96814",280,"s94245",2021-12-20
"96740","c00368","i96831",104,"s94247",2021-12-20
"96741","c00880","i96810",252,"s94248",2021-12-20
"96745","c00694","i96862",0,"s94485",2021-12-21
"96746","c00731","i96801",162,"s94486",2021-12-21
"96747","c00862","i96853",174,"s94487",2021-12-21
"96749","c00795","i96922",52,"s94489",2021-12-21
"96750","c00635","i96865",0,"s94490",2021-12-21
"96751","c00069","i96993",104,"s94491",2021-12-21
"96752","c00565","i96980",144,"s94492",2021-12-21
"96753","c00637","i96815",72,"s94493",2021-12-21
"96754","c00274","i96986",92,"s94494",2021-12-21
"96755","c00673","i96992",66,"s94495",2021-12-21
"96756","c00708","i96996",120,"s94496",2021-12-21
"96757","c00050","i96808",124,"s94497",2021-12-21
"96758","c00669","i96973",400,"s94498",2021-12-21
"96759","c00061","i96816",88,"s94499",2021-12-21
"96760","c00006","i96828",288,"s94500",2021-12-21
"96761","c00024","i96974",224,"s94501",2021-12-21
"96762","c00221","i96837",0,"s94502",2021-12-21
"96763","c00801","i96756",93,"s94503",2021-12-21
"96769","c00818","i96755",58,"s94737",2021-12-22
"96770","c00495","i96823",108,"s94738",2021-12-22
"96771","c00909","i96956",0,"s94739",2021-12-22
"96772","c00802","i96813",312,"s94740",2021-12-22
"96774","c00237","i96866",76,"s94742",2021-12-22
"96775","c00512","i96874",117,"s94743",2021-12-22
"96776","c00784","i96927",140,"s94744",2021-12-22
"96777","c00953","i96859",64,"s94745",2021-12-22
"96779","c00707","i96740",156,"s94747",2021-12-22
"96780","c00863","i96774",0,"s94748",2021-12-22
"96782","c00715","i96909",24,"s94750",2021-12-22
"96783","c00270","i96870",0,"s94751",2021-12-22
"96784","c00464","i96809",24,"s94752",2021-12-22
"96785","c00050","i96875",272,"s94753",2021-12-22
"96786","c00872","i96893",264,"s94754",2021-12-22
"96788","c00933","i96990",36,"s94756",2021-12-22
"96789","c00255","i96752",144,"s94757",2021-12-22
"96799","c00269","i96785",33,"s94999",2021-12-23
"96800","c00048","i96910",84,"s95000",2021-12-23
"96801","c00944","i96742",495,"s95001",2021-12-23
"96802","c00592","i96830",174,"s95002",2021-12-23
"96803","c00641","i96908",152,"s95003",2021-12-23
"96804","c00865","i96988",440,"s95004",2021-12-23
"96805","c00063","i96848",192,"s95005",2021-12-23
"96806","c00676","i96791",114,"s95006",2021-12-23
"96807","c00953","i96796",0,"s95007",2021-12-23
"96808","c00823","i96797",208,"s95008",2021-12-23
"96809","c00487","i96855",186,"s95009",2021-12-23
"96810","c00395","i96915",312,"s95010",2021-12-23
"96811","c00114","i96916",120,"s95011",2021-12-23
"96813","c00127","i96987",162,"s95013",2021-12-23
"96814","c00169","i96892",132,"s95014",2021-12-23
"96815","c00072","i96817",222,"s95015",2021-12-23
"96816","c00098","i96887",0,"s95016",2021-12-23
"96817","c00272","i96832",120,"s95017",2021-12-23
"96820","c00402","i96937",144,"s95270",2021-12-24
"96821","c00678","i96747",62,"s95271",2021-12-24
"96822","c00412","i97013",62,"s95272",2021-12-24
"96823","c00864","i96803",128,"s95273",2021-12-24
"96824","c00698","i96788",62,"s95274",2021-12-24
"96825","c00904","i96739",230,"s95275",2021-12-24
"96826","c00521","i96748",0,"s95276",2021-12-24
"96827","c00040","i96884",168,"s95277",2021-12-24
"96828","c00441","i96945",104,"s95278",2021-12-24
"96829","c00602","i96883",31,"s95279",2021-12-24
"96830","c00269","i97009",58,"s95280",2021-12-24
"96831","c00916","i96744",450,"s95281",2021-12-24
"96836","c00089","i96983",456,"s95524",2021-12-25
"96837","c00384","i96850",224,"s95525",2021-12-25
"96838","c00795","i96965",230,"s95526",2021-12-25
"96839","c00726","i96745",64,"s95527",2021-12-25
"96840","c00708","i96849",136,"s95528",2021-12-25
"96841","c00061","i96861",54,"s95529",2021-12-25
"96842","c00049","i96860",96,"s95530",2021-12-25
"96843","c00696","i96891",58,"s95531",2021-12-25
"96845","c00572","i96795",0,"s95533",2021-12-25
"96846","c00439","i96869",26,"s95534",2021-12-25
"96847","c00439","i96979",148,"s95535",2021-12-25
"96848","c00985","i97017",256,"s95536",2021-12-25
"96852","c00252","i96775",111,"s95790",2021-12-26
"96853","c00561","i96928",0,"s95791",2021-12-26
"96854","c00818","i96885",66,"s95792",2021-12-26
"96855","c00754","i96898",216,"s95793",2021-12-26
"96856","c00266","i96834",144,"s95794",2021-12-26
"96857","c00477","i96977",180,"s95795",2021-12-26
"96858","c00988","i96811",116,"s95796",2021-12-26
"96859","c00962","i96754",80,"s95797",2021-12-26
"96860","c00055","i96839",82,"s95798",2021-12-26
"96861","c00073","i96976",60,"s95799",2021-12-26
"96868","c00857","i96960",288,"s96039",2021-12-27
"96869","c00274","i96772",248,"s96040",2021-12-27
"96870","c00647","i96998",0,"s96041",2021-12-27
"96871","c00539","i96768",60,"s96042",2021-12-27
"96872","c00857","i96943",180,"s96043",2021-12-27
"96873","c00131","i96933",116,"s96044",2021-12-27
"96874","c00501","i96781",105,"s96045",2021-12-27
"96875","c00325","i96751",29,"s96046",2021-12-27
"96876","c00882","i96984",276,"s96047",2021-12-27
"96878","c00810","i96895",0,"s96289",2021-12-28
"96879","c00518","i96825",204,"s96290",2021-12-28
"96880","c00937","i96962",120,"s96291",2021-12-28
"96881","c00193","i96787",64,"s96292",2021-12-28
"96882","c00882","i96779",272,"s96293",2021-12-28
"96883","c00057","i96778",198,"s96294",2021-12-28
"96884","c00947","i96802",384,"s96295",2021-12-28
"96885","c00957","i96940",496,"s96296",2021-12-28
"96886","c00828","i96799",64,"s96297",2021-12-28
"96887","c00500","i96904",168,"s96298",2021-12-28
"96888","c00569","i96827",56,"s96299",2021-12-28
"96890","c00160","i96881",0,"s96301",2021-12-28
"96891","c00548","i96863",99,"s96302",2021-12-28
"96898","c00464","i97018",228,"s96556",2021-12-29
"96899","c00491","i96769",144,"s96557",2021-12-29
"96901","c00317","i97007",136,"s96559",2021-12-29
"96902","c00803","i96947",0,"s96560",2021-12-29
